fine,Moran's I,P-value,num_cell,sample,region_abb,fullid
InN-Erbb4,-0.0012540792752544845,0.0017276073996612146,236,HZ6MP101,PFC,HZ6MP101_coorect_PFC
InN-Vip,-0.008181853424467957,0.2908288701322882,95,HZ6MP101,PFC,HZ6MP101_coorect_PFC
InN-Lamp5,-0.012625644241635224,0.1295750332508121,59,HZ6MP101,PFC,HZ6MP101_coorect_PFC
InN-Olf,0.011571236897068895,0.0,2860,HZ6MP101,STR,HZ6MP101_coorect_STR
InN-Erbb4,0.0067139042129221215,2.97560084928691e-27,240,HZ6MP101,STR,HZ6MP101_coorect_STR
InN-Sncg,0.0015835083236414756,3.095443630741804e-10,215,HZ6MP101,STR,HZ6MP101_coorect_STR
InN-Calb2,0.0005124638025026909,5.31666854573947e-15,1073,HZ6MP101,STR,HZ6MP101_coorect_STR
InN-Sst,-0.000471415257961875,0.006457744514622075,682,HZ6MP101,STR,HZ6MP101_coorect_STR
InN-Lamp5,-0.00098473064040472,9.716149605602596e-06,86,HZ6MP101,STR,HZ6MP101_coorect_STR
InN-Pvalb,-0.0023065198192062644,0.011152729625152341,186,HZ6MP101,STR,HZ6MP101_coorect_STR
InN-Sncg,0.020722874710422053,1.351201685194733e-57,152,HZ6MP102,BF,HZ6MP102_coorect_BF
InN-Olf,0.010933460460745406,9.959402830667393e-45,152,HZ6MP102,BF,HZ6MP102_coorect_BF
InN-Sst,0.009059538028554831,2.0739383032952923e-43,211,HZ6MP102,BF,HZ6MP102_coorect_BF
InN-Calb2,0.006028237547243586,0.0,5623,HZ6MP102,BF,HZ6MP102_coorect_BF
InN-Erbb4,0.005321882059639604,5.3780051162645615e-15,129,HZ6MP102,BF,HZ6MP102_coorect_BF
InN-Pvalb,0.0004092473504570303,2.1206184601721125e-09,471,HZ6MP102,BF,HZ6MP102_coorect_BF
InN-Erbb4,-0.006221194806260589,0.03829965850793524,93,HZ6MP102,ECT,HZ6MP102_coorect_ECT
InN-Sst,-0.006628398313893009,0.9457941949963139,154,HZ6MP102,ECT,HZ6MP102_coorect_ECT
InN-Sncg,-0.01587505337325502,0.46163592549356214,56,HZ6MP102,ECT,HZ6MP102_coorect_ECT
InN-Pvalb,-0.023438169955975318,0.23421842768795953,35,HZ6MP102,ECT,HZ6MP102_coorect_ECT
InN-Lamp5,-0.0476112927246276,0.5703308856746255,20,HZ6MP102,ECT,HZ6MP102_coorect_ECT
InN-Vip,-0.0601377804425182,0.7998209040550845,17,HZ6MP102,ECT,HZ6MP102_coorect_ECT
InN-Olf,-0.08948628277289827,0.3683512490544897,14,HZ6MP102,ECT,HZ6MP102_coorect_ECT
InN-Sncg,-0.0026395195099665836,0.002593256397159247,162,HZ6MP102,HPF,HZ6MP102_coorect_HPF
InN-Sst,-0.007611950646019348,0.03965228657283771,71,HZ6MP102,HPF,HZ6MP102_coorect_HPF
InN-Erbb4,-0.009332156064738454,0.0102020759275922,42,HZ6MP102,HPF,HZ6MP102_coorect_HPF
InN-Pvalb,-0.021469686848081745,0.8203382582780065,45,HZ6MP102,HPF,HZ6MP102_coorect_HPF
InN-Lamp5,-0.021663511559635782,0.5639451221952836,52,HZ6MP102,HPF,HZ6MP102_coorect_HPF
InN-Calb2,-0.049503553687013924,0.23821239878689882,17,HZ6MP102,HPF,HZ6MP102_coorect_HPF
InN-Olf,-0.06459357873875678,0.8799920001248803,17,HZ6MP102,HPF,HZ6MP102_coorect_HPF
InN-Pvalb,0.0008899591255709081,4.532248687183283e-19,917,HZ6MP102,RS,HZ6MP102_coorect_RS
InN-Sst,-0.0031433181570783564,0.025063916653562054,164,HZ6MP102,RS,HZ6MP102_coorect_RS
InN-Sncg,-0.01083535928663426,0.3276470736621684,77,HZ6MP102,RS,HZ6MP102_coorect_RS
InN-Vip,-0.014872183811648494,0.29324569245701904,53,HZ6MP102,RS,HZ6MP102_coorect_RS
InN-Erbb4,-0.016733300753237878,0.3472546533933435,48,HZ6MP102,RS,HZ6MP102_coorect_RS
InN-Lamp5,-0.041003915699893,0.2719923688370909,21,HZ6MP102,RS,HZ6MP102_coorect_RS
InN-Sncg,0.0504278098401978,0.0,505,HZ6MP102,TH,HZ6MP102_coorect_TH
InN-Erbb4,0.03650012840448649,0.0,343,HZ6MP102,TH,HZ6MP102_coorect_TH
InN-Vip,0.03029344402692884,1.7838333103298808e-14,34,HZ6MP102,TH,HZ6MP102_coorect_TH
InN-Calb2,0.013621724374298002,0.0,564,HZ6MP102,TH,HZ6MP102_coorect_TH
InN-Pvalb,0.00823203201644445,2.911941995584623e-164,628,HZ6MP102,TH,HZ6MP102_coorect_TH
InN-Olf,0.00759483952273324,3.580500653416494e-18,69,HZ6MP102,TH,HZ6MP102_coorect_TH
InN-Sst,-0.029515694064150978,0.4566045618947884,41,HZ6MP102,TH,HZ6MP102_coorect_TH
InN-Erbb4,0.015669727562787273,9.148663246044867e-104,257,HZ6MP202,BF,HZ6MP202_coorect_BF
InN-Calb2,0.014998640324826219,0.0,6817,HZ6MP202,BF,HZ6MP202_coorect_BF
InN-Sncg,0.014094335386939086,2.2328043176929995e-239,400,HZ6MP202,BF,HZ6MP202_coorect_BF
InN-Sst,0.0075754242815061195,8.54321158597424e-35,237,HZ6MP202,BF,HZ6MP202_coorect_BF
InN-Olf,0.0042573323100519676,2.4330078566109769e-29,471,HZ6MP202,BF,HZ6MP202_coorect_BF
InN-Pvalb,0.0021666858727591633,3.2456023610799702e-24,565,HZ6MP202,BF,HZ6MP202_coorect_BF
InN-Lamp5,-0.015917446109533738,0.11187864739951102,39,HZ6MP202,BF,HZ6MP202_coorect_BF
InN-Sst,-0.001713466675151171,0.0001658275979872441,130,HZ6MP202,ECT,HZ6MP202_coorect_ECT
InN-Pvalb,-0.006405809378070613,0.003889664608251593,54,HZ6MP202,ECT,HZ6MP202_coorect_ECT
InN-Erbb4,-0.009467034769489497,0.1052092495088644,74,HZ6MP202,ECT,HZ6MP202_coorect_ECT
InN-Sncg,-0.014911963014646963,0.5738537208250332,60,HZ6MP202,ECT,HZ6MP202_coorect_ECT
InN-Vip,-0.03171904131145639,0.08777314417260941,23,HZ6MP202,ECT,HZ6MP202_coorect_ECT
InN-Lamp5,-0.09100605721179572,0.5309316434432074,13,HZ6MP202,ECT,HZ6MP202_coorect_ECT
InN-Pvalb,0.0008807893608413307,5.782356197923773e-05,57,HZ6MP202,HPF,HZ6MP202_coorect_HPF
InN-Sncg,-0.0019701566880955938,2.0138579303514768e-05,105,HZ6MP202,HPF,HZ6MP202_coorect_HPF
InN-Sst,-0.004168630152413074,0.04252572922074359,134,HZ6MP202,HPF,HZ6MP202_coorect_HPF
InN-Erbb4,-0.024786749181832813,0.6916104773732361,38,HZ6MP202,HPF,HZ6MP202_coorect_HPF
InN-Lamp5,-0.060326590007444246,0.6512658522561495,19,HZ6MP202,HPF,HZ6MP202_coorect_HPF
InN-Pvalb,0.0003930849057216041,1.5410090243396652e-14,1375,HZ6MP202,RS,HZ6MP202_coorect_RS
InN-Sst,-0.0017761561122345468,0.0011837893476836284,201,HZ6MP202,RS,HZ6MP202_coorect_RS
InN-Sncg,-0.012141044333162173,0.27418522695550285,67,HZ6MP202,RS,HZ6MP202_coorect_RS
InN-Lamp5,-0.014156748816592934,0.0009901790018855652,29,HZ6MP202,RS,HZ6MP202_coorect_RS
InN-Vip,-0.028200316530638123,0.462717935853865,32,HZ6MP202,RS,HZ6MP202_coorect_RS
InN-Erbb4,-0.07091485352704979,0.2693043936989593,12,HZ6MP202,RS,HZ6MP202_coorect_RS
InN-Sncg,0.04943317030538303,0.0,633,HZ6MP202,TH,HZ6MP202_coorect_TH
InN-Erbb4,0.04125738096528372,0.0,505,HZ6MP202,TH,HZ6MP202_coorect_TH
InN-Vip,0.013190780405711405,2.5652833279090242e-14,60,HZ6MP202,TH,HZ6MP202_coorect_TH
InN-Calb2,0.010631389924307896,1.2063909028720736e-83,314,HZ6MP202,TH,HZ6MP202_coorect_TH
InN-Pvalb,0.008737922304047414,1.454489793902441e-70,429,HZ6MP202,TH,HZ6MP202_coorect_TH
InN-Olf,0.0036252765866920046,1.2543615232249091e-09,102,HZ6MP202,TH,HZ6MP202_coorect_TH
InN-Sst,-0.01597755963375902,0.5711532790008946,53,HZ6MP202,TH,HZ6MP202_coorect_TH
InN-Calb2,0.00844958452692659,0.0,5077,HZ8M01,BF,HZ8M01_coorect_BF
InN-Sst,0.007004101998377613,6.0689694921132435e-58,376,HZ8M01,BF,HZ8M01_coorect_BF
InN-Erbb4,0.0036666629284748315,2.5242786220187345e-188,991,HZ8M01,BF,HZ8M01_coorect_BF
InN-Pvalb,0.00021622194649380586,2.8714001568671456e-10,541,HZ8M01,BF,HZ8M01_coorect_BF
InN-Sncg,-0.0014603111850524798,0.00017814326731268362,172,HZ8M01,BF,HZ8M01_coorect_BF
InN-Olf,-0.0016636421746950738,0.0004794023143040369,172,HZ8M01,BF,HZ8M01_coorect_BF
InN-Vip,-0.07961739142942507,0.8551149369622666,13,HZ8M01,BF,HZ8M01_coorect_BF
InN-Sst,-0.001716558609457601,0.23698649671493333,439,HZ8M01,PFC,HZ8M01_coorect_PFC
InN-Pvalb,-0.0021133982939248496,0.24945519343067557,378,HZ8M01,PFC,HZ8M01_coorect_PFC
InN-Vip,-0.0021861982234380804,0.09222859140572559,302,HZ8M01,PFC,HZ8M01_coorect_PFC
InN-Sncg,-0.0036474625865638706,0.7858908417605056,260,HZ8M01,PFC,HZ8M01_coorect_PFC
InN-Erbb4,-0.005638947720229488,0.2900019204080291,139,HZ8M01,PFC,HZ8M01_coorect_PFC
InN-Lamp5,-0.03721003099036436,0.6668996406915922,26,HZ8M01,PFC,HZ8M01_coorect_PFC
InN-Olf,0.000577378050942572,4.3494128336938816e-61,3240,HZ8M01,STR,HZ8M01_coorect_STR
InN-Sst,-0.00025658429265475353,7.116721059597957e-05,543,HZ8M01,STR,HZ8M01_coorect_STR
InN-Erbb4,-0.0008960612500711973,0.0022508215774377917,501,HZ8M01,STR,HZ8M01_coorect_STR
InN-Calb2,-0.0026129313817628034,0.03982643165620172,261,HZ8M01,STR,HZ8M01_coorect_STR
InN-Sncg,-0.004115872917213511,0.1524663824998342,180,HZ8M01,STR,HZ8M01_coorect_STR
InN-Lamp5,-0.00439719389818043,0.10517048305691981,165,HZ8M01,STR,HZ8M01_coorect_STR
InN-Pvalb,-0.0079930244946205,0.8997557076533463,129,HZ8M01,STR,HZ8M01_coorect_STR
InN-Vip,-0.03255592800314017,0.4975387634676546,36,HZ8M01,STR,HZ8M01_coorect_STR
InN-Sst,0.006124611724568863,3.5955688327271916e-74,277,HZ8M02,BF,HZ8M02_coorect_BF
InN-Erbb4,0.006000779156246335,1.0451167847025893e-102,499,HZ8M02,BF,HZ8M02_coorect_BF
InN-Olf,0.004566013083259869,1.193761409948175e-58,416,HZ8M02,BF,HZ8M02_coorect_BF
InN-Calb2,0.004187134894564342,0.0,6190,HZ8M02,BF,HZ8M02_coorect_BF
InN-Pvalb,0.0029637174564079044,3.3467979125644787e-100,877,HZ8M02,BF,HZ8M02_coorect_BF
InN-Sncg,0.0012775253573627885,8.74061300646046e-08,170,HZ8M02,BF,HZ8M02_coorect_BF
InN-Lamp5,-0.011674667078977458,0.27837636367184926,69,HZ8M02,BF,HZ8M02_coorect_BF
InN-Vip,-0.02154703368442777,0.6706590011751815,44,HZ8M02,BF,HZ8M02_coorect_BF
InN-Vip,0.0013927343504995483,7.105146507538153e-09,89,HZ8M02,ECT,HZ8M02_coorect_ECT
InN-Olf,0.001173887956980562,2.6441439154740504e-08,60,HZ8M02,ECT,HZ8M02_coorect_ECT
InN-Sst,-0.003921343377935349,0.2585910277976017,202,HZ8M02,ECT,HZ8M02_coorect_ECT
InN-Erbb4,-0.005859022289982388,0.7365077131802383,160,HZ8M02,ECT,HZ8M02_coorect_ECT
InN-Sncg,-0.0100207648297915,0.7035937341121771,109,HZ8M02,ECT,HZ8M02_coorect_ECT
InN-Pvalb,-0.02094798969968766,0.2202182390877886,62,HZ8M02,ECT,HZ8M02_coorect_ECT
InN-Lamp5,-0.08095081968784738,0.8393773432680292,13,HZ8M02,ECT,HZ8M02_coorect_ECT
InN-Sncg,-0.0034850900159006278,0.14672649783999825,199,HZ8M02,HPF,HZ8M02_coorect_HPF
InN-Erbb4,-0.006444329537730549,0.6160234720573861,142,HZ8M02,HPF,HZ8M02_coorect_HPF
InN-Sst,-0.00658627457096667,0.1412824566357924,107,HZ8M02,HPF,HZ8M02_coorect_HPF
InN-Pvalb,-0.012652072966674862,0.7762202214414232,75,HZ8M02,HPF,HZ8M02_coorect_HPF
InN-Olf,-0.019383723085763027,0.5064892827503555,59,HZ8M02,HPF,HZ8M02_coorect_HPF
InN-Vip,-0.024434760595539274,0.24295689411169075,30,HZ8M02,HPF,HZ8M02_coorect_HPF
InN-Lamp5,-0.0689220692080062,0.88755786756044,16,HZ8M02,HPF,HZ8M02_coorect_HPF
InN-Sncg,0.003144732997210952,1.2607811294069573e-11,136,HZ8M02,RS,HZ8M02_coorect_RS
InN-Pvalb,0.00029000355293500713,2.1949410835836e-11,678,HZ8M02,RS,HZ8M02_coorect_RS
InN-Sst,-0.002182913053556267,0.0007425255029554675,213,HZ8M02,RS,HZ8M02_coorect_RS
InN-Erbb4,-0.006576330682594423,0.37008809401199816,127,HZ8M02,RS,HZ8M02_coorect_RS
InN-Vip,-0.0071487807570477825,0.48850805820461074,124,HZ8M02,RS,HZ8M02_coorect_RS
InN-Olf,-0.03888468738115784,0.1706046341213221,33,HZ8M02,RS,HZ8M02_coorect_RS
InN-Lamp5,-0.04116577089180347,0.882475865801867,26,HZ8M02,RS,HZ8M02_coorect_RS
InN-Erbb4,0.029607111672641864,0.0,868,HZ8M02,TH,HZ8M02_coorect_TH
InN-Sncg,0.025084558095622905,0.0,511,HZ8M02,TH,HZ8M02_coorect_TH
InN-Olf,0.009009421922139228,9.95208518207252e-255,527,HZ8M02,TH,HZ8M02_coorect_TH
InN-Calb2,0.00886040157260484,0.0,1486,HZ8M02,TH,HZ8M02_coorect_TH
InN-Sst,0.008186041256190258,1.4716837654161027e-133,319,HZ8M02,TH,HZ8M02_coorect_TH
InN-Pvalb,0.00646355035294167,2.2722955085046283e-75,367,HZ8M02,TH,HZ8M02_coorect_TH
InN-Vip,-0.0026568861628856128,0.00023237485492116528,73,HZ8M02,TH,HZ8M02_coorect_TH
InN-Lamp5,-0.010331134606562074,0.08408813913451328,67,HZ8M02,TH,HZ8M02_coorect_TH
InN-Sst,0.020421930023940372,4.239466362224427e-125,236,HZ8M03,BF,HZ8M03_coorect_BF
InN-Erbb4,0.008448148956968375,0.0,637,HZ8M03,BF,HZ8M03_coorect_BF
InN-Calb2,0.006310964817008671,0.0,3739,HZ8M03,BF,HZ8M03_coorect_BF
InN-Pvalb,-0.000584090054769495,3.6747112505751384e-05,394,HZ8M03,BF,HZ8M03_coorect_BF
InN-Sncg,-0.0012260994537408915,0.0014775548461166607,119,HZ8M03,BF,HZ8M03_coorect_BF
InN-Olf,-0.01115951747408777,0.041545343841287656,61,HZ8M03,BF,HZ8M03_coorect_BF
InN-Sst,0.0007320216620353211,1.4612100719287415e-18,533,HZ8M03,PFC,HZ8M03_coorect_PFC
InN-Vip,0.0004488826028779976,6.673445168311218e-15,363,HZ8M03,PFC,HZ8M03_coorect_PFC
InN-Erbb4,0.0003270935246797327,3.0811503827355106e-13,312,HZ8M03,PFC,HZ8M03_coorect_PFC
InN-Pvalb,-0.0002681242224136018,1.6687537629822188e-07,328,HZ8M03,PFC,HZ8M03_coorect_PFC
InN-Sncg,-0.0010357113283334023,4.37172699172151e-05,237,HZ8M03,PFC,HZ8M03_coorect_PFC
InN-Lamp5,-0.009001248677902895,0.03493529262369903,75,HZ8M03,PFC,HZ8M03_coorect_PFC
InN-Olf,-0.01890807819921707,0.23683730126419011,45,HZ8M03,PFC,HZ8M03_coorect_PFC
InN-Calb2,-0.026537491283620037,0.47405601010850096,44,HZ8M03,PFC,HZ8M03_coorect_PFC
InN-Calb2,0.004392923069104831,1.832316657740715e-67,557,HZ8M03,STR,HZ8M03_coorect_STR
InN-Olf,0.0016380402627770262,8.579984990639719e-271,2986,HZ8M03,STR,HZ8M03_coorect_STR
InN-Lamp5,0.0010089604551026241,5.791359789369089e-09,88,HZ8M03,STR,HZ8M03_coorect_STR
InN-Erbb4,0.00043212662890970227,7.101779024822179e-13,427,HZ8M03,STR,HZ8M03_coorect_STR
InN-Pvalb,-0.00015795809989120995,7.554382708693775e-08,182,HZ8M03,STR,HZ8M03_coorect_STR
InN-Sst,-0.00039616560375270855,0.0007772547309412997,463,HZ8M03,STR,HZ8M03_coorect_STR
InN-Sncg,-0.010309252883731987,0.712867063939888,110,HZ8M03,STR,HZ8M03_coorect_STR
InN-Erbb4,0.0009704848422614476,1.5868555178542725e-12,354,HZ8M04,BF,HZ8M04_coorect_BF
InN-Pvalb,0.0009319645208421595,6.1856449559977185e-18,517,HZ8M04,BF,HZ8M04_coorect_BF
InN-Sst,0.0008843076099238083,1.0963100601778082e-08,179,HZ8M04,BF,HZ8M04_coorect_BF
InN-Calb2,0.0008086043231504928,1.3348587793023727e-223,4870,HZ8M04,BF,HZ8M04_coorect_BF
InN-Olf,-0.0019773647928148738,0.000451879490607236,189,HZ8M04,BF,HZ8M04_coorect_BF
InN-Sncg,-0.007498642505256792,0.8786260946099649,129,HZ8M04,BF,HZ8M04_coorect_BF
InN-Vip,-0.07052483218581825,0.6045807616642895,14,HZ8M04,BF,HZ8M04_coorect_BF
InN-Lamp5,-0.07477526157896403,0.31004658407394947,17,HZ8M04,BF,HZ8M04_coorect_BF
InN-Sst,-0.0014094440232844444,9.844018703161925e-06,162,HZ8M04,ECT,HZ8M04_coorect_ECT
InN-Sncg,-0.00531187787149792,0.013486166447272725,104,HZ8M04,ECT,HZ8M04_coorect_ECT
InN-Erbb4,-0.005902048455901553,0.23438881820475088,134,HZ8M04,ECT,HZ8M04_coorect_ECT
InN-Vip,-0.009386757601542053,0.003435811094762968,58,HZ8M04,ECT,HZ8M04_coorect_ECT
InN-Olf,-0.015067894219135564,0.2974896269817451,55,HZ8M04,ECT,HZ8M04_coorect_ECT
InN-Pvalb,-0.01913646749203375,0.4597466637876747,45,HZ8M04,ECT,HZ8M04_coorect_ECT
InN-Calb2,-0.06905758775144785,0.5934194504040324,17,HZ8M04,ECT,HZ8M04_coorect_ECT
InN-Lamp5,-0.09617794550816205,0.28081558192710665,13,HZ8M04,ECT,HZ8M04_coorect_ECT
InN-Sncg,-0.0051042382340068465,0.9084559455477967,203,HZ8M04,HPF,HZ8M04_coorect_HPF
InN-Sst,-0.005210600315453317,0.01256408570875001,113,HZ8M04,HPF,HZ8M04_coorect_HPF
InN-Erbb4,-0.010486195828627313,0.8499657358203367,93,HZ8M04,HPF,HZ8M04_coorect_HPF
InN-Pvalb,-0.014114567418034185,0.35819140149941475,58,HZ8M04,HPF,HZ8M04_coorect_HPF
InN-Olf,-0.033694285279882386,0.9528296373105775,31,HZ8M04,HPF,HZ8M04_coorect_HPF
InN-Lamp5,-0.03549577613036773,0.1391972102731042,21,HZ8M04,HPF,HZ8M04_coorect_HPF
InN-Calb2,-0.07443301463675928,0.832595565400061,14,HZ8M04,HPF,HZ8M04_coorect_HPF
InN-Vip,-0.0810839580640641,0.4871676383414204,15,HZ8M04,HPF,HZ8M04_coorect_HPF
InN-Pvalb,-0.00035978878205848085,1.273126331469224e-06,589,HZ8M04,RS,HZ8M04_coorect_RS
InN-Sncg,-0.0030172663725367265,0.0014703930865352715,130,HZ8M04,RS,HZ8M04_coorect_RS
InN-Vip,-0.0035590242725471793,0.0011772581595352377,151,HZ8M04,RS,HZ8M04_coorect_RS
InN-Sst,-0.00429337680970169,0.4586281969257926,204,HZ8M04,RS,HZ8M04_coorect_RS
InN-Erbb4,-0.005079656490225948,0.0034329294573500263,84,HZ8M04,RS,HZ8M04_coorect_RS
InN-Olf,-0.022952351880768048,0.46959376224765637,39,HZ8M04,RS,HZ8M04_coorect_RS
InN-Calb2,-0.03131847762618012,0.12022952539698532,24,HZ8M04,RS,HZ8M04_coorect_RS
InN-Lamp5,-0.040170426189929595,0.5002622714980777,23,HZ8M04,RS,HZ8M04_coorect_RS
InN-Sncg,0.010999497631852581,6.114758767501561e-54,322,HZ8M04,TH,HZ8M04_coorect_TH
InN-Calb2,0.005808271737764026,2.1952625490103994e-251,930,HZ8M04,TH,HZ8M04_coorect_TH
InN-Pvalb,0.003949179770861864,1.0461029273485306e-36,333,HZ8M04,TH,HZ8M04_coorect_TH
InN-Erbb4,0.003180612196370159,6.58247271122363e-36,535,HZ8M04,TH,HZ8M04_coorect_TH
InN-Olf,0.0031503020751946446,9.29749684790489e-25,243,HZ8M04,TH,HZ8M04_coorect_TH
InN-Sst,0.0024730125116662633,5.166079938510419e-11,172,HZ8M04,TH,HZ8M04_coorect_TH
InN-Vip,-0.03641107847161569,0.27973581004379644,23,HZ8M04,TH,HZ8M04_coorect_TH
InN-Lamp5,-0.0857401553843267,0.360161600788673,15,HZ8M04,TH,HZ8M04_coorect_TH
InN-Calb2,0.003132108150877874,0.0,3542,HZ8M05,BF,HZ8M05_coorect_BF
InN-Erbb4,-0.0004414053637860634,1.2591035055514283e-05,520,HZ8M05,BF,HZ8M05_coorect_BF
InN-Sst,-0.00046107592137387783,0.0006524285562161409,595,HZ8M05,BF,HZ8M05_coorect_BF
InN-Pvalb,-0.0029628735960766984,0.6006243646966059,302,HZ8M05,BF,HZ8M05_coorect_BF
InN-Sncg,-0.008224233951747373,0.6443579132082956,132,HZ8M05,BF,HZ8M05_coorect_BF
InN-Olf,-0.01079527348515409,0.265628452028428,74,HZ8M05,BF,HZ8M05_coorect_BF
InN-Lamp5,-0.024057713496996133,0.4329783614554966,37,HZ8M05,BF,HZ8M05_coorect_BF
InN-Vip,-0.06629984152653884,0.9710937995575263,16,HZ8M05,BF,HZ8M05_coorect_BF
InN-Sst,0.00012056842958118641,5.376109395399341e-09,654,HZ8M05,PFC,HZ8M05_coorect_PFC
InN-Pvalb,-0.0009479865979095189,0.0011361155995003934,436,HZ8M05,PFC,HZ8M05_coorect_PFC
InN-Sncg,-0.002279338152732417,0.08033581808972551,301,HZ8M05,PFC,HZ8M05_coorect_PFC
InN-Vip,-0.002561288289232698,0.18148512774124936,301,HZ8M05,PFC,HZ8M05_coorect_PFC
InN-Erbb4,-0.0032593120900443386,0.7879134807969237,322,HZ8M05,PFC,HZ8M05_coorect_PFC
InN-Olf,-0.10540529054518802,0.2713605774148594,12,HZ8M05,PFC,HZ8M05_coorect_PFC
InN-Sncg,0.008539752524457997,5.21487969097179e-74,252,HZ8M05,STR,HZ8M05_coorect_STR
InN-Olf,0.0038374471044886347,0.0,3019,HZ8M05,STR,HZ8M05_coorect_STR
InN-Sst,-0.0010055342273012952,0.3008104521803908,790,HZ8M05,STR,HZ8M05_coorect_STR
InN-Calb2,-0.0014074070265369405,0.11523339312400027,514,HZ8M05,STR,HZ8M05_coorect_STR
InN-Erbb4,-0.0026289196282737164,0.14002666724826948,291,HZ8M05,STR,HZ8M05_coorect_STR
InN-Pvalb,-0.004503664783863662,0.806514664916828,210,HZ8M05,STR,HZ8M05_coorect_STR
InN-Lamp5,-0.004529988200845996,0.7038231411043113,236,HZ8M05,STR,HZ8M05_coorect_STR
InN-Vip,-0.014367268090787689,0.16657407972666938,87,HZ8M05,STR,HZ8M05_coorect_STR
InN-Sncg,0.018333215702093474,2.9863434777398273e-58,117,HZ8M06,BF,HZ8M06_coorect_BF
InN-Erbb4,0.00875107989114524,1.6300832966836427e-168,475,HZ8M06,BF,HZ8M06_coorect_BF
InN-Olf,0.004062954710283071,1.3815421976935077e-48,473,HZ8M06,BF,HZ8M06_coorect_BF
InN-Sst,0.0032350779509041816,1.0782186010576462e-27,367,HZ8M06,BF,HZ8M06_coorect_BF
InN-Pvalb,0.0030991075517198064,1.2277373953752947e-27,435,HZ8M06,BF,HZ8M06_coorect_BF
InN-Calb2,0.0011104512947124946,0.0,6472,HZ8M06,BF,HZ8M06_coorect_BF
InN-Lamp5,-0.019597777742967382,0.5975347239653803,48,HZ8M06,BF,HZ8M06_coorect_BF
InN-Vip,-0.035140000090989325,0.21800922513950094,21,HZ8M06,BF,HZ8M06_coorect_BF
InN-Vip,0.0004564205822609998,4.0689843130977344e-10,93,HZ8M06,ECT,HZ8M06_coorect_ECT
InN-Sst,-0.002488364250072773,0.04039242237863473,249,HZ8M06,ECT,HZ8M06_coorect_ECT
InN-Sncg,-0.0034042580449937148,0.0014644170785778792,114,HZ8M06,ECT,HZ8M06_coorect_ECT
InN-Erbb4,-0.007259439191932983,0.7228729403367884,147,HZ8M06,ECT,HZ8M06_coorect_ECT
InN-Olf,-0.012011149867929715,0.9319482265349512,83,HZ8M06,ECT,HZ8M06_coorect_ECT
InN-Pvalb,-0.039492209845031254,0.7594907862915303,29,HZ8M06,ECT,HZ8M06_coorect_ECT
InN-Sst,-0.0026147188524629655,0.0022103671707246284,172,HZ8M06,HPF,HZ8M06_coorect_HPF
InN-Sncg,-0.002842704023145666,0.0024484950820730608,175,HZ8M06,HPF,HZ8M06_coorect_HPF
InN-Erbb4,-0.00356078804860842,0.008860167236528863,147,HZ8M06,HPF,HZ8M06_coorect_HPF
InN-Olf,-0.008511285814812896,0.24779129170595937,93,HZ8M06,HPF,HZ8M06_coorect_HPF
InN-Pvalb,-0.009331267349999237,0.4350457322606577,77,HZ8M06,HPF,HZ8M06_coorect_HPF
InN-Vip,-0.05487643704742384,0.4895504394968805,15,HZ8M06,HPF,HZ8M06_coorect_HPF
InN-Lamp5,-0.07668800895327019,0.5661087522224894,15,HZ8M06,HPF,HZ8M06_coorect_HPF
InN-Sst,0.002209251460749162,2.3241098337545842e-18,253,HZ8M06,RS,HZ8M06_coorect_RS
InN-Pvalb,0.0009443978267414829,1.623753921034215e-26,806,HZ8M06,RS,HZ8M06_coorect_RS
InN-Erbb4,-0.003492899530884829,2.8060228137846477e-05,85,HZ8M06,RS,HZ8M06_coorect_RS
InN-Sncg,-0.0036126548812698803,0.00947391894299133,148,HZ8M06,RS,HZ8M06_coorect_RS
InN-Vip,-0.006013074255870963,0.1904583849534014,122,HZ8M06,RS,HZ8M06_coorect_RS
InN-Olf,-0.018366898126079095,0.8315600190155823,53,HZ8M06,RS,HZ8M06_coorect_RS
InN-Lamp5,-0.03298646348464228,0.3476332403522918,25,HZ8M06,RS,HZ8M06_coorect_RS
InN-Sncg,0.012687574671566521,9.486271877659796e-68,236,HZ8M06,TH,HZ8M06_coorect_TH
InN-Olf,0.0124503238391622,5.9809050438476266e-288,465,HZ8M06,TH,HZ8M06_coorect_TH
InN-Erbb4,0.007501625472414121,6.686884108162625e-98,373,HZ8M06,TH,HZ8M06_coorect_TH
InN-Calb2,0.0031195664967207616,2.468386729811969e-59,566,HZ8M06,TH,HZ8M06_coorect_TH
InN-Pvalb,0.002404326284009139,2.7802069263043997e-07,217,HZ8M06,TH,HZ8M06_coorect_TH
InN-Vip,6.342183903614678e-05,0.001179924716246959,47,HZ8M06,TH,HZ8M06_coorect_TH
InN-Sst,-0.0045884067752096904,0.042787607755005744,138,HZ8M06,TH,HZ8M06_coorect_TH
InN-Lamp5,-0.059420625992824556,0.21714285752866447,15,HZ8M06,TH,HZ8M06_coorect_TH
