fine,Moran's I,P-value,num_cell,sample,region_abb,fullid
ExN-L4/5-IT,-0.0008178163460415212,5.6527464502962555e-06,233,HZ4MP102,RS,HZ4MP102_coorect_RS
ExN-DEGLU-1,-0.0008488615618131476,4.173086602295335e-05,227,HZ4MP102,RS,HZ4MP102_coorect_RS
ExN-CA1,-0.016420053247827852,0.20352649852946636,47,HZ4MP102,RS,HZ4MP102_coorect_RS
ExN-CA2,-0.017458460072831614,0.10618591151706559,40,HZ4MP102,RS,HZ4MP102_coorect_RS
ExN-CA3,-0.02233102637274811,0.06974099400789831,32,HZ4MP102,RS,HZ4MP102_coorect_RS
ExN-DG,-0.022781086538585717,0.9055933744957303,46,HZ4MP102,RS,HZ4MP102_coorect_RS
ExN-DEGLU-2,-0.029821770301423852,0.162779277500409,26,HZ4MP102,RS,HZ4MP102_coorect_RS
ExN-DEGLU-2,0.0007321994980418376,3.746798207854028e-11,368,HZ4MP102,TH,HZ4MP102_coorect_TH
ExN-DEGLU-1,0.000450937703557866,6.693090477794527e-26,2203,HZ4MP102,TH,HZ4MP102_coorect_TH
ExN-DG,-0.006575356310143786,0.00011090381507089013,19,HZ4MP102,TH,HZ4MP102_coorect_TH
ExN-CA2,-0.027070807744260503,0.2666126045730681,31,HZ4MP102,TH,HZ4MP102_coorect_TH
ExN-L5/6-NP,-0.03416555125529777,0.4398397390415848,19,HZ4MP102,TH,HZ4MP102_coorect_TH
ExN-CA3,-0.038119564279697954,0.40229702161745573,31,HZ4MP102,TH,HZ4MP102_coorect_TH
ExN-DEGLU-2,0.007678949150809174,7.478839125985472e-95,418,HZ4MP202,BF,HZ4MP202_coorect_BF
ExN-Olf,0.01006361468689267,4.020815457289998e-102,367,HZ4MP202,ECT,HZ4MP202_coorect_ECT
ExN-L2/3-IT,0.0049617722696359496,1.4885529563980575e-28,300,HZ4MP202,ECT,HZ4MP202_coorect_ECT
ExN-L6-CT,0.0038553501060445924,4.434108596059143e-13,136,HZ4MP202,ECT,HZ4MP202_coorect_ECT
ExN-CA1,0.001620569561399646,5.428535190365753e-07,46,HZ4MP202,ECT,HZ4MP202_coorect_ECT
ExN-L5-IT,-0.002943575307311501,0.0432127509555178,198,HZ4MP202,ECT,HZ4MP202_coorect_ECT
ExN-CA3,-0.004801968081479639,0.03743915087215948,103,HZ4MP202,ECT,HZ4MP202_coorect_ECT
ExN-L5-ET,-0.005095872981591214,0.08611573821357967,115,HZ4MP202,ECT,HZ4MP202_coorect_ECT
ExN-DG,-0.007337238441403082,0.16621950334134483,94,HZ4MP202,ECT,HZ4MP202_coorect_ECT
ExN-L6b,-0.007628141071138271,0.09639256888805313,85,HZ4MP202,ECT,HZ4MP202_coorect_ECT
ExN-L6-IT,-0.008733386692108073,0.2869956189402586,84,HZ4MP202,ECT,HZ4MP202_coorect_ECT
ExN-DEGLU-2,-0.01020029253536234,0.26703349465766557,78,HZ4MP202,ECT,HZ4MP202_coorect_ECT
ExN-L5/6-NP,-0.017039539869548505,0.13412464171648356,38,HZ4MP202,ECT,HZ4MP202_coorect_ECT
ExN-L4/5-IT,-0.021540090896697596,0.962071235647436,48,HZ4MP202,ECT,HZ4MP202_coorect_ECT
ExN-CA2,-0.027736427178760344,0.5737395152058025,41,HZ4MP202,ECT,HZ4MP202_coorect_ECT
ExN-CA2,0.002487524695512198,3.21493153603046e-14,577,HZ4MP202,HPF,HZ4MP202_coorect_HPF
ExN-CA3,0.0005230774682437142,7.271451462130841e-14,1388,HZ4MP202,HPF,HZ4MP202_coorect_HPF
ExN-DG,0.0004902219914600178,6.391901504146889e-24,3746,HZ4MP202,HPF,HZ4MP202_coorect_HPF
ExN-CA1,6.899818141646106e-05,9.660390711764549e-07,2743,HZ4MP202,HPF,HZ4MP202_coorect_HPF
ExN-DEGLU-2,-0.020613601247836594,0.2810899473627585,37,HZ4MP202,HPF,HZ4MP202_coorect_HPF
ExN-DEGLU-1,-0.031324602701250794,0.29806549373851643,42,HZ4MP202,HPF,HZ4MP202_coorect_HPF
ExN-L5-IT,0.0038326394071881527,2.020967140668879e-89,592,HZ4MP202,RS,HZ4MP202_coorect_RS
ExN-L5-ET,0.002731774333991894,8.613074822241354e-44,614,HZ4MP202,RS,HZ4MP202_coorect_RS
ExN-L2/3-IT,0.0018808672316443455,3.0389973514253397e-23,449,HZ4MP202,RS,HZ4MP202_coorect_RS
ExN-L4/5-IT,0.0017751866176860436,1.264585858800999e-11,236,HZ4MP202,RS,HZ4MP202_coorect_RS
ExN-L6-CT,0.0014643434368342366,1.4114444731386284e-30,745,HZ4MP202,RS,HZ4MP202_coorect_RS
ExN-L6-IT,0.0013756940296305,8.150995941800372e-10,265,HZ4MP202,RS,HZ4MP202_coorect_RS
ExN-L5/6-NP,-9.649811048525302e-05,1.0727244440983715e-06,512,HZ4MP202,RS,HZ4MP202_coorect_RS
ExN-L6b,-0.006248693083279368,0.02983626031837132,69,HZ4MP202,RS,HZ4MP202_coorect_RS
ExN-DEGLU-2,-0.013433496884820885,0.7924994079150185,71,HZ4MP202,RS,HZ4MP202_coorect_RS
ExN-CA3,-0.02606287034124164,0.7192431474143604,42,HZ4MP202,RS,HZ4MP202_coorect_RS
ExN-DEGLU-1,-0.040158175969763725,0.36001980278209655,22,HZ4MP202,RS,HZ4MP202_coorect_RS
ExN-CA2,-0.04552925216205643,0.48423381117833264,20,HZ4MP202,RS,HZ4MP202_coorect_RS
ExN-Olf,-0.04741637491090084,0.31821380449113157,19,HZ4MP202,RS,HZ4MP202_coorect_RS
ExN-DG,-0.052213494101019865,0.24255289073748,17,HZ4MP202,RS,HZ4MP202_coorect_RS
ExN-CA1,-0.09191907667476056,0.37918068714909003,14,HZ4MP202,RS,HZ4MP202_coorect_RS
ExN-CA2,0.01904108077464239,8.872396766191264e-18,50,HZ4MP202,TH,HZ4MP202_coorect_TH
ExN-L5/6-NP,0.009958691258552988,6.615501504378189e-13,61,HZ4MP202,TH,HZ4MP202_coorect_TH
ExN-CA3,0.008655026897716318,8.943053129946845e-12,47,HZ4MP202,TH,HZ4MP202_coorect_TH
ExN-DEGLU-2,0.004956210777680104,0.0,2716,HZ4MP202,TH,HZ4MP202_coorect_TH
ExN-DEGLU-1,0.0026675568548802132,0.0,6065,HZ4MP202,TH,HZ4MP202_coorect_TH
ExN-L6b,-0.024870475127999458,0.3094327617668138,35,HZ4MP202,TH,HZ4MP202_coorect_TH
ExN-L6b,0.023096462168305444,1.8282681080028575e-20,29,HZ5M01,BF,HZ5M01_coorect_BF
ExN-DEGLU-1,-0.0007143017518778846,0.34164181581187003,1150,HZ5M01,BF,HZ5M01_coorect_BF
ExN-DEGLU-2,-0.0012047551242290282,0.1873686689122538,633,HZ5M01,BF,HZ5M01_coorect_BF
ExN-DG,-0.00455088053484462,0.49858199662476677,197,HZ5M01,BF,HZ5M01_coorect_BF
ExN-Olf,-0.005378088383305682,1.1110677450520628e-05,21,HZ5M01,BF,HZ5M01_coorect_BF
ExN-CA3,-0.010703451471291375,0.0018367209588011418,50,HZ5M01,BF,HZ5M01_coorect_BF
ExN-CA2,-0.010980067103347901,0.7546000150952237,97,HZ5M01,BF,HZ5M01_coorect_BF
ExN-CA1,-0.014602071625718008,0.3882969532760635,58,HZ5M01,BF,HZ5M01_coorect_BF
ExN-L5/6-NP,-0.047851598635011004,0.3512073411130071,17,HZ5M01,BF,HZ5M01_coorect_BF
ExN-CA3,0.002097982313545495,4.330942009667811e-80,986,HZ5M01,PFC,HZ5M01_coorect_PFC
ExN-CA1,0.0016814664733649056,8.602330023961395e-49,920,HZ5M01,PFC,HZ5M01_coorect_PFC
ExN-L6-IT,0.0014688507515618213,1.0104470121130593e-16,277,HZ5M01,PFC,HZ5M01_coorect_PFC
ExN-L5-IT,0.0013616030500264089,3.3969567314332914e-192,2530,HZ5M01,PFC,HZ5M01_coorect_PFC
ExN-DG,0.00044437014526960264,2.5358467637594845e-13,472,HZ5M01,PFC,HZ5M01_coorect_PFC
ExN-L5-ET,0.0003020372986959177,1.749825285443423e-23,1843,HZ5M01,PFC,HZ5M01_coorect_PFC
ExN-L2/3-IT,0.00028177120778128436,2.4190842520446948e-18,1129,HZ5M01,PFC,HZ5M01_coorect_PFC
ExN-Olf,-0.0004065923246687254,2.8558557023095786e-07,328,HZ5M01,PFC,HZ5M01_coorect_PFC
ExN-L6-CT,-0.00045338383042251316,0.016702844476454592,1418,HZ5M01,PFC,HZ5M01_coorect_PFC
ExN-L5/6-NP,-0.0006845007893465853,5.9962484976130875e-05,494,HZ5M01,PFC,HZ5M01_coorect_PFC
ExN-CA2,-0.0011120444561535483,0.0007860930801630654,364,HZ5M01,PFC,HZ5M01_coorect_PFC
ExN-DEGLU-1,-0.0017896083812687948,0.21180385690798975,422,HZ5M01,PFC,HZ5M01_coorect_PFC
ExN-L4/5-IT,-0.0022361068473212902,0.006310528911854468,244,HZ5M01,PFC,HZ5M01_coorect_PFC
ExN-DEGLU-2,-0.005633099080059959,0.915488285523516,175,HZ5M01,PFC,HZ5M01_coorect_PFC
ExN-L6b,-0.008055844474643926,0.9600501331425907,124,HZ5M01,PFC,HZ5M01_coorect_PFC
ExN-CA2,0.006073232681710784,0.0,1755,HZ5M01,STR,HZ5M01_coorect_STR
ExN-CA3,0.003328518525681868,3.977886038745333e-92,693,HZ5M01,STR,HZ5M01_coorect_STR
ExN-DEGLU-2,0.0031502597851758548,9.152098006564762e-43,414,HZ5M01,STR,HZ5M01_coorect_STR
ExN-DG,0.0024905094918752997,0.0,2348,HZ5M01,STR,HZ5M01_coorect_STR
ExN-DEGLU-1,0.0024892689834952924,1.0204646180620972e-306,2208,HZ5M01,STR,HZ5M01_coorect_STR
ExN-CA1,0.00228580113391734,2.0237338237725423e-246,1997,HZ5M01,STR,HZ5M01_coorect_STR
ExN-L6b,-0.0002884239549063843,3.358290136579485e-05,853,HZ5M01,STR,HZ5M01_coorect_STR
ExN-Olf,-0.0009816457281487192,6.771308494601049e-05,368,HZ5M01,STR,HZ5M01_coorect_STR
ExN-L5-ET,-0.0010183770621519483,1.9076108671427005e-05,148,HZ5M01,STR,HZ5M01_coorect_STR
ExN-L6-CT,-0.0015186538939919979,2.803892779366795e-05,218,HZ5M01,STR,HZ5M01_coorect_STR
ExN-L5-IT,-0.004186018620879029,4.199990631298829e-06,34,HZ5M01,STR,HZ5M01_coorect_STR
ExN-L6-IT,-0.00868789933694074,0.0062106176162524,58,HZ5M01,STR,HZ5M01_coorect_STR
ExN-L5/6-NP,-0.008956154583966687,0.21800091147658196,69,HZ5M01,STR,HZ5M01_coorect_STR
ExN-L2/3-IT,-0.00913788677122975,0.0181573216131898,70,HZ5M01,STR,HZ5M01_coorect_STR
ExN-L4/5-IT,-0.02317576100278257,0.612457596168071,41,HZ5M01,STR,HZ5M01_coorect_STR
ExN-DEGLU-1,0.013813461839227315,0.0,509,HZ5M02,BF,HZ5M02_coorect_BF
ExN-DEGLU-2,0.0025585400942218987,6.382631774011226e-63,822,HZ5M02,BF,HZ5M02_coorect_BF
ExN-DG,-0.00445981741299841,0.011059332793430751,135,HZ5M02,BF,HZ5M02_coorect_BF
ExN-CA2,-0.005455395960701265,0.012489971519992558,90,HZ5M02,BF,HZ5M02_coorect_BF
ExN-CA3,-0.005955031407643576,1.1768751874278198e-05,61,HZ5M02,BF,HZ5M02_coorect_BF
ExN-Olf,-0.007721039010336168,1.230291030200809e-05,38,HZ5M02,BF,HZ5M02_coorect_BF
ExN-L6b,-0.019541068581455056,0.008622319965393262,29,HZ5M02,BF,HZ5M02_coorect_BF
ExN-CA1,-0.023881772099327687,0.6694018903677543,40,HZ5M02,BF,HZ5M02_coorect_BF
ExN-L5-ET,-0.10805397445005945,0.33039974338526534,12,HZ5M02,BF,HZ5M02_coorect_BF
ExN-L5/6-NP,-0.12074282739957345,0.2701429867166383,11,HZ5M02,BF,HZ5M02_coorect_BF
ExN-L5-IT,0.0012819083793765085,2.1605146050194713e-16,280,HZ5M02,ECT,HZ5M02_coorect_ECT
ExN-L6b,-0.0021619610673217697,0.0008557325134513693,158,HZ5M02,ECT,HZ5M02_coorect_ECT
ExN-L6-CT,-0.002289632990068429,1.034569307460793e-05,143,HZ5M02,ECT,HZ5M02_coorect_ECT
ExN-L5-ET,-0.0037046621051994542,0.2949821460294374,221,HZ5M02,ECT,HZ5M02_coorect_ECT
ExN-Olf,-0.00643034142439498,0.5831228662547554,140,HZ5M02,ECT,HZ5M02_coorect_ECT
ExN-L2/3-IT,-0.006667757262997327,0.49448012597084534,134,HZ5M02,ECT,HZ5M02_coorect_ECT
ExN-CA3,-0.007692389162792019,0.747787659743633,124,HZ5M02,ECT,HZ5M02_coorect_ECT
ExN-CA1,-0.010624137015838359,0.3182376024028699,78,HZ5M02,ECT,HZ5M02_coorect_ECT
ExN-DG,-0.010725282606337469,0.17831268208664908,71,HZ5M02,ECT,HZ5M02_coorect_ECT
ExN-L6-IT,-0.011205334813071729,0.10753606114579865,61,HZ5M02,ECT,HZ5M02_coorect_ECT
ExN-CA2,-0.015202834197742801,0.9200253814511824,68,HZ5M02,ECT,HZ5M02_coorect_ECT
ExN-L5/6-NP,-0.018239348820413157,0.178162009272547,43,HZ5M02,ECT,HZ5M02_coorect_ECT
ExN-DEGLU-2,-0.053393310997732604,0.2965297842652681,24,HZ5M02,ECT,HZ5M02_coorect_ECT
ExN-L4/5-IT,-0.0541876908560559,0.04561320945833227,25,HZ5M02,ECT,HZ5M02_coorect_ECT
ExN-CA1,0.002122463338137291,0.0,2928,HZ5M02,HPF,HZ5M02_coorect_HPF
ExN-DG,0.0005410418615479564,6.591496916457439e-31,2232,HZ5M02,HPF,HZ5M02_coorect_HPF
ExN-CA3,0.0004646074156195177,2.1731741287148752e-23,1672,HZ5M02,HPF,HZ5M02_coorect_HPF
ExN-CA2,0.00016148183501790296,6.282823924996787e-08,1074,HZ5M02,HPF,HZ5M02_coorect_HPF
ExN-L5-IT,-0.0002101223277993688,5.3377852792599676e-06,109,HZ5M02,HPF,HZ5M02_coorect_HPF
ExN-L6-CT,-0.0038175740104214855,0.014142309290712795,162,HZ5M02,HPF,HZ5M02_coorect_HPF
ExN-L5-ET,-0.006129919635676657,0.5089371761587859,188,HZ5M02,HPF,HZ5M02_coorect_HPF
ExN-L6b,-0.007494416898164578,0.9005682138747697,138,HZ5M02,HPF,HZ5M02_coorect_HPF
ExN-Olf,-0.0075108026332016235,0.19503985273812852,167,HZ5M02,HPF,HZ5M02_coorect_HPF
ExN-DEGLU-2,-0.008324636036488291,0.17662577238424948,94,HZ5M02,HPF,HZ5M02_coorect_HPF
ExN-L6-IT,-0.010833180644822495,0.6461218987588888,83,HZ5M02,HPF,HZ5M02_coorect_HPF
ExN-L2/3-IT,-0.01126774724655461,0.3026152360210479,70,HZ5M02,HPF,HZ5M02_coorect_HPF
ExN-L5/6-NP,-0.013983269243618306,0.5028268405405395,82,HZ5M02,HPF,HZ5M02_coorect_HPF
ExN-L4/5-IT,-0.027065720274713767,0.6326992858837261,34,HZ5M02,HPF,HZ5M02_coorect_HPF
ExN-DEGLU-1,-0.031158322321644765,0.24951475385420507,39,HZ5M02,HPF,HZ5M02_coorect_HPF
ExN-L2/3-IT,0.004082046219020212,1.4919126391655796e-44,306,HZ5M02,RS,HZ5M02_coorect_RS
ExN-L5-IT,0.0016011918326579281,1.2450876317895207e-56,971,HZ5M02,RS,HZ5M02_coorect_RS
ExN-L5-ET,-0.00011040436874265323,4.0391770744470044e-08,855,HZ5M02,RS,HZ5M02_coorect_RS
ExN-L6-CT,-0.0005636841689373793,6.254008104982017e-05,629,HZ5M02,RS,HZ5M02_coorect_RS
ExN-L5/6-NP,-0.001364592717170186,0.03494271834465231,483,HZ5M02,RS,HZ5M02_coorect_RS
ExN-Olf,-0.003731156732559506,0.0002457300238724869,89,HZ5M02,RS,HZ5M02_coorect_RS
ExN-CA1,-0.00821549352362246,0.0878449434111534,85,HZ5M02,RS,HZ5M02_coorect_RS
ExN-L4/5-IT,-0.008527127728237356,0.5317036018137253,105,HZ5M02,RS,HZ5M02_coorect_RS
ExN-CA3,-0.010700785028627254,0.21906479802611067,73,HZ5M02,RS,HZ5M02_coorect_RS
ExN-DG,-0.011369321957200279,0.15585929811336674,65,HZ5M02,RS,HZ5M02_coorect_RS
ExN-DEGLU-2,-0.014606180769211762,0.7387132834924987,65,HZ5M02,RS,HZ5M02_coorect_RS
ExN-CA2,-0.014722304421437083,0.62353872814775,62,HZ5M02,RS,HZ5M02_coorect_RS
ExN-DEGLU-1,-0.015830272595454206,0.4645896021787309,55,HZ5M02,RS,HZ5M02_coorect_RS
ExN-L6b,-0.016734480126752126,0.9124454273890817,62,HZ5M02,RS,HZ5M02_coorect_RS
ExN-L6-IT,-0.016874124146219326,0.6852226390161957,65,HZ5M02,RS,HZ5M02_coorect_RS
ExN-DEGLU-2,0.011144483435559122,0.0,1503,HZ5M02,TH,HZ5M02_coorect_TH
ExN-DG,0.0019145779966788768,6.28977543593245e-14,241,HZ5M02,TH,HZ5M02_coorect_TH
ExN-DEGLU-1,0.0018994859125403025,0.0,6847,HZ5M02,TH,HZ5M02_coorect_TH
ExN-CA2,-0.0005878409895570216,0.00023285327425735634,393,HZ5M02,TH,HZ5M02_coorect_TH
ExN-CA3,-0.000672086392367272,1.530829635747329e-06,296,HZ5M02,TH,HZ5M02_coorect_TH
ExN-L5/6-NP,-0.0024147504203482525,1.3840341975674317e-06,95,HZ5M02,TH,HZ5M02_coorect_TH
ExN-CA1,-0.0034403423274319456,0.0008816405628330855,126,HZ5M02,TH,HZ5M02_coorect_TH
ExN-Olf,-0.006991110094497189,0.00038049475572989977,50,HZ5M02,TH,HZ5M02_coorect_TH
ExN-L6b,-0.008294700403852865,0.806858432443988,116,HZ5M02,TH,HZ5M02_coorect_TH
ExN-L5-ET,-0.008935619249347207,0.2108807572740733,88,HZ5M02,TH,HZ5M02_coorect_TH
ExN-L6-CT,-0.029733363160663006,0.5834287463624815,31,HZ5M02,TH,HZ5M02_coorect_TH
ExN-L5-IT,-0.04314613731537676,0.612201440307546,22,HZ5M02,TH,HZ5M02_coorect_TH
ExN-L2/3-IT,-0.07792252555478009,0.4912179450165606,15,HZ5M02,TH,HZ5M02_coorect_TH
ExN-L6-IT,-0.07999017972809065,0.30760215862467555,16,HZ5M02,TH,HZ5M02_coorect_TH
ExN-L4/5-IT,-0.10394942392664712,0.745639766689029,11,HZ5M02,TH,HZ5M02_coorect_TH
ExN-DEGLU-2,0.0025057145396619285,7.520538345222237e-28,431,HZ5M03,BF,HZ5M03_coorect_BF
ExN-DEGLU-1,0.0010970338533136006,3.1663520139615757e-16,564,HZ5M03,BF,HZ5M03_coorect_BF
ExN-DG,-0.004962012571773865,0.6646807297286664,186,HZ5M03,BF,HZ5M03_coorect_BF
ExN-CA3,-0.020635367939403626,0.8781141082226127,48,HZ5M03,BF,HZ5M03_coorect_BF
ExN-CA2,-0.03393468971177244,0.29722458180069233,36,HZ5M03,BF,HZ5M03_coorect_BF
ExN-CA1,-0.05064200926618129,0.8326086658802166,20,HZ5M03,BF,HZ5M03_coorect_BF
ExN-DEGLU-1,0.012139029441001689,2.7001445226602696e-45,176,HZ5M03,PFC,HZ5M03_coorect_PFC
ExN-CA3,0.009095853439181428,5.669225351126036e-174,537,HZ5M03,PFC,HZ5M03_coorect_PFC
ExN-CA2,0.008357312161769189,1.2118168955632983e-28,159,HZ5M03,PFC,HZ5M03_coorect_PFC
ExN-DG,0.0077787348713870665,2.420431668087669e-34,251,HZ5M03,PFC,HZ5M03_coorect_PFC
ExN-CA1,0.00775956692330099,1.9452856656502216e-57,324,HZ5M03,PFC,HZ5M03_coorect_PFC
ExN-L6b,0.006355194943374964,1.5846873492797592e-18,132,HZ5M03,PFC,HZ5M03_coorect_PFC
ExN-L5/6-NP,0.004480687754704867,1.1500103023541954e-58,426,HZ5M03,PFC,HZ5M03_coorect_PFC
ExN-L5-IT,0.001727709313796983,5.283916356353586e-226,2447,HZ5M03,PFC,HZ5M03_coorect_PFC
ExN-L6-CT,0.0012987878708254758,3.2293644457232914e-73,1551,HZ5M03,PFC,HZ5M03_coorect_PFC
ExN-L5-ET,0.0008140653771373416,1.4058436191749045e-43,1597,HZ5M03,PFC,HZ5M03_coorect_PFC
ExN-L2/3-IT,-0.00011971821060034945,8.515991845677813e-07,1304,HZ5M03,PFC,HZ5M03_coorect_PFC
ExN-Olf,-0.0006797882567075897,6.192595569124129e-05,274,HZ5M03,PFC,HZ5M03_coorect_PFC
ExN-L6-IT,-0.0015163805724849738,0.024778651237470965,329,HZ5M03,PFC,HZ5M03_coorect_PFC
ExN-L4/5-IT,-0.007121838594687486,0.6575620578428591,156,HZ5M03,PFC,HZ5M03_coorect_PFC
ExN-DEGLU-2,-0.009381109599881447,0.04636306899287216,61,HZ5M03,PFC,HZ5M03_coorect_PFC
ExN-DEGLU-2,0.017531611934738338,8.511979294517085e-58,140,HZ5M03,STR,HZ5M03_coorect_STR
ExN-CA2,0.0101790421771858,0.0,1191,HZ5M03,STR,HZ5M03_coorect_STR
ExN-CA1,0.009968594818654928,0.0,1539,HZ5M03,STR,HZ5M03_coorect_STR
ExN-DG,0.00929741934875129,0.0,2680,HZ5M03,STR,HZ5M03_coorect_STR
ExN-DEGLU-1,0.008556506873427584,0.0,931,HZ5M03,STR,HZ5M03_coorect_STR
ExN-L6b,0.0068884407059446925,2.1451026254541175e-213,765,HZ5M03,STR,HZ5M03_coorect_STR
ExN-L6-IT,0.0038824487304377864,6.161184563441699e-10,67,HZ5M03,STR,HZ5M03_coorect_STR
ExN-CA3,0.0029321302711943407,3.916057758127284e-41,514,HZ5M03,STR,HZ5M03_coorect_STR
ExN-L6-CT,-0.003994852754425413,0.022138261841612536,162,HZ5M03,STR,HZ5M03_coorect_STR
ExN-Olf,-0.004420337910431061,0.42064046631505525,189,HZ5M03,STR,HZ5M03_coorect_STR
ExN-L5-ET,-0.012578407094993523,0.14231353901023186,60,HZ5M03,STR,HZ5M03_coorect_STR
ExN-L5-IT,-0.013717340640703738,0.012294269634776917,34,HZ5M03,STR,HZ5M03_coorect_STR
ExN-L5/6-NP,-0.03300197234364322,0.7246003164184186,33,HZ5M03,STR,HZ5M03_coorect_STR
ExN-L2/3-IT,-0.037556640040593364,0.8862702576979629,27,HZ5M03,STR,HZ5M03_coorect_STR
ExN-L4/5-IT,-0.05287801502264612,0.9766797130003403,20,HZ5M03,STR,HZ5M03_coorect_STR
ExN-DEGLU-2,0.0028917325648279927,6.764658022453459e-40,559,HZ5M04,BF,HZ5M04_coorect_BF
ExN-DG,-0.005164460821680441,0.0015034044626322,107,HZ5M04,BF,HZ5M04_coorect_BF
ExN-CA2,-0.014527440121666525,0.008618359205912285,39,HZ5M04,BF,HZ5M04_coorect_BF
ExN-CA3,-0.033714213141387145,0.05861978507118638,22,HZ5M04,BF,HZ5M04_coorect_BF
ExN-DEGLU-1,-0.03631340160810823,0.09734465926455454,21,HZ5M04,BF,HZ5M04_coorect_BF
ExN-CA1,-0.045584470629983456,0.5985326944758993,21,HZ5M04,BF,HZ5M04_coorect_BF
ExN-Olf,-0.08344891929403223,0.031078926356709804,17,HZ5M04,BF,HZ5M04_coorect_BF
ExN-L6-CT,0.0073805546237859475,1.1970587691062093e-21,135,HZ5M04,ECT,HZ5M04_coorect_ECT
ExN-L5-IT,0.0024436253652197477,2.6670063062770792e-15,158,HZ5M04,ECT,HZ5M04_coorect_ECT
ExN-CA3,0.0016960938338091004,1.2792588832393563e-08,116,HZ5M04,ECT,HZ5M04_coorect_ECT
ExN-CA2,0.0008277482995430595,7.199593338022091e-07,61,HZ5M04,ECT,HZ5M04_coorect_ECT
ExN-L6b,-3.652672098757196e-05,1.984852534464576e-06,167,HZ5M04,ECT,HZ5M04_coorect_ECT
ExN-Olf,-0.0002677779073925837,7.387620388336132e-07,196,HZ5M04,ECT,HZ5M04_coorect_ECT
ExN-CA1,-0.0005495056082397917,1.5851983915483814e-05,92,HZ5M04,ECT,HZ5M04_coorect_ECT
ExN-L5-ET,-0.0033271002850226673,0.056195715423821714,196,HZ5M04,ECT,HZ5M04_coorect_ECT
ExN-L2/3-IT,-0.004416729930914329,0.0945705704530174,157,HZ5M04,ECT,HZ5M04_coorect_ECT
ExN-DG,-0.005905724448767504,0.00017943123135359413,60,HZ5M04,ECT,HZ5M04_coorect_ECT
ExN-L6-IT,-0.0165675445624902,0.18226723717058413,44,HZ5M04,ECT,HZ5M04_coorect_ECT
ExN-L5/6-NP,-0.025792327650022748,0.9098639357434595,39,HZ5M04,ECT,HZ5M04_coorect_ECT
ExN-L4/5-IT,-0.038838444101894944,0.23602051144701852,21,HZ5M04,ECT,HZ5M04_coorect_ECT
ExN-DEGLU-2,-0.08739175878250556,0.7841677980942772,12,HZ5M04,ECT,HZ5M04_coorect_ECT
ExN-CA2,0.013994894192470226,0.0,1111,HZ5M04,HPF,HZ5M04_coorect_HPF
ExN-DG,0.003920761965998976,0.0,2259,HZ5M04,HPF,HZ5M04_coorect_HPF
ExN-CA1,0.001956496012314931,4.8555149587015975e-92,1750,HZ5M04,HPF,HZ5M04_coorect_HPF
ExN-CA3,0.0015719224840362125,2.3270048224592893e-59,1505,HZ5M04,HPF,HZ5M04_coorect_HPF
ExN-L6b,-0.00592439724651874,0.00032868628180092956,56,HZ5M04,HPF,HZ5M04_coorect_HPF
ExN-L6-CT,-0.015844996718688865,0.8743693252832029,67,HZ5M04,HPF,HZ5M04_coorect_HPF
ExN-DEGLU-2,-0.017004800228864546,0.9895768221247372,60,HZ5M04,HPF,HZ5M04_coorect_HPF
ExN-Olf,-0.024325724812651238,0.8480852568914873,44,HZ5M04,HPF,HZ5M04_coorect_HPF
ExN-L5/6-NP,-0.027579653266832847,0.24867292192974266,28,HZ5M04,HPF,HZ5M04_coorect_HPF
ExN-L5-ET,-0.034520644417680144,0.34731436540600946,22,HZ5M04,HPF,HZ5M04_coorect_HPF
ExN-DEGLU-1,-0.03465645770272294,0.836695316757021,31,HZ5M04,HPF,HZ5M04_coorect_HPF
ExN-L6b,0.010882536588126575,1.1476850039913906e-14,90,HZ5M04,RS,HZ5M04_coorect_RS
ExN-L5-IT,0.0035823690260342223,5.198414449680067e-149,988,HZ5M04,RS,HZ5M04_coorect_RS
ExN-L5/6-NP,0.001761765868472472,1.1739714228991769e-21,424,HZ5M04,RS,HZ5M04_coorect_RS
ExN-L5-ET,0.0012709039198520729,1.3055673334425046e-29,899,HZ5M04,RS,HZ5M04_coorect_RS
ExN-L6-CT,-0.0007037286884463059,0.008398020284381646,708,HZ5M04,RS,HZ5M04_coorect_RS
ExN-L2/3-IT,-0.0008495383129797621,0.0003396547520005927,364,HZ5M04,RS,HZ5M04_coorect_RS
ExN-CA1,-0.0097642604204845,0.1767379924349527,71,HZ5M04,RS,HZ5M04_coorect_RS
ExN-L4/5-IT,-0.010808234001119335,0.5977452528201288,103,HZ5M04,RS,HZ5M04_coorect_RS
ExN-Olf,-0.011146083723726198,0.033736721621811266,57,HZ5M04,RS,HZ5M04_coorect_RS
ExN-L6-IT,-0.012632153748403797,0.6846336629705744,74,HZ5M04,RS,HZ5M04_coorect_RS
ExN-DG,-0.013335548461126367,0.3622697625523269,61,HZ5M04,RS,HZ5M04_coorect_RS
ExN-DEGLU-2,-0.02913003265013322,0.6883607549353801,38,HZ5M04,RS,HZ5M04_coorect_RS
ExN-CA2,-0.03192240298806358,0.6677034862465563,35,HZ5M04,RS,HZ5M04_coorect_RS
ExN-CA3,-0.043175034533005655,0.21651233188228913,31,HZ5M04,RS,HZ5M04_coorect_RS
ExN-DG,0.037783626669950755,0.0,333,HZ5M04,TH,HZ5M04_coorect_TH
