,Moran's I,P-value,num_cell,sample_region,sample,region,month,slice_no,slice,celltype,structure
Olig,0.06741827189133796,1.4119941277372702e-09,3335.0,HZ6M03_Prefrontal cortex,HZ6M03,Prefrontal cortex,6M,3,ctx,Olig,Prefrontal cortex
Micro,0.19452131491650204,1.9733100852191857e-25,1719.0,HZ6M03_Striatum,HZ6M03,Striatum,6M,3,ctx,Micro,Striatum
Olig,0.10880521595533227,2.712438456294639e-50,6449.0,HZ6M03_Striatum,HZ6M03,Striatum,6M,3,ctx,Olig,Striatum
Astro,0.08506750613369374,8.24309950583232e-15,4328.0,HZ6M03_Striatum,HZ6M03,Striatum,6M,3,ctx,Astro,Striatum
Endo,0.06667693831967716,0.043748330628961385,1344.0,HZ6M03_Striatum,HZ6M03,Striatum,6M,3,ctx,Endo,Striatum
ExN,0.05779248937792589,0.0003668297913345572,3334.0,HZ6M03_Striatum,HZ6M03,Striatum,6M,3,ctx,ExN,Striatum
InN,0.04596790413779756,1.525899873914336e-07,5804.0,HZ6M03_Striatum,HZ6M03,Striatum,6M,3,ctx,InN,Striatum
MSN,0.033434410470920245,3.118729134287001e-08,10355.0,HZ6M03_Striatum,HZ6M03,Striatum,6M,3,ctx,MSN,Striatum
Astro,0.18162059359351282,0.0014190031119284145,206.0,HZ6M04_Entorhinal area,HZ6M04,Entorhinal area,6M,4,hippo,Astro,Entorhinal area
ExN,0.11390517638201543,7.370513960585559e-09,1006.0,HZ6M04_Entorhinal area,HZ6M04,Entorhinal area,6M,4,hippo,ExN,Entorhinal area
MSN,0.20932716278656435,0.016662267359484464,333.0,HZ6M04_Hippocampal formation,HZ6M04,Hippocampal formation,6M,4,hippo,MSN,Hippocampal formation
Micro,0.11924089327387657,9.29923050544213e-05,775.0,HZ6M04_Hippocampal formation,HZ6M04,Hippocampal formation,6M,4,hippo,Micro,Hippocampal formation
ExN,0.11249594047375715,6.653502048376578e-106,10688.0,HZ6M04_Hippocampal formation,HZ6M04,Hippocampal formation,6M,4,hippo,ExN,Hippocampal formation
Astro,0.03504070511355038,0.00507102322037523,2560.0,HZ6M04_Hippocampal formation,HZ6M04,Hippocampal formation,6M,4,hippo,Astro,Hippocampal formation
SMC,0.21262630950450567,0.0002818606063398118,257.0,HZ6M04_Retrosplenial area,HZ6M04,Retrosplenial area,6M,4,hippo,SMC,Retrosplenial area
Micro,0.11214322494795682,0.0007750089384245555,591.0,HZ6M04_Retrosplenial area,HZ6M04,Retrosplenial area,6M,4,hippo,Micro,Retrosplenial area
Astro,0.08575378717367911,7.310097608155058e-06,1474.0,HZ6M04_Retrosplenial area,HZ6M04,Retrosplenial area,6M,4,hippo,Astro,Retrosplenial area
ExN,0.0721848394490711,1.183340452256001e-09,3481.0,HZ6M04_Retrosplenial area,HZ6M04,Retrosplenial area,6M,4,hippo,ExN,Retrosplenial area
Olig,0.06754865484081737,0.039501244101719894,684.0,HZ6M04_Retrosplenial area,HZ6M04,Retrosplenial area,6M,4,hippo,Olig,Retrosplenial area
Micro,0.4491159419020445,9.212044072996901e-30,605.0,HZ6M04_Striatum,HZ6M04,Striatum,6M,4,hippo,Micro,Striatum
ExN,0.31195149824399376,1.0463743620708905e-77,1928.0,HZ6M04_Striatum,HZ6M04,Striatum,6M,4,hippo,ExN,Striatum
Olig,0.2584488378368973,8.251721411530382e-30,1091.0,HZ6M04_Striatum,HZ6M04,Striatum,6M,4,hippo,Olig,Striatum
InN,0.2567192637594545,3.6076111135636445e-45,1877.0,HZ6M04_Striatum,HZ6M04,Striatum,6M,4,hippo,InN,Striatum
Astro,0.2447847980793119,4.193587497521483e-62,2341.0,HZ6M04_Striatum,HZ6M04,Striatum,6M,4,hippo,Astro,Striatum
Endo,0.20494214846232117,0.000453511119442586,520.0,HZ6M04_Striatum,HZ6M04,Striatum,6M,4,hippo,Endo,Striatum
Peri,0.14571292211368986,0.002212612765412478,609.0,HZ6M04_Striatum,HZ6M04,Striatum,6M,4,hippo,Peri,Striatum
MSN,0.13125376818406567,1.179847064589455e-10,1560.0,HZ6M04_Striatum,HZ6M04,Striatum,6M,4,hippo,MSN,Striatum
ExN,0.13992953202326358,3.388386561426917e-80,7620.0,HZ6M04_Thalamus,HZ6M04,Thalamus,6M,4,hippo,ExN,Thalamus
InN,0.13941246511778543,5.938660329606685e-10,1767.0,HZ6M04_Thalamus,HZ6M04,Thalamus,6M,4,hippo,InN,Thalamus
Micro,0.1195431334323095,9.576850976628689e-14,2182.0,HZ6M04_Thalamus,HZ6M04,Thalamus,6M,4,hippo,Micro,Thalamus
Astro,0.09132613680089474,1.899498425548307e-17,4338.0,HZ6M04_Thalamus,HZ6M04,Thalamus,6M,4,hippo,Astro,Thalamus
Olig,0.0504872694519809,9.192630222048679e-09,5286.0,HZ6M04_Thalamus,HZ6M04,Thalamus,6M,4,hippo,Olig,Thalamus
SMC,0.18946359495213622,0.00044564638207469627,393.0,HZ6M05_Basal forebrain,HZ6M05,Basal forebrain,6M,5,ctx,SMC,Basal forebrain
Micro,0.11240721236979136,0.004909713222504314,507.0,HZ6M05_Basal forebrain,HZ6M05,Basal forebrain,6M,5,ctx,Micro,Basal forebrain
ExN,0.1041331362177902,0.003982992367174493,854.0,HZ6M05_Basal forebrain,HZ6M05,Basal forebrain,6M,5,ctx,ExN,Basal forebrain
Peri,0.10276982621432884,0.0007761574631780654,994.0,HZ6M05_Basal forebrain,HZ6M05,Basal forebrain,6M,5,ctx,Peri,Basal forebrain
Astro,0.054111009251108996,0.0009013832770356859,1944.0,HZ6M05_Basal forebrain,HZ6M05,Basal forebrain,6M,5,ctx,Astro,Basal forebrain
InN,0.0358112861653356,0.006679394225643682,2756.0,HZ6M05_Basal forebrain,HZ6M05,Basal forebrain,6M,5,ctx,InN,Basal forebrain
SMC,0.23377261642896197,1.0464327677265743e-06,608.0,HZ6M05_Prefrontal cortex,HZ6M05,Prefrontal cortex,6M,5,ctx,SMC,Prefrontal cortex
Micro,0.23217395254249193,2.4294508338433422e-123,4585.0,HZ6M05_Prefrontal cortex,HZ6M05,Prefrontal cortex,6M,5,ctx,Micro,Prefrontal cortex
ExN,0.13662094486966816,3.497399675216503e-297,23043.0,HZ6M05_Prefrontal cortex,HZ6M05,Prefrontal cortex,6M,5,ctx,ExN,Prefrontal cortex
Endo,0.11811236454051423,0.0006420784372492758,1253.0,HZ6M05_Prefrontal cortex,HZ6M05,Prefrontal cortex,6M,5,ctx,Endo,Prefrontal cortex
Astro,0.11040108628744189,2.8109253209767484e-43,7257.0,HZ6M05_Prefrontal cortex,HZ6M05,Prefrontal cortex,6M,5,ctx,Astro,Prefrontal cortex
Peri,0.09215159662659958,0.002328067105809046,1432.0,HZ6M05_Prefrontal cortex,HZ6M05,Prefrontal cortex,6M,5,ctx,Peri,Prefrontal cortex
InN,0.0875036976657457,1.0768871996087437e-15,5664.0,HZ6M05_Prefrontal cortex,HZ6M05,Prefrontal cortex,6M,5,ctx,InN,Prefrontal cortex
Olig,0.07084463901175231,1.477886486575202e-14,4880.0,HZ6M05_Prefrontal cortex,HZ6M05,Prefrontal cortex,6M,5,ctx,Olig,Prefrontal cortex
SMC,0.27151343628270247,2.715528220806555e-22,1040.0,HZ6M05_Striatum,HZ6M05,Striatum,6M,5,ctx,SMC,Striatum
Micro,0.24811288708440252,6.578538656940524e-56,2576.0,HZ6M05_Striatum,HZ6M05,Striatum,6M,5,ctx,Micro,Striatum
Astro,0.10171572999728552,5.649830087423561e-37,6963.0,HZ6M05_Striatum,HZ6M05,Striatum,6M,5,ctx,Astro,Striatum
Endo,0.09765904087415492,6.747172684587357e-05,2160.0,HZ6M05_Striatum,HZ6M05,Striatum,6M,5,ctx,Endo,Striatum
Peri,0.07760170288683813,5.739298196616019e-05,2671.0,HZ6M05_Striatum,HZ6M05,Striatum,6M,5,ctx,Peri,Striatum
InN,0.07175267705457804,1.033910307149081e-11,5242.0,HZ6M05_Striatum,HZ6M05,Striatum,6M,5,ctx,InN,Striatum
Olig,0.05799780148983579,3.3024119201667735e-18,7949.0,HZ6M05_Striatum,HZ6M05,Striatum,6M,5,ctx,Olig,Striatum
ExN,0.04451794622614461,0.0004742745442494779,4676.0,HZ6M05_Striatum,HZ6M05,Striatum,6M,5,ctx,ExN,Striatum
MSN,0.014928441421944801,0.008519652446572669,10925.0,HZ6M05_Striatum,HZ6M05,Striatum,6M,5,ctx,MSN,Striatum
Olig,0.55122675344685,0.00016348537324093837,49.0,HZ6M06_Entorhinal area,HZ6M06,Entorhinal area,6M,6,hippo,Olig,Entorhinal area
Astro,0.22975389512622468,4.870893233380406e-08,280.0,HZ6M06_Entorhinal area,HZ6M06,Entorhinal area,6M,6,hippo,Astro,Entorhinal area
SMC,0.5729637358634827,2.1063995985202127e-09,183.0,HZ6M06_Hippocampal formation,HZ6M06,Hippocampal formation,6M,6,hippo,SMC,Hippocampal formation
Micro,0.11478734417897599,0.000587530149121156,715.0,HZ6M06_Hippocampal formation,HZ6M06,Hippocampal formation,6M,6,hippo,Micro,Hippocampal formation
Olig,0.0797969494952971,0.00012361262349044148,1168.0,HZ6M06_Hippocampal formation,HZ6M06,Hippocampal formation,6M,6,hippo,Olig,Hippocampal formation
ExN,0.04938183423066805,9.150753523393631e-15,6348.0,HZ6M06_Hippocampal formation,HZ6M06,Hippocampal formation,6M,6,hippo,ExN,Hippocampal formation
MSN,-0.4601085314291318,0.017270603145527155,145.0,HZ6M06_Hippocampal formation,HZ6M06,Hippocampal formation,6M,6,hippo,MSN,Hippocampal formation
Micro,0.07035180273945428,0.012553526543689658,700.0,HZ6M06_Retrosplenial area,HZ6M06,Retrosplenial area,6M,6,hippo,Micro,Retrosplenial area
ExN,0.0634172921757122,2.928119927336653e-06,2502.0,HZ6M06_Retrosplenial area,HZ6M06,Retrosplenial area,6M,6,hippo,ExN,Retrosplenial area
InN,0.06254501660235025,0.011310222836260118,1126.0,HZ6M06_Retrosplenial area,HZ6M06,Retrosplenial area,6M,6,hippo,InN,Retrosplenial area
SMC,0.09761266746868577,0.04554635406268586,313.0,HZ6M06_Striatum,HZ6M06,Striatum,6M,6,hippo,SMC,Striatum
InN,0.04668258751416602,0.02813885204707312,1292.0,HZ6M06_Striatum,HZ6M06,Striatum,6M,6,hippo,InN,Striatum
MSN,0.17508399911157502,0.023875543517509742,420.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M,6,hippo,MSN,Thalamus
ExN,0.14285007916487327,2.5638646079183235e-81,7054.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M,6,hippo,ExN,Thalamus
Endo,0.140626125967012,0.00024372187298683882,928.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M,6,hippo,Endo,Thalamus
Micro,0.11578797730763239,8.017544399088955e-13,2288.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M,6,hippo,Micro,Thalamus
InN,0.11101167375158766,4.4794650654905416e-11,2495.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M,6,hippo,InN,Thalamus
Peri,0.0981339271001707,0.0003455613401780876,1565.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M,6,hippo,Peri,Thalamus
Astro,0.05607196425853355,1.8161051400422633e-07,4553.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M,6,hippo,Astro,Thalamus
Olig,0.018477069030650533,0.015637892048457353,6442.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M,6,hippo,Olig,Thalamus
Micro,0.32258919152411714,4.7331536088343496e-23,650.0,HZ6MP101_Basal forebrain,HZ6MP101,Basal forebrain,6M,1,ctx,Micro,Basal forebrain
SMC,0.18190871739098644,0.0003739109355160775,293.0,HZ6MP101_Basal forebrain,HZ6MP101,Basal forebrain,6M,1,ctx,SMC,Basal forebrain
Olig,0.1323046861824306,1.1522734498938132e-29,2583.0,HZ6MP101_Basal forebrain,HZ6MP101,Basal forebrain,6M,1,ctx,Olig,Basal forebrain
InN,0.13128231376255098,3.868495355225349e-36,3906.0,HZ6MP101_Basal forebrain,HZ6MP101,Basal forebrain,6M,1,ctx,InN,Basal forebrain
ExN,0.35502450527924595,0.0,26760.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M,1,ctx,ExN,Prefrontal cortex
SMC,0.29149009755886285,2.366048867848775e-25,1105.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M,1,ctx,SMC,Prefrontal cortex
Astro,0.280053982373117,1.1564256849754334e-233,6821.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M,1,ctx,Astro,Prefrontal cortex
Micro,0.27712764751657876,8.09773066997307e-180,4547.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M,1,ctx,Micro,Prefrontal cortex
OPC,0.2731710803130914,4.666868583071092e-05,416.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M,1,ctx,OPC,Prefrontal cortex
InN,0.2725721711057112,1.475170336095616e-204,6870.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M,1,ctx,InN,Prefrontal cortex
Peri,0.20675599858933041,9.711931275815501e-23,2121.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M,1,ctx,Peri,Prefrontal cortex
Olig,0.15449029434582465,1.597056498613611e-70,4831.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M,1,ctx,Olig,Prefrontal cortex
Endo,0.14828707769067115,6.290002377484866e-09,1894.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M,1,ctx,Endo,Prefrontal cortex
Micro,0.49281342482147933,7.496215764486981e-252,2508.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M,1,ctx,Micro,Striatum
Olig,0.26595146436336464,0.0,8803.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M,1,ctx,Olig,Striatum
Astro,0.1970472689141069,7.16520283628271e-125,6819.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M,1,ctx,Astro,Striatum
InN,0.15132880884189237,3.2461269648800336e-79,7121.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M,1,ctx,InN,Striatum
SMC,0.13958437316853506,2.0433754662076486e-07,805.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M,1,ctx,SMC,Striatum
OPC,0.1311750015263248,0.00611807842234151,800.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M,1,ctx,OPC,Striatum
ExN,0.1106399334757146,2.0696370095098333e-13,4105.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M,1,ctx,ExN,Striatum
Peri,0.0942856634064697,1.7172109651351678e-07,2851.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M,1,ctx,Peri,Striatum
Endo,0.08621141258739358,2.6868819114107633e-06,2831.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M,1,ctx,Endo,Striatum
MSN,0.04900736281811809,5.151777905029956e-26,14965.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M,1,ctx,MSN,Striatum
InN,0.43497000450349105,0.0009599993815303118,79.0,HZ6MP102_Entorhinal area,HZ6MP102,Entorhinal area,6M,2,hippo,InN,Entorhinal area
Micro,0.4266801138279903,0.0002745277958969072,41.0,HZ6MP102_Entorhinal area,HZ6MP102,Entorhinal area,6M,2,hippo,Micro,Entorhinal area
Astro,0.3785810802271055,3.951075197399506e-06,121.0,HZ6MP102_Entorhinal area,HZ6MP102,Entorhinal area,6M,2,hippo,Astro,Entorhinal area
Olig,0.12805994832638748,0.018907062968774972,25.0,HZ6MP102_Entorhinal area,HZ6MP102,Entorhinal area,6M,2,hippo,Olig,Entorhinal area
Micro,0.33256109381799964,1.7976573178268236e-35,633.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M,2,hippo,Micro,Hippocampal formation
SMC,0.2568457106465017,5.201012746161442e-14,413.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M,2,hippo,SMC,Hippocampal formation
OPC,0.22988660037809214,0.007804838508434263,127.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M,2,hippo,OPC,Hippocampal formation
InN,0.1756414492494545,4.849526785487063e-05,415.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M,2,hippo,InN,Hippocampal formation
ExN,0.09665123472022488,3.555898281586967e-61,8464.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M,2,hippo,ExN,Hippocampal formation
Peri,0.08693574722715451,0.027227307086445537,468.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M,2,hippo,Peri,Hippocampal formation
Astro,0.054427177843277275,2.0417744888255777e-07,2680.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M,2,hippo,Astro,Hippocampal formation
Olig,0.2937903336021516,3.9423690128117515e-86,1415.0,HZ6MP102_Retrosplenial area,HZ6MP102,Retrosplenial area,6M,2,hippo,Olig,Retrosplenial area
Peri,0.1879865879718331,0.0007705200344722081,309.0,HZ6MP102_Retrosplenial area,HZ6MP102,Retrosplenial area,6M,2,hippo,Peri,Retrosplenial area
ExN,0.15074864838728125,1.102817525835769e-28,3009.0,HZ6MP102_Retrosplenial area,HZ6MP102,Retrosplenial area,6M,2,hippo,ExN,Retrosplenial area
Micro,0.10888074841316822,1.4672605738429935e-05,639.0,HZ6MP102_Retrosplenial area,HZ6MP102,Retrosplenial area,6M,2,hippo,Micro,Retrosplenial area
InN,0.06946588943155278,0.003693917626586412,1288.0,HZ6MP102_Retrosplenial area,HZ6MP102,Retrosplenial area,6M,2,hippo,InN,Retrosplenial area
Astro,0.05416838741016727,0.011661740677673352,1034.0,HZ6MP102_Retrosplenial area,HZ6MP102,Retrosplenial area,6M,2,hippo,Astro,Retrosplenial area
ExN,0.5957428387806508,4.647011134848821e-81,685.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M,2,hippo,ExN,Striatum
SMC,0.3968654056137097,1.8854960294587773e-24,314.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M,2,hippo,SMC,Striatum
Micro,0.39411434726253863,3.0184361746067107e-13,337.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M,2,hippo,Micro,Striatum
Endo,0.21411653586643656,0.0013273055488024256,338.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M,2,hippo,Endo,Striatum
InN,0.20832753981455826,1.4295499011693128e-91,3256.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M,2,hippo,InN,Striatum
Olig,0.14327173196063095,4.547751931437619e-16,1035.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M,2,hippo,Olig,Striatum
Astro,0.13804498766287554,3.9385975645956406e-11,1322.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M,2,hippo,Astro,Striatum
MSN,0.10319444535370417,9.500175167058623e-17,3183.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M,2,hippo,MSN,Striatum
ExN,0.4266446995581296,0.0,8544.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M,2,hippo,ExN,Thalamus
InN,0.40701807676619617,5.134232178300037e-155,2187.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M,2,hippo,InN,Thalamus
OPC,0.3509467940757493,2.965224743963374e-10,512.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M,2,hippo,OPC,Thalamus
Peri,0.3436927625175606,1.8785935512847398e-49,1579.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M,2,hippo,Peri,Thalamus
Endo,0.33375602769184426,5.067004535755598e-21,919.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M,2,hippo,Endo,Thalamus
Astro,0.24317864948555276,9.645415462423474e-112,4090.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M,2,hippo,Astro,Thalamus
Olig,0.17646743721084324,1.186576283787377e-112,5056.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M,2,hippo,Olig,Thalamus
Micro,0.1231316300629176,8.197863990750713e-27,2579.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M,2,hippo,Micro,Thalamus
Astro,0.34998115927547135,2.995057955366142e-10,173.0,HZ6MP202_Entorhinal area,HZ6MP202,Entorhinal area,6M,2,hippo,Astro,Entorhinal area
SMC,0.3340546121786268,0.03374231335706159,38.0,HZ6MP202_Entorhinal area,HZ6MP202,Entorhinal area,6M,2,hippo,SMC,Entorhinal area
Micro,0.15416431529855684,1.6420598625572824e-09,828.0,HZ6MP202_Hippocampal formation,HZ6MP202,Hippocampal formation,6M,2,hippo,Micro,Hippocampal formation
Olig,0.11278349212254767,6.475879155563243e-07,844.0,HZ6MP202_Hippocampal formation,HZ6MP202,Hippocampal formation,6M,2,hippo,Olig,Hippocampal formation
Peri,0.10703964661984489,0.003038375769230969,752.0,HZ6MP202_Hippocampal formation,HZ6MP202,Hippocampal formation,6M,2,hippo,Peri,Hippocampal formation
InN,0.1026688042847229,0.030674504448349956,362.0,HZ6MP202_Hippocampal formation,HZ6MP202,Hippocampal formation,6M,2,hippo,InN,Hippocampal formation
ExN,0.10111497370753277,6.214453126815026e-72,8315.0,HZ6MP202_Hippocampal formation,HZ6MP202,Hippocampal formation,6M,2,hippo,ExN,Hippocampal formation
Astro,0.09104510115989596,2.6604511597906714e-18,3129.0,HZ6MP202_Hippocampal formation,HZ6MP202,Hippocampal formation,6M,2,hippo,Astro,Hippocampal formation
SMC,0.3329279290609966,7.841271224423109e-17,402.0,HZ6MP202_Retrosplenial area,HZ6MP202,Retrosplenial area,6M,2,hippo,SMC,Retrosplenial area
Astro,0.17853701340638553,7.284381086544809e-16,1111.0,HZ6MP202_Retrosplenial area,HZ6MP202,Retrosplenial area,6M,2,hippo,Astro,Retrosplenial area
Olig,0.1604207141767551,3.749239109445493e-10,710.0,HZ6MP202_Retrosplenial area,HZ6MP202,Retrosplenial area,6M,2,hippo,Olig,Retrosplenial area
Micro,0.11104405570776826,3.489571150312795e-06,720.0,HZ6MP202_Retrosplenial area,HZ6MP202,Retrosplenial area,6M,2,hippo,Micro,Retrosplenial area
ExN,0.09169850735597272,1.9014050715482906e-15,3361.0,HZ6MP202_Retrosplenial area,HZ6MP202,Retrosplenial area,6M,2,hippo,ExN,Retrosplenial area
Micro,0.2551493993375814,3.924599310570633e-06,339.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M,2,hippo,Micro,Striatum
Peri,0.25090320168083396,1.1354957862462274e-07,616.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M,2,hippo,Peri,Striatum
Astro,0.24587948274650134,8.614541794530386e-26,1285.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M,2,hippo,Astro,Striatum
ExN,0.17148333081451722,0.0012425128985634804,463.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M,2,hippo,ExN,Striatum
InN,0.16762019623648133,1.3458004587968905e-54,3095.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M,2,hippo,InN,Striatum
MSN,0.16743676038382277,1.3143746733334029e-39,2995.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M,2,hippo,MSN,Striatum
Endo,0.12587633744805748,0.02708285887276978,473.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M,2,hippo,Endo,Striatum
Olig,0.09750635402662113,8.219890341153185e-10,1505.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M,2,hippo,Olig,Striatum
SMC,0.09586212880115323,0.001071851489673409,570.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M,2,hippo,SMC,Striatum
OPC,0.47175567521699885,6.438206485983077e-09,365.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M,2,hippo,OPC,Thalamus
Endo,0.4048097729520838,4.0008951957277147e-25,1033.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M,2,hippo,Endo,Thalamus
InN,0.3594783437890001,2.576794175120905e-93,2099.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M,2,hippo,InN,Thalamus
Peri,0.3145050224026165,8.707601572688374e-30,1561.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M,2,hippo,Peri,Thalamus
ExN,0.22455972028608084,3.7305309864812405e-308,10488.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M,2,hippo,ExN,Thalamus
Astro,0.20663395400915435,3.4088556229060067e-106,5524.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M,2,hippo,Astro,Thalamus
SMC,0.17509603964286422,0.00012530318541015422,391.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M,2,hippo,SMC,Thalamus
Olig,0.1636914776602223,5.548082001925448e-100,5969.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M,2,hippo,Olig,Thalamus
Micro,0.0870311157048755,8.053220784158827e-16,3238.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M,2,hippo,Micro,Thalamus
Micro,0.16880827741710738,8.550678665843001e-10,762.0,HZ8M01_Basal forebrain,HZ8M01,Basal forebrain,8M,1,ctx,Micro,Basal forebrain
InN,0.14690766911781422,1.7606115497629163e-40,3622.0,HZ8M01_Basal forebrain,HZ8M01,Basal forebrain,8M,1,ctx,InN,Basal forebrain
Astro,0.10317336816794957,0.0017544334109964887,767.0,HZ8M01_Basal forebrain,HZ8M01,Basal forebrain,8M,1,ctx,Astro,Basal forebrain
ExN,0.08550840145133319,0.001370818814041261,1288.0,HZ8M01_Basal forebrain,HZ8M01,Basal forebrain,8M,1,ctx,ExN,Basal forebrain
Peri,0.05403619199054964,0.014707285131605482,1467.0,HZ8M01_Basal forebrain,HZ8M01,Basal forebrain,8M,1,ctx,Peri,Basal forebrain
SMC,0.04889803154984899,0.002854583427229055,2097.0,HZ8M01_Basal forebrain,HZ8M01,Basal forebrain,8M,1,ctx,SMC,Basal forebrain
SMC,0.16951364659929188,5.1468169268532e-18,2444.0,HZ8M01_Prefrontal cortex,HZ8M01,Prefrontal cortex,8M,1,ctx,SMC,Prefrontal cortex
Endo,0.16414507843663625,0.00028206571538993904,919.0,HZ8M01_Prefrontal cortex,HZ8M01,Prefrontal cortex,8M,1,ctx,Endo,Prefrontal cortex
Peri,0.1235247226729329,3.242054993575762e-09,2199.0,HZ8M01_Prefrontal cortex,HZ8M01,Prefrontal cortex,8M,1,ctx,Peri,Prefrontal cortex
ExN,0.09955118437602756,1.6052309998319377e-211,26164.0,HZ8M01_Prefrontal cortex,HZ8M01,Prefrontal cortex,8M,1,ctx,ExN,Prefrontal cortex
Astro,0.0962998842494733,3.737232876757404e-12,3345.0,HZ8M01_Prefrontal cortex,HZ8M01,Prefrontal cortex,8M,1,ctx,Astro,Prefrontal cortex
InN,0.07277616693743393,1.2544067035896086e-09,4826.0,HZ8M01_Prefrontal cortex,HZ8M01,Prefrontal cortex,8M,1,ctx,InN,Prefrontal cortex
Micro,0.06107227888723088,3.1694088517621193e-13,4965.0,HZ8M01_Prefrontal cortex,HZ8M01,Prefrontal cortex,8M,1,ctx,Micro,Prefrontal cortex
Olig,0.036767369937281205,0.003917311971018256,2753.0,HZ8M01_Prefrontal cortex,HZ8M01,Prefrontal cortex,8M,1,ctx,Olig,Prefrontal cortex
SMC,0.13912603501081378,2.4154913242610584e-38,5533.0,HZ8M01_Striatum,HZ8M01,Striatum,8M,1,ctx,SMC,Striatum
Micro,0.0840786871597407,4.760423864417169e-18,4288.0,HZ8M01_Striatum,HZ8M01,Striatum,8M,1,ctx,Micro,Striatum
Astro,0.07628341734989447,5.2621483145311734e-11,4205.0,HZ8M01_Striatum,HZ8M01,Striatum,8M,1,ctx,Astro,Striatum
