,Moran's I,P-value,num_cell,sample_region,sample,region,month,slice_no,slice,celltype,structure
Peri,0.2606595809904072,6.979306376826471e-07,493.0,HZ12M01_Basal forebrain,HZ12M01,Basal forebrain,12M,1,ctx,Peri,Basal forebrain
InN,0.09418946619044496,2.360708951483918e-17,3295.0,HZ12M01_Basal forebrain,HZ12M01,Basal forebrain,12M,1,ctx,InN,Basal forebrain
ExN,0.07357464109636068,0.009198271372312584,1130.0,HZ12M01_Basal forebrain,HZ12M01,Basal forebrain,12M,1,ctx,ExN,Basal forebrain
Olig,0.06856865713784888,0.01198751314794898,549.0,HZ12M01_Basal forebrain,HZ12M01,Basal forebrain,12M,1,ctx,Olig,Basal forebrain
Astro,0.06673590418501243,0.0030095469351268484,1276.0,HZ12M01_Basal forebrain,HZ12M01,Basal forebrain,12M,1,ctx,Astro,Basal forebrain
SMC,0.0638865639866932,0.0004979780540568938,1760.0,HZ12M01_Basal forebrain,HZ12M01,Basal forebrain,12M,1,ctx,SMC,Basal forebrain
SMC,0.17387703373749194,6.449093203188691e-07,1204.0,HZ12M01_Prefrontal cortex,HZ12M01,Prefrontal cortex,12M,1,ctx,SMC,Prefrontal cortex
Micro,0.14533512979245228,3.631472004410346e-27,2666.0,HZ12M01_Prefrontal cortex,HZ12M01,Prefrontal cortex,12M,1,ctx,Micro,Prefrontal cortex
Astro,0.13548888860020916,4.998771480017928e-51,6061.0,HZ12M01_Prefrontal cortex,HZ12M01,Prefrontal cortex,12M,1,ctx,Astro,Prefrontal cortex
ExN,0.1080047965550104,7.961684126574218e-203,21788.0,HZ12M01_Prefrontal cortex,HZ12M01,Prefrontal cortex,12M,1,ctx,ExN,Prefrontal cortex
Olig,0.07599582628591761,5.3685785140109616e-05,1402.0,HZ12M01_Prefrontal cortex,HZ12M01,Prefrontal cortex,12M,1,ctx,Olig,Prefrontal cortex
InN,0.060412843879210525,0.0006860259768648525,2905.0,HZ12M01_Prefrontal cortex,HZ12M01,Prefrontal cortex,12M,1,ctx,InN,Prefrontal cortex
SMC,0.1285426011303453,8.172366032461443e-12,2936.0,HZ12M01_Striatum,HZ12M01,Striatum,12M,1,ctx,SMC,Striatum
Micro,0.09098830355951314,4.4614418605188173e-11,2907.0,HZ12M01_Striatum,HZ12M01,Striatum,12M,1,ctx,Micro,Striatum
Endo,0.06575978850917205,0.007965231590141428,2255.0,HZ12M01_Striatum,HZ12M01,Striatum,12M,1,ctx,Endo,Striatum
InN,0.06308590692117955,2.4644999861267335e-05,3879.0,HZ12M01_Striatum,HZ12M01,Striatum,12M,1,ctx,InN,Striatum
ExN,0.05273649472417052,1.2047489773831064e-09,7426.0,HZ12M01_Striatum,HZ12M01,Striatum,12M,1,ctx,ExN,Striatum
Astro,0.046779474448468424,1.9078622484706602e-10,8335.0,HZ12M01_Striatum,HZ12M01,Striatum,12M,1,ctx,Astro,Striatum
MSN,0.02567335225064401,0.001845661762578243,6872.0,HZ12M01_Striatum,HZ12M01,Striatum,12M,1,ctx,MSN,Striatum
Astro,0.13215332898415139,0.005874386254159604,324.0,HZ12M02_Entorhinal area,HZ12M02,Entorhinal area,12M,2,hippo,Astro,Entorhinal area
Micro,0.07733262220374457,0.0003628671617957857,1314.0,HZ12M02_Hippocampal formation,HZ12M02,Hippocampal formation,12M,2,hippo,Micro,Hippocampal formation
SMC,0.07160265253412894,0.013127715586372242,867.0,HZ12M02_Hippocampal formation,HZ12M02,Hippocampal formation,12M,2,hippo,SMC,Hippocampal formation
Astro,0.05649960115837727,1.7416777884032446e-07,3687.0,HZ12M02_Hippocampal formation,HZ12M02,Hippocampal formation,12M,2,hippo,Astro,Hippocampal formation
ExN,0.04212993858428176,3.488195995320776e-23,13003.0,HZ12M02_Hippocampal formation,HZ12M02,Hippocampal formation,12M,2,hippo,ExN,Hippocampal formation
OPC,0.24272609253273103,0.049343508516922936,176.0,HZ12M02_Retrosplenial area,HZ12M02,Retrosplenial area,12M,2,hippo,OPC,Retrosplenial area
SMC,0.21714696172515172,2.849056111031784e-06,461.0,HZ12M02_Retrosplenial area,HZ12M02,Retrosplenial area,12M,2,hippo,SMC,Retrosplenial area
Olig,0.10165412697341497,3.5856406016819803e-06,852.0,HZ12M02_Retrosplenial area,HZ12M02,Retrosplenial area,12M,2,hippo,Olig,Retrosplenial area
ExN,0.0905793498673515,6.075901527073618e-18,3607.0,HZ12M02_Retrosplenial area,HZ12M02,Retrosplenial area,12M,2,hippo,ExN,Retrosplenial area
Micro,0.07555432433558158,0.009909531597811787,606.0,HZ12M02_Retrosplenial area,HZ12M02,Retrosplenial area,12M,2,hippo,Micro,Retrosplenial area
InN,0.07014341568480569,0.0014155185238528846,1434.0,HZ12M02_Retrosplenial area,HZ12M02,Retrosplenial area,12M,2,hippo,InN,Retrosplenial area
Astro,0.056986802572260166,0.008425263745667416,1349.0,HZ12M02_Retrosplenial area,HZ12M02,Retrosplenial area,12M,2,hippo,Astro,Retrosplenial area
OPC,0.5303761238658753,1.0208499716685802e-07,182.0,HZ12M02_Striatum,HZ12M02,Striatum,12M,2,hippo,OPC,Striatum
Micro,0.5273910160001561,1.1807329784853476e-13,208.0,HZ12M02_Striatum,HZ12M02,Striatum,12M,2,hippo,Micro,Striatum
SMC,0.4257797060880238,1.432962893142935e-20,337.0,HZ12M02_Striatum,HZ12M02,Striatum,12M,2,hippo,SMC,Striatum
Astro,0.2805494281879901,5.4415399517264e-32,1086.0,HZ12M02_Striatum,HZ12M02,Striatum,12M,2,hippo,Astro,Striatum
Peri,0.23623772012585523,0.0017811879518283779,240.0,HZ12M02_Striatum,HZ12M02,Striatum,12M,2,hippo,Peri,Striatum
ExN,0.22571229881588947,0.00030382472077749326,306.0,HZ12M02_Striatum,HZ12M02,Striatum,12M,2,hippo,ExN,Striatum
InN,0.16352513499825802,0.0007821546418078601,318.0,HZ12M02_Striatum,HZ12M02,Striatum,12M,2,hippo,InN,Striatum
MSN,0.15145240603372495,0.0022814547213759607,373.0,HZ12M02_Striatum,HZ12M02,Striatum,12M,2,hippo,MSN,Striatum
Endo,0.140715363974395,0.0036889851776740184,356.0,HZ12M02_Striatum,HZ12M02,Striatum,12M,2,hippo,Endo,Striatum
MSN,0.21752427381452122,0.001850481963536768,621.0,HZ12M02_Thalamus,HZ12M02,Thalamus,12M,2,hippo,MSN,Thalamus
SMC,0.18896041519697004,4.784599307445081e-13,2032.0,HZ12M02_Thalamus,HZ12M02,Thalamus,12M,2,hippo,SMC,Thalamus
InN,0.17568246544921512,6.442638316567865e-62,5268.0,HZ12M02_Thalamus,HZ12M02,Thalamus,12M,2,hippo,InN,Thalamus
ExN,0.12116623130681253,2.0411737955782875e-71,9715.0,HZ12M02_Thalamus,HZ12M02,Thalamus,12M,2,hippo,ExN,Thalamus
Micro,0.10173908448161394,2.7747087344065146e-15,3481.0,HZ12M02_Thalamus,HZ12M02,Thalamus,12M,2,hippo,Micro,Thalamus
Peri,0.09623873076685731,0.001006236092905878,1818.0,HZ12M02_Thalamus,HZ12M02,Thalamus,12M,2,hippo,Peri,Thalamus
OPC,0.08765919992849512,0.014646786489380514,1283.0,HZ12M02_Thalamus,HZ12M02,Thalamus,12M,2,hippo,OPC,Thalamus
Astro,0.08724611861288524,1.3188788991758422e-38,9607.0,HZ12M02_Thalamus,HZ12M02,Thalamus,12M,2,hippo,Astro,Thalamus
Olig,0.025163266160120684,0.04312311359626641,3303.0,HZ12M02_Thalamus,HZ12M02,Thalamus,12M,2,hippo,Olig,Thalamus
Micro,0.07585471961013965,0.0027914500403105258,1076.0,HZ12M03_Basal forebrain,HZ12M03,Basal forebrain,12M,3,ctx,Micro,Basal forebrain
Olig,0.05012903182223573,8.15285563540956e-05,2339.0,HZ12M03_Basal forebrain,HZ12M03,Basal forebrain,12M,3,ctx,Olig,Basal forebrain
Astro,0.04317575432488477,0.0001646428645971925,3447.0,HZ12M03_Basal forebrain,HZ12M03,Basal forebrain,12M,3,ctx,Astro,Basal forebrain
SMC,0.32993680865099956,4.7760874665072254e-74,2888.0,HZ12M03_Prefrontal cortex,HZ12M03,Prefrontal cortex,12M,3,ctx,SMC,Prefrontal cortex
Astro,0.15355650132570903,1.1347756369617379e-73,7158.0,HZ12M03_Prefrontal cortex,HZ12M03,Prefrontal cortex,12M,3,ctx,Astro,Prefrontal cortex
Peri,0.14147769286817433,1.8655840516221758e-05,1122.0,HZ12M03_Prefrontal cortex,HZ12M03,Prefrontal cortex,12M,3,ctx,Peri,Prefrontal cortex
OPC,0.11358603314854053,0.021342421138542362,897.0,HZ12M03_Prefrontal cortex,HZ12M03,Prefrontal cortex,12M,3,ctx,OPC,Prefrontal cortex
ExN,0.11337869395868165,0.0,30170.0,HZ12M03_Prefrontal cortex,HZ12M03,Prefrontal cortex,12M,3,ctx,ExN,Prefrontal cortex
Endo,0.0963973372007983,0.010587699385625137,1100.0,HZ12M03_Prefrontal cortex,HZ12M03,Prefrontal cortex,12M,3,ctx,Endo,Prefrontal cortex
InN,0.090824856895336,2.720448903367417e-20,7022.0,HZ12M03_Prefrontal cortex,HZ12M03,Prefrontal cortex,12M,3,ctx,InN,Prefrontal cortex
Micro,0.0815594736802218,9.695467751501133e-18,4406.0,HZ12M03_Prefrontal cortex,HZ12M03,Prefrontal cortex,12M,3,ctx,Micro,Prefrontal cortex
Olig,0.05005398684353707,0.007390827369268874,1598.0,HZ12M03_Prefrontal cortex,HZ12M03,Prefrontal cortex,12M,3,ctx,Olig,Prefrontal cortex
SMC,0.13030371806565333,1.5980572982952043e-14,3732.0,HZ12M03_Striatum,HZ12M03,Striatum,12M,3,ctx,SMC,Striatum
Endo,0.09509428249941271,0.0005337093771786429,1985.0,HZ12M03_Striatum,HZ12M03,Striatum,12M,3,ctx,Endo,Striatum
Peri,0.08017553982716284,0.002280382019649809,2007.0,HZ12M03_Striatum,HZ12M03,Striatum,12M,3,ctx,Peri,Striatum
Micro,0.061164787620959386,1.0208567780435887e-07,3853.0,HZ12M03_Striatum,HZ12M03,Striatum,12M,3,ctx,Micro,Striatum
Astro,0.0594745924143524,6.819509524010892e-19,9714.0,HZ12M03_Striatum,HZ12M03,Striatum,12M,3,ctx,Astro,Striatum
InN,0.05307292362035436,5.258396688078394e-09,7380.0,HZ12M03_Striatum,HZ12M03,Striatum,12M,3,ctx,InN,Striatum
ExN,0.047292897916674466,3.020868606887101e-12,10488.0,HZ12M03_Striatum,HZ12M03,Striatum,12M,3,ctx,ExN,Striatum
Olig,0.02695761587304072,0.006982359592708468,4139.0,HZ12M03_Striatum,HZ12M03,Striatum,12M,3,ctx,Olig,Striatum
MSN,0.61320900471968,0.001621010294823432,54.0,HZ12M04_Entorhinal area,HZ12M04,Entorhinal area,12M,4,hippo,MSN,Entorhinal area
SMC,0.4224747131177916,0.00228074073804083,82.0,HZ12M04_Entorhinal area,HZ12M04,Entorhinal area,12M,4,hippo,SMC,Entorhinal area
Astro,0.1558341504912903,1.666046298011672e-05,414.0,HZ12M04_Entorhinal area,HZ12M04,Entorhinal area,12M,4,hippo,Astro,Entorhinal area
Micro,0.11174229651317207,0.01760350296023279,242.0,HZ12M04_Entorhinal area,HZ12M04,Entorhinal area,12M,4,hippo,Micro,Entorhinal area
Peri,0.08755941500084936,0.038208505574015846,555.0,HZ12M04_Hippocampal formation,HZ12M04,Hippocampal formation,12M,4,hippo,Peri,Hippocampal formation
SMC,0.07233468011173119,0.01201175406694051,914.0,HZ12M04_Hippocampal formation,HZ12M04,Hippocampal formation,12M,4,hippo,SMC,Hippocampal formation
ExN,0.05358257581777838,2.0951650325489785e-31,11306.0,HZ12M04_Hippocampal formation,HZ12M04,Hippocampal formation,12M,4,hippo,ExN,Hippocampal formation
Micro,0.04638117141786533,0.026485819156934008,1179.0,HZ12M04_Hippocampal formation,HZ12M04,Hippocampal formation,12M,4,hippo,Micro,Hippocampal formation
Astro,0.03397035510819441,0.00043793860904749264,3770.0,HZ12M04_Hippocampal formation,HZ12M04,Hippocampal formation,12M,4,hippo,Astro,Hippocampal formation
SMC,0.10403280373568422,0.004055420962168327,713.0,HZ12M04_Retrosplenial area,HZ12M04,Retrosplenial area,12M,4,hippo,SMC,Retrosplenial area
ExN,0.08576936719428802,9.492256235539635e-17,3547.0,HZ12M04_Retrosplenial area,HZ12M04,Retrosplenial area,12M,4,hippo,ExN,Retrosplenial area
Olig,0.07302627374078502,5.5092425262350915e-05,1086.0,HZ12M04_Retrosplenial area,HZ12M04,Retrosplenial area,12M,4,hippo,Olig,Retrosplenial area
Astro,0.057044483743852195,0.002251880366531897,1466.0,HZ12M04_Retrosplenial area,HZ12M04,Retrosplenial area,12M,4,hippo,Astro,Retrosplenial area
Micro,0.5738400692126736,2.288761091945977e-53,609.0,HZ12M04_Striatum,HZ12M04,Striatum,12M,4,hippo,Micro,Striatum
Astro,0.45629022252308,1.5191436546075782e-209,2410.0,HZ12M04_Striatum,HZ12M04,Striatum,12M,4,hippo,Astro,Striatum
OPC,0.27969368482405793,7.805140007058455e-11,637.0,HZ12M04_Striatum,HZ12M04,Striatum,12M,4,hippo,OPC,Striatum
Endo,0.26459090411184866,5.45219397576599e-13,762.0,HZ12M04_Striatum,HZ12M04,Striatum,12M,4,hippo,Endo,Striatum
SMC,0.23983933884751568,2.033135524893835e-08,629.0,HZ12M04_Striatum,HZ12M04,Striatum,12M,4,hippo,SMC,Striatum
Peri,0.22825624446780357,0.00019828520248545736,394.0,HZ12M04_Striatum,HZ12M04,Striatum,12M,4,hippo,Peri,Striatum
Olig,0.15734702606752732,7.920024974419799e-09,648.0,HZ12M04_Striatum,HZ12M04,Striatum,12M,4,hippo,Olig,Striatum
InN,0.10582227073111299,5.4658693934507097e-08,1725.0,HZ12M04_Striatum,HZ12M04,Striatum,12M,4,hippo,InN,Striatum
MSN,0.09179073821866299,0.00019034177021783402,990.0,HZ12M04_Striatum,HZ12M04,Striatum,12M,4,hippo,MSN,Striatum
ExN,0.08197394372765102,3.327340158169754e-05,1589.0,HZ12M04_Striatum,HZ12M04,Striatum,12M,4,hippo,ExN,Striatum
ExN,0.15925473731613818,8.977268266749789e-115,8946.0,HZ12M04_Thalamus,HZ12M04,Thalamus,12M,4,hippo,ExN,Thalamus
InN,0.15776344390826935,2.6398079205246996e-61,5902.0,HZ12M04_Thalamus,HZ12M04,Thalamus,12M,4,hippo,InN,Thalamus
SMC,0.12583864786928703,3.008653855016115e-09,2551.0,HZ12M04_Thalamus,HZ12M04,Thalamus,12M,4,hippo,SMC,Thalamus
OPC,0.11503094848142141,0.00047450640676433795,1335.0,HZ12M04_Thalamus,HZ12M04,Thalamus,12M,4,hippo,OPC,Thalamus
Astro,0.09111129140871008,7.235846751783964e-41,8542.0,HZ12M04_Thalamus,HZ12M04,Thalamus,12M,4,hippo,Astro,Thalamus
Micro,0.03504608380500834,0.006247488712350788,2987.0,HZ12M04_Thalamus,HZ12M04,Thalamus,12M,4,hippo,Micro,Thalamus
OPC,0.1732669357704291,0.01490870543981345,361.0,HZ12M05_Basal forebrain,HZ12M05,Basal forebrain,12M,5,ctx,OPC,Basal forebrain
Peri,0.15357891856663608,0.0009791907447601247,620.0,HZ12M05_Basal forebrain,HZ12M05,Basal forebrain,12M,5,ctx,Peri,Basal forebrain
InN,0.13551843773751487,1.2672415043950412e-34,3592.0,HZ12M05_Basal forebrain,HZ12M05,Basal forebrain,12M,5,ctx,InN,Basal forebrain
SMC,0.056203762870143455,0.011555992444635744,1507.0,HZ12M05_Basal forebrain,HZ12M05,Basal forebrain,12M,5,ctx,SMC,Basal forebrain
ExN,0.04531285288892769,0.01604811217904752,1826.0,HZ12M05_Basal forebrain,HZ12M05,Basal forebrain,12M,5,ctx,ExN,Basal forebrain
Astro,0.042758567577984165,0.0019606387652898985,2393.0,HZ12M05_Basal forebrain,HZ12M05,Basal forebrain,12M,5,ctx,Astro,Basal forebrain
SMC,0.297997150705724,2.9876331281039186e-26,1723.0,HZ12M05_Prefrontal cortex,HZ12M05,Prefrontal cortex,12M,5,ctx,SMC,Prefrontal cortex
Peri,0.20144852249779793,8.607271793663642e-09,1118.0,HZ12M05_Prefrontal cortex,HZ12M05,Prefrontal cortex,12M,5,ctx,Peri,Prefrontal cortex
Astro,0.12009330746611488,1.3514756247300164e-49,7670.0,HZ12M05_Prefrontal cortex,HZ12M05,Prefrontal cortex,12M,5,ctx,Astro,Prefrontal cortex
ExN,0.11788368528631073,0.0,27933.0,HZ12M05_Prefrontal cortex,HZ12M05,Prefrontal cortex,12M,5,ctx,ExN,Prefrontal cortex
InN,0.0772393493317376,4.3731787978261434e-11,5353.0,HZ12M05_Prefrontal cortex,HZ12M05,Prefrontal cortex,12M,5,ctx,InN,Prefrontal cortex
Olig,0.06543135497359175,2.029116607298396e-05,2355.0,HZ12M05_Prefrontal cortex,HZ12M05,Prefrontal cortex,12M,5,ctx,Olig,Prefrontal cortex
Micro,0.06283408590847626,2.386317172595015e-12,5012.0,HZ12M05_Prefrontal cortex,HZ12M05,Prefrontal cortex,12M,5,ctx,Micro,Prefrontal cortex
Peri,0.12025941614824028,7.063342283408293e-06,1724.0,HZ12M05_Striatum,HZ12M05,Striatum,12M,5,ctx,Peri,Striatum
InN,0.1032629231788435,1.8801894473893175e-21,5659.0,HZ12M05_Striatum,HZ12M05,Striatum,12M,5,ctx,InN,Striatum
SMC,0.08863530780154043,4.242108563218558e-06,2808.0,HZ12M05_Striatum,HZ12M05,Striatum,12M,5,ctx,SMC,Striatum
Astro,0.07519461937881591,4.383534685268869e-32,9988.0,HZ12M05_Striatum,HZ12M05,Striatum,12M,5,ctx,Astro,Striatum
ExN,0.05064619425812491,1.9278329859806697e-10,8274.0,HZ12M05_Striatum,HZ12M05,Striatum,12M,5,ctx,ExN,Striatum
Olig,0.01862433345877784,0.024196028961301515,5296.0,HZ12M05_Striatum,HZ12M05,Striatum,12M,5,ctx,Olig,Striatum
MSN,0.015772009650827538,0.0271835119493853,8367.0,HZ12M05_Striatum,HZ12M05,Striatum,12M,5,ctx,MSN,Striatum
Endo,0.8590111001741738,0.01136455057491095,22.0,HZ12M06_Entorhinal area,HZ12M06,Entorhinal area,12M,6,hippo,Endo,Entorhinal area
Astro,0.2625274727497707,1.465342372187971e-08,302.0,HZ12M06_Entorhinal area,HZ12M06,Entorhinal area,12M,6,hippo,Astro,Entorhinal area
SMC,0.2425145740519277,0.02139299944766591,85.0,HZ12M06_Entorhinal area,HZ12M06,Entorhinal area,12M,6,hippo,SMC,Entorhinal area
Peri,0.2562743883002197,2.5391114937396966e-05,379.0,HZ12M06_Hippocampal formation,HZ12M06,Hippocampal formation,12M,6,hippo,Peri,Hippocampal formation
SMC,0.24563103281745322,1.3552262431974787e-05,327.0,HZ12M06_Hippocampal formation,HZ12M06,Hippocampal formation,12M,6,hippo,SMC,Hippocampal formation
Micro,0.1407202495312297,5.0235441599676516e-09,943.0,HZ12M06_Hippocampal formation,HZ12M06,Hippocampal formation,12M,6,hippo,Micro,Hippocampal formation
Olig,0.10474078195492327,0.0017174080023299658,481.0,HZ12M06_Hippocampal formation,HZ12M06,Hippocampal formation,12M,6,hippo,Olig,Hippocampal formation
ExN,0.04343957216872469,2.168144623988347e-20,10836.0,HZ12M06_Hippocampal formation,HZ12M06,Hippocampal formation,12M,6,hippo,ExN,Hippocampal formation
Astro,0.03303564635834925,0.0034487785337555927,2947.0,HZ12M06_Hippocampal formation,HZ12M06,Hippocampal formation,12M,6,hippo,Astro,Hippocampal formation
SMC,0.22042389200569223,0.0326731666537074,186.0,HZ12M06_Retrosplenial area,HZ12M06,Retrosplenial area,12M,6,hippo,SMC,Retrosplenial area
Olig,0.09875027871941439,8.624544611446824e-07,1042.0,HZ12M06_Retrosplenial area,HZ12M06,Retrosplenial area,12M,6,hippo,Olig,Retrosplenial area
ExN,0.0801999752506471,2.3710497503774613e-12,3671.0,HZ12M06_Retrosplenial area,HZ12M06,Retrosplenial area,12M,6,hippo,ExN,Retrosplenial area
InN,0.05644004742248871,0.04065770912104924,1148.0,HZ12M06_Retrosplenial area,HZ12M06,Retrosplenial area,12M,6,hippo,InN,Retrosplenial area
Micro,0.051475063241861095,0.026620902698797053,945.0,HZ12M06_Retrosplenial area,HZ12M06,Retrosplenial area,12M,6,hippo,Micro,Retrosplenial area
Astro,0.049513770734053573,0.007533188710555562,1564.0,HZ12M06_Retrosplenial area,HZ12M06,Retrosplenial area,12M,6,hippo,Astro,Retrosplenial area
Peri,0.14444983764024938,0.04431624195082485,271.0,HZ12M06_Striatum,HZ12M06,Striatum,12M,6,hippo,Peri,Striatum
Micro,0.1443772632818053,0.006353558098614978,365.0,HZ12M06_Striatum,HZ12M06,Striatum,12M,6,hippo,Micro,Striatum
ExN,0.1312143776072939,1.3714085568250461e-12,1785.0,HZ12M06_Striatum,HZ12M06,Striatum,12M,6,hippo,ExN,Striatum
Endo,0.1085915631831139,0.00858432700791834,581.0,HZ12M06_Striatum,HZ12M06,Striatum,12M,6,hippo,Endo,Striatum
MSN,0.10291595757274863,5.97794094674875e-08,1632.0,HZ12M06_Striatum,HZ12M06,Striatum,12M,6,hippo,MSN,Striatum
InN,0.09267522558571957,0.0051090279568622235,917.0,HZ12M06_Striatum,HZ12M06,Striatum,12M,6,hippo,InN,Striatum
Astro,0.07508147732246365,3.98421820584299e-06,1957.0,HZ12M06_Striatum,HZ12M06,Striatum,12M,6,hippo,Astro,Striatum
InN,0.22591686292754012,1.6567748362017428e-81,4635.0,HZ12M06_Thalamus,HZ12M06,Thalamus,12M,6,hippo,InN,Thalamus
ExN,0.21932012301896672,2.875052279943975e-268,10388.0,HZ12M06_Thalamus,HZ12M06,Thalamus,12M,6,hippo,ExN,Thalamus
SMC,0.20784191300354377,4.832172816309044e-10,1279.0,HZ12M06_Thalamus,HZ12M06,Thalamus,12M,6,hippo,SMC,Thalamus
Endo,0.17896062750440322,1.155964575607869e-05,1165.0,HZ12M06_Thalamus,HZ12M06,Thalamus,12M,6,hippo,Endo,Thalamus
Astro,0.11319938862510726,4.092509384539248e-74,9898.0,HZ12M06_Thalamus,HZ12M06,Thalamus,12M,6,hippo,Astro,Thalamus
Peri,0.09060323179504219,0.001446711444702696,1660.0,HZ12M06_Thalamus,HZ12M06,Thalamus,12M,6,hippo,Peri,Thalamus
OPC,0.07713727738762993,0.01517658097471425,1370.0,HZ12M06_Thalamus,HZ12M06,Thalamus,12M,6,hippo,OPC,Thalamus
Micro,0.0745689820218575,1.2239248108383744e-09,3426.0,HZ12M06_Thalamus,HZ12M06,Thalamus,12M,6,hippo,Micro,Thalamus
Olig,0.047212989695244637,0.00011475278095597777,3259.0,HZ12M06_Thalamus,HZ12M06,Thalamus,12M,6,hippo,Olig,Thalamus
Micro,0.2808724115244436,0.006057950584841253,140.0,HZ2M01_Basal forebrain,HZ2M01,Basal forebrain,2M,1,ctx,Micro,Basal forebrain
Olig,0.09201688337565309,4.406523145051482e-15,2577.0,HZ2M01_Basal forebrain,HZ2M01,Basal forebrain,2M,1,ctx,Olig,Basal forebrain
ExN,0.06905983674049591,1.9091117085696282e-05,2263.0,HZ2M01_Basal forebrain,HZ2M01,Basal forebrain,2M,1,ctx,ExN,Basal forebrain
Astro,0.06243851697543796,0.003401296562590478,1351.0,HZ2M01_Basal forebrain,HZ2M01,Basal forebrain,2M,1,ctx,Astro,Basal forebrain
InN,0.058709548820288206,5.1835830749032345e-05,2716.0,HZ2M01_Basal forebrain,HZ2M01,Basal forebrain,2M,1,ctx,InN,Basal forebrain
OPC,0.2737515843027522,0.013924668418927548,283.0,HZ2M01_Prefrontal cortex,HZ2M01,Prefrontal cortex,2M,1,ctx,OPC,Prefrontal cortex
ExN,0.08352939341633239,6.3149339761076114e-155,25330.0,HZ2M01_Prefrontal cortex,HZ2M01,Prefrontal cortex,2M,1,ctx,ExN,Prefrontal cortex
Olig,0.06100173633583502,2.1548523505707067e-05,1983.0,HZ2M01_Prefrontal cortex,HZ2M01,Prefrontal cortex,2M,1,ctx,Olig,Prefrontal cortex
Astro,0.03560348729448825,0.008699656933341354,3190.0,HZ2M01_Prefrontal cortex,HZ2M01,Prefrontal cortex,2M,1,ctx,Astro,Prefrontal cortex
InN,0.03211633089228844,0.007726260670914557,4312.0,HZ2M01_Prefrontal cortex,HZ2M01,Prefrontal cortex,2M,1,ctx,InN,Prefrontal cortex
InN,0.12051639489303002,3.328905848618533e-26,4126.0,HZ2M01_Striatum,HZ2M01,Striatum,2M,1,ctx,InN,Striatum
Peri,0.1111415955762264,3.3631556053175026e-07,2022.0,HZ2M01_Striatum,HZ2M01,Striatum,2M,1,ctx,Peri,Striatum
Astro,0.1004454701239128,1.5642443309841388e-18,3967.0,HZ2M01_Striatum,HZ2M01,Striatum,2M,1,ctx,Astro,Striatum
ExN,0.08542551795196575,5.176139571178817e-13,5075.0,HZ2M01_Striatum,HZ2M01,Striatum,2M,1,ctx,ExN,Striatum
MSN,0.04056026792137878,2.5010025866516207e-10,9574.0,HZ2M01_Striatum,HZ2M01,Striatum,2M,1,ctx,MSN,Striatum
Olig,0.036208854670991206,5.753523664910637e-07,7169.0,HZ2M01_Striatum,HZ2M01,Striatum,2M,1,ctx,Olig,Striatum
Astro,0.4810085966904007,2.3253458695586892e-07,108.0,HZ2M02_Entorhinal area,HZ2M02,Entorhinal area,2M,2,hippo,Astro,Entorhinal area
ExN,0.043115032741000224,9.454493274788792e-16,9482.0,HZ2M02_Hippocampal formation,HZ2M02,Hippocampal formation,2M,2,hippo,ExN,Hippocampal formation
Peri,0.22001726840080094,0.002226541199809091,155.0,HZ2M02_Retrosplenial area,HZ2M02,Retrosplenial area,2M,2,hippo,Peri,Retrosplenial area
Astro,0.11045119204252718,0.00015891770600123922,646.0,HZ2M02_Retrosplenial area,HZ2M02,Retrosplenial area,2M,2,hippo,Astro,Retrosplenial area
InN,0.08359402901259429,2.650833770578286e-05,1537.0,HZ2M02_Retrosplenial area,HZ2M02,Retrosplenial area,2M,2,hippo,InN,Retrosplenial area
ExN,0.0706656029774766,2.6817201230937567e-11,3447.0,HZ2M02_Retrosplenial area,HZ2M02,Retrosplenial area,2M,2,hippo,ExN,Retrosplenial area
Peri,0.2852008386080734,8.549742298480075e-18,870.0,HZ2M02_Striatum,HZ2M02,Striatum,2M,2,hippo,Peri,Striatum
Olig,0.194659727715271,3.2495262646692197e-73,2887.0,HZ2M02_Striatum,HZ2M02,Striatum,2M,2,hippo,Olig,Striatum
ExN,0.1617039693266527,1.5853215323870466e-14,1463.0,HZ2M02_Striatum,HZ2M02,Striatum,2M,2,hippo,ExN,Striatum
Endo,0.16001524256874688,0.0006199616416833761,626.0,HZ2M02_Striatum,HZ2M02,Striatum,2M,2,hippo,Endo,Striatum
Astro,0.1378852548786214,8.400315503985506e-26,2679.0,HZ2M02_Striatum,HZ2M02,Striatum,2M,2,hippo,Astro,Striatum
InN,0.1376588365755837,8.434568659312398e-10,1251.0,HZ2M02_Striatum,HZ2M02,Striatum,2M,2,hippo,InN,Striatum
MSN,0.07034681223253814,0.000536023046181908,1575.0,HZ2M02_Striatum,HZ2M02,Striatum,2M,2,hippo,MSN,Striatum
InN,0.31010257691328474,2.1549096229468384e-188,4161.0,HZ2M02_Thalamus,HZ2M02,Thalamus,2M,2,hippo,InN,Thalamus
Endo,0.21063775341565322,5.058045281900225e-05,643.0,HZ2M02_Thalamus,HZ2M02,Thalamus,2M,2,hippo,Endo,Thalamus
Peri,0.20094586328170222,1.5214416836170134e-24,2106.0,HZ2M02_Thalamus,HZ2M02,Thalamus,2M,2,hippo,Peri,Thalamus
OPC,0.1533412898666147,0.015335024111598206,517.0,HZ2M02_Thalamus,HZ2M02,Thalamus,2M,2,hippo,OPC,Thalamus
