,Moran's I,P-value,num_cell,sample_region,sample,region,month
InN,0.08353229905569197,0.0004384912004465237,1242.0,HZ4MP102_Thalamus,HZ4MP102,Thalamus,4M
OPC,0.08316479274527781,0.5078525706605326,173.0,HZ4MP102_Thalamus,HZ4MP102,Thalamus,4M
ExN,0.07263450151683655,8.3231630503487e-07,2696.0,HZ4MP102_Thalamus,HZ4MP102,Thalamus,4M
Peri,0.047296535891185924,0.2598663518070963,641.0,HZ4MP102_Thalamus,HZ4MP102,Thalamus,4M
Olig,0.0244953974313059,0.007148813988082833,4146.0,HZ4MP102_Thalamus,HZ4MP102,Thalamus,4M
Endo,-0.02403273142500005,0.8130811008108216,281.0,HZ4MP102_Thalamus,HZ4MP102,Thalamus,4M
MSN,-0.07662019744622955,0.8146367584488885,73.0,HZ4MP102_Thalamus,HZ4MP102,Thalamus,4M
Olig,0.1454518139363636,5.5160776922426384e-05,285.0,HZ4MP202_Basal forebrain,HZ4MP202,Basal forebrain,4M
Micro,0.046304645042589715,0.6560107649161745,11.0,HZ4MP202_Basal forebrain,HZ4MP202,Basal forebrain,4M
Peri,-0.06280603887043515,0.9178492860936907,12.0,HZ4MP202_Basal forebrain,HZ4MP202,Basal forebrain,4M
MSN,-0.11601340566188507,0.8459428486788405,28.0,HZ4MP202_Basal forebrain,HZ4MP202,Basal forebrain,4M
Astro,-0.1870394294923457,0.6890752005109404,14.0,HZ4MP202_Basal forebrain,HZ4MP202,Basal forebrain,4M
SMC,0.4879690950316607,0.0036809339883857235,26.0,HZ4MP202_Entorhinal area,HZ4MP202,Entorhinal area,4M
OPC,0.4638305506432522,0.2574983667289792,24.0,HZ4MP202_Entorhinal area,HZ4MP202,Entorhinal area,4M
Peri,0.18156576964566076,0.3917198400677365,25.0,HZ4MP202_Entorhinal area,HZ4MP202,Entorhinal area,4M
ExN,0.15007826143194122,0.01590097067796168,251.0,HZ4MP202_Entorhinal area,HZ4MP202,Entorhinal area,4M
Astro,0.10750389185087963,0.23466801942433368,81.0,HZ4MP202_Entorhinal area,HZ4MP202,Entorhinal area,4M
Endo,0.03731286334533615,0.7420047344875784,28.0,HZ4MP202_Entorhinal area,HZ4MP202,Entorhinal area,4M
Micro,-0.006037687384841994,0.9089364693968323,40.0,HZ4MP202_Entorhinal area,HZ4MP202,Entorhinal area,4M
InN,-0.010120581256723988,0.9812714120733994,39.0,HZ4MP202_Entorhinal area,HZ4MP202,Entorhinal area,4M
Olig,-0.2358529300442354,0.5132142866958306,15.0,HZ4MP202_Entorhinal area,HZ4MP202,Entorhinal area,4M
InN,0.3674773567575238,9.976179804999146e-21,502.0,HZ4MP202_Hippocampal formation,HZ4MP202,Hippocampal formation,4M
SMC,0.2576837035746661,2.9405610687604874e-16,628.0,HZ4MP202_Hippocampal formation,HZ4MP202,Hippocampal formation,4M
OPC,0.23325196208674326,0.0159377351341145,103.0,HZ4MP202_Hippocampal formation,HZ4MP202,Hippocampal formation,4M
Astro,0.13200061551399211,4.167891257550448e-29,2371.0,HZ4MP202_Hippocampal formation,HZ4MP202,Hippocampal formation,4M
Peri,0.07897260635934623,0.06383507509053275,452.0,HZ4MP202_Hippocampal formation,HZ4MP202,Hippocampal formation,4M
Olig,0.044238004914419204,0.04751334826851049,713.0,HZ4MP202_Hippocampal formation,HZ4MP202,Hippocampal formation,4M
ExN,0.03984698978502059,3.3557468789760133e-13,8552.0,HZ4MP202_Hippocampal formation,HZ4MP202,Hippocampal formation,4M
Micro,0.01812436842431314,0.5014636559429534,652.0,HZ4MP202_Hippocampal formation,HZ4MP202,Hippocampal formation,4M
Endo,-0.003971443553804511,0.970228240604161,444.0,HZ4MP202_Hippocampal formation,HZ4MP202,Hippocampal formation,4M
Peri,0.17904400510805854,4.927236170185114e-11,1162.0,HZ4MP202_Prefrontal cortex,HZ4MP202,Prefrontal cortex,4M
SMC,0.1160792959669669,1.1054646806564054e-05,988.0,HZ4MP202_Prefrontal cortex,HZ4MP202,Prefrontal cortex,4M
ExN,0.1122708294987094,6.286712756878672e-203,20348.0,HZ4MP202_Prefrontal cortex,HZ4MP202,Prefrontal cortex,4M
Micro,0.09431444807805767,1.2131341664657639e-06,1696.0,HZ4MP202_Prefrontal cortex,HZ4MP202,Prefrontal cortex,4M
Endo,0.08258143285585942,0.0014304294587524004,1341.0,HZ4MP202_Prefrontal cortex,HZ4MP202,Prefrontal cortex,4M
Astro,0.0804737040334755,1.2725728597899226e-09,2822.0,HZ4MP202_Prefrontal cortex,HZ4MP202,Prefrontal cortex,4M
Olig,0.0792673983402277,2.912401341670386e-08,1777.0,HZ4MP202_Prefrontal cortex,HZ4MP202,Prefrontal cortex,4M
OPC,0.06883881238088262,0.20617872591431308,465.0,HZ4MP202_Prefrontal cortex,HZ4MP202,Prefrontal cortex,4M
InN,0.05461507968848354,1.19167507063446e-05,3661.0,HZ4MP202_Prefrontal cortex,HZ4MP202,Prefrontal cortex,4M
MSN,-0.30058772098894304,0.0699816005479049,225.0,HZ4MP202_Prefrontal cortex,HZ4MP202,Prefrontal cortex,4M
SMC,0.22181331736618548,2.665755342543428e-05,297.0,HZ4MP202_Retrosplenial area,HZ4MP202,Retrosplenial area,4M
Micro,0.1939857555987098,2.5786169796714592e-08,538.0,HZ4MP202_Retrosplenial area,HZ4MP202,Retrosplenial area,4M
InN,0.19221988429630205,8.143214259538267e-19,1356.0,HZ4MP202_Retrosplenial area,HZ4MP202,Retrosplenial area,4M
ExN,0.15675131559812092,5.956888195587436e-48,3687.0,HZ4MP202_Retrosplenial area,HZ4MP202,Retrosplenial area,4M
Olig,0.15049873393647845,1.7739897288175922e-21,1199.0,HZ4MP202_Retrosplenial area,HZ4MP202,Retrosplenial area,4M
Astro,0.09338591823275609,6.204475955406264e-05,904.0,HZ4MP202_Retrosplenial area,HZ4MP202,Retrosplenial area,4M
Endo,0.07212221633451171,0.20542315593146165,277.0,HZ4MP202_Retrosplenial area,HZ4MP202,Retrosplenial area,4M
Peri,0.010122428986001637,0.8062477946735052,266.0,HZ4MP202_Retrosplenial area,HZ4MP202,Retrosplenial area,4M
OPC,-0.07946184673267777,0.630879163632466,88.0,HZ4MP202_Retrosplenial area,HZ4MP202,Retrosplenial area,4M
SMC,0.3982412681209204,1.8529126485956636e-22,522.0,HZ4MP202_Striatum,HZ4MP202,Striatum,4M
Astro,0.25762459974973834,1.850174633447711e-45,1601.0,HZ4MP202_Striatum,HZ4MP202,Striatum,4M
OPC,0.16867215183132947,0.020200270061613197,278.0,HZ4MP202_Striatum,HZ4MP202,Striatum,4M
InN,0.13287936632726938,1.1448364884827003e-45,3889.0,HZ4MP202_Striatum,HZ4MP202,Striatum,4M
ExN,0.09323942651655612,0.041510235662787845,455.0,HZ4MP202_Striatum,HZ4MP202,Striatum,4M
MSN,0.0782935908103524,1.2084982241717326e-14,4003.0,HZ4MP202_Striatum,HZ4MP202,Striatum,4M
Olig,0.06923823410418092,8.428988147446002e-06,1366.0,HZ4MP202_Striatum,HZ4MP202,Striatum,4M
Peri,0.06666386512190225,0.03971349853461976,873.0,HZ4MP202_Striatum,HZ4MP202,Striatum,4M
Micro,0.031218580131883233,0.42382584243697596,458.0,HZ4MP202_Striatum,HZ4MP202,Striatum,4M
Endo,-0.01490925755413365,0.7968793484198908,521.0,HZ4MP202_Striatum,HZ4MP202,Striatum,4M
InN,0.4642998761621932,1.67773199767837e-298,3328.0,HZ4MP202_Thalamus,HZ4MP202,Thalamus,4M
OPC,0.43261939351889345,2.1885603177394893e-20,690.0,HZ4MP202_Thalamus,HZ4MP202,Thalamus,4M
ExN,0.4243821430899371,0.0,8996.0,HZ4MP202_Thalamus,HZ4MP202,Thalamus,4M
Peri,0.38197964758005665,4.539498644862855e-110,2704.0,HZ4MP202_Thalamus,HZ4MP202,Thalamus,4M
MSN,0.35871744889501334,0.3272931551981514,47.0,HZ4MP202_Thalamus,HZ4MP202,Thalamus,4M
Endo,0.29645470063476836,1.7879956064937342e-27,1378.0,HZ4MP202_Thalamus,HZ4MP202,Thalamus,4M
Micro,0.2889466971401364,5.511351255892299e-81,2134.0,HZ4MP202_Thalamus,HZ4MP202,Thalamus,4M
Astro,0.2656798223121828,1.8135759881425892e-155,4702.0,HZ4MP202_Thalamus,HZ4MP202,Thalamus,4M
SMC,0.21026740877179004,8.886349667716441e-09,711.0,HZ4MP202_Thalamus,HZ4MP202,Thalamus,4M
Olig,0.15249847443474385,1.3486885705175786e-126,7675.0,HZ4MP202_Thalamus,HZ4MP202,Thalamus,4M
MSN,0.3614164981613467,0.0009281354164481522,105.0,HZ5M01_Basal forebrain,HZ5M01,Basal forebrain,5M
SMC,0.1414736076327869,0.28324667894854993,100.0,HZ5M01_Basal forebrain,HZ5M01,Basal forebrain,5M
Astro,0.08605653787626916,0.010528876915601922,722.0,HZ5M01_Basal forebrain,HZ5M01,Basal forebrain,5M
Peri,0.07107338520597373,0.021256204273561483,1036.0,HZ5M01_Basal forebrain,HZ5M01,Basal forebrain,5M
Olig,0.05590902128915425,0.0022311586553552328,1511.0,HZ5M01_Basal forebrain,HZ5M01,Basal forebrain,5M
InN,0.053608057526497895,5.9906941349173895e-09,4792.0,HZ5M01_Basal forebrain,HZ5M01,Basal forebrain,5M
OPC,0.01140382952752673,0.8812445498466335,253.0,HZ5M01_Basal forebrain,HZ5M01,Basal forebrain,5M
ExN,0.004365877618883621,0.7874527244671077,1999.0,HZ5M01_Basal forebrain,HZ5M01,Basal forebrain,5M
Endo,-0.03556024397519168,0.7734874649157966,202.0,HZ5M01_Basal forebrain,HZ5M01,Basal forebrain,5M
Micro,-0.11679031325210991,0.0757603268815773,310.0,HZ5M01_Basal forebrain,HZ5M01,Basal forebrain,5M
InN,0.7122360305797785,0.3842054482616144,12.0,HZ5M01_Hippocampal formation,HZ5M01,Hippocampal formation,5M
ExN,0.13862196261326534,0.2677209084625032,61.0,HZ5M01_Hippocampal formation,HZ5M01,Hippocampal formation,5M
Peri,-0.1379500908050117,0.7980249468731836,17.0,HZ5M01_Hippocampal formation,HZ5M01,Hippocampal formation,5M
MSN,0.3392838868655005,0.21431520077986044,143.0,HZ5M01_Prefrontal cortex,HZ5M01,Prefrontal cortex,5M
SMC,0.2877336766441135,0.0001319934225138509,258.0,HZ5M01_Prefrontal cortex,HZ5M01,Prefrontal cortex,5M
Micro,0.20825044807040646,7.091452949324848e-13,1030.0,HZ5M01_Prefrontal cortex,HZ5M01,Prefrontal cortex,5M
Peri,0.13428537645961744,0.00016408582932595284,1055.0,HZ5M01_Prefrontal cortex,HZ5M01,Prefrontal cortex,5M
OPC,0.10868328419956319,0.14047275071977924,475.0,HZ5M01_Prefrontal cortex,HZ5M01,Prefrontal cortex,5M
ExN,0.09309065441958678,5.182639357239512e-302,36852.0,HZ5M01_Prefrontal cortex,HZ5M01,Prefrontal cortex,5M
Astro,0.092014456555338,0.00034786910970158457,1561.0,HZ5M01_Prefrontal cortex,HZ5M01,Prefrontal cortex,5M
InN,0.08990730550105734,6.236572328534879e-23,8406.0,HZ5M01_Prefrontal cortex,HZ5M01,Prefrontal cortex,5M
Olig,0.06569772187162366,0.0007830076109843829,1846.0,HZ5M01_Prefrontal cortex,HZ5M01,Prefrontal cortex,5M
Endo,-0.11284082461248017,0.39661671117335195,268.0,HZ5M01_Prefrontal cortex,HZ5M01,Prefrontal cortex,5M
SMC,0.571385392333566,7.8688207907922436e-31,445.0,HZ5M01_Striatum,HZ5M01,Striatum,5M
InN,0.17975247577047962,2.5528983333456364e-72,7218.0,HZ5M01_Striatum,HZ5M01,Striatum,5M
Peri,0.17942039149639538,1.392613985674037e-17,2850.0,HZ5M01_Striatum,HZ5M01,Striatum,5M
Micro,0.10498750995042538,2.5694576310658557e-05,1534.0,HZ5M01_Striatum,HZ5M01,Striatum,5M
ExN,0.07982668179579284,1.435859106325925e-41,13213.0,HZ5M01_Striatum,HZ5M01,Striatum,5M
Olig,0.077204259252705,1.1204517865192559e-19,6323.0,HZ5M01_Striatum,HZ5M01,Striatum,5M
Astro,0.06885878262577315,2.5019597834509882e-05,2913.0,HZ5M01_Striatum,HZ5M01,Striatum,5M
OPC,0.02597363311899431,0.5483623357467395,1025.0,HZ5M01_Striatum,HZ5M01,Striatum,5M
MSN,0.015393100111375277,0.0021091175118637846,14651.0,HZ5M01_Striatum,HZ5M01,Striatum,5M
Endo,0.011561737793685821,0.831331671091145,858.0,HZ5M01_Striatum,HZ5M01,Striatum,5M
Micro,0.26451855751771,0.3156474055504779,24.0,HZ5M02_Entorhinal area,HZ5M02,Entorhinal area,5M
Astro,0.12102934061680623,0.10707223603892922,120.0,HZ5M02_Entorhinal area,HZ5M02,Entorhinal area,5M
ExN,0.07685527771982079,0.06724891932170858,394.0,HZ5M02_Entorhinal area,HZ5M02,Entorhinal area,5M
Peri,0.02601480453046995,0.7794799176663932,47.0,HZ5M02_Entorhinal area,HZ5M02,Entorhinal area,5M
InN,-0.005325881402019431,0.9923150696381376,216.0,HZ5M02_Entorhinal area,HZ5M02,Entorhinal area,5M
MSN,-0.17798782058647655,0.6604895375530748,30.0,HZ5M02_Entorhinal area,HZ5M02,Entorhinal area,5M
Endo,-0.210289165313864,0.7926386599858787,16.0,HZ5M02_Entorhinal area,HZ5M02,Entorhinal area,5M
SMC,-0.2707793858514527,0.6554966794704828,13.0,HZ5M02_Entorhinal area,HZ5M02,Entorhinal area,5M
Olig,-0.3891657616187237,0.28006768191310893,12.0,HZ5M02_Entorhinal area,HZ5M02,Entorhinal area,5M
OPC,-0.7123009145553928,0.23164869582681968,21.0,HZ5M02_Entorhinal area,HZ5M02,Entorhinal area,5M
Peri,0.16248898366304232,0.006708959604747537,471.0,HZ5M02_Hippocampal formation,HZ5M02,Hippocampal formation,5M
Olig,0.12807254616075445,0.0001216078034201325,568.0,HZ5M02_Hippocampal formation,HZ5M02,Hippocampal formation,5M
InN,0.06789965058826954,0.014846120488559088,1248.0,HZ5M02_Hippocampal formation,HZ5M02,Hippocampal formation,5M
Astro,0.06072243392059779,0.011406308299286358,1138.0,HZ5M02_Hippocampal formation,HZ5M02,Hippocampal formation,5M
ExN,0.02671315266308243,2.225293536456104e-06,9072.0,HZ5M02_Hippocampal formation,HZ5M02,Hippocampal formation,5M
Micro,-0.024432716104803652,0.6937077641410079,429.0,HZ5M02_Hippocampal formation,HZ5M02,Hippocampal formation,5M
MSN,-0.04041844177821566,0.5673474681416464,496.0,HZ5M02_Hippocampal formation,HZ5M02,Hippocampal formation,5M
OPC,-0.0581572125757923,0.6891471178226958,209.0,HZ5M02_Hippocampal formation,HZ5M02,Hippocampal formation,5M
SMC,-0.08310063265747807,0.7671957834628278,87.0,HZ5M02_Hippocampal formation,HZ5M02,Hippocampal formation,5M
Endo,-0.13391572142929367,0.2930497850251714,189.0,HZ5M02_Hippocampal formation,HZ5M02,Hippocampal formation,5M
Endo,0.16658997730806074,0.23617360460645742,218.0,HZ5M02_Prefrontal cortex,HZ5M02,Prefrontal cortex,5M
NA,0.1536092393758838,0.32406135812536196,31.0,HZ5M02_Prefrontal cortex,HZ5M02,Prefrontal cortex,5M
SMC,0.13533788587055853,0.037598286595126394,316.0,HZ5M02_Prefrontal cortex,HZ5M02,Prefrontal cortex,5M
OPC,0.13034371655021207,0.27407249035860637,235.0,HZ5M02_Prefrontal cortex,HZ5M02,Prefrontal cortex,5M
Micro,0.09531413278894608,0.0272112586570442,528.0,HZ5M02_Prefrontal cortex,HZ5M02,Prefrontal cortex,5M
Olig,0.09495347876309154,0.012480540452329214,460.0,HZ5M02_Prefrontal cortex,HZ5M02,Prefrontal cortex,5M
Peri,0.0898290194268672,0.01938273281468964,795.0,HZ5M02_Prefrontal cortex,HZ5M02,Prefrontal cortex,5M
ExN,0.05335790665270361,4.076724250104632e-37,15662.0,HZ5M02_Prefrontal cortex,HZ5M02,Prefrontal cortex,5M
InN,0.044646463854223016,0.0014122905822621975,3753.0,HZ5M02_Prefrontal cortex,HZ5M02,Prefrontal cortex,5M
MSN,-0.016256735338142186,0.7368616239325794,908.0,HZ5M02_Prefrontal cortex,HZ5M02,Prefrontal cortex,5M
Astro,-0.03134932273970191,0.2580049411721477,1109.0,HZ5M02_Prefrontal cortex,HZ5M02,Prefrontal cortex,5M
Peri,0.17922054799066864,0.01744852118549071,195.0,HZ5M02_Retrosplenial area,HZ5M02,Retrosplenial area,5M
Olig,0.17556047346986162,1.2695974930537666e-05,318.0,HZ5M02_Retrosplenial area,HZ5M02,Retrosplenial area,5M
Micro,0.1630528639937059,0.08929541066650624,89.0,HZ5M02_Retrosplenial area,HZ5M02,Retrosplenial area,5M
Astro,0.11835436263449074,0.08463889956624648,202.0,HZ5M02_Retrosplenial area,HZ5M02,Retrosplenial area,5M
ExN,0.09572982431477928,1.0445295010043433e-23,3970.0,HZ5M02_Retrosplenial area,HZ5M02,Retrosplenial area,5M
SMC,0.0909710233128932,0.3280972882762283,97.0,HZ5M02_Retrosplenial area,HZ5M02,Retrosplenial area,5M
InN,0.0545165090473769,0.013441229828357036,1372.0,HZ5M02_Retrosplenial area,HZ5M02,Retrosplenial area,5M
MSN,0.03284024726499524,0.8025463120044971,122.0,HZ5M02_Retrosplenial area,HZ5M02,Retrosplenial area,5M
OPC,-0.012348183614027175,0.9827067522778429,56.0,HZ5M02_Retrosplenial area,HZ5M02,Retrosplenial area,5M
Endo,-0.03321459101347258,0.9979482103706078,30.0,HZ5M02_Retrosplenial area,HZ5M02,Retrosplenial area,5M
SMC,0.2738580883307917,0.014185610015855946,85.0,HZ5M02_Striatum,HZ5M02,Striatum,5M
ExN,0.17027281262960972,1.7354956923983174e-09,1057.0,HZ5M02_Striatum,HZ5M02,Striatum,5M
Peri,0.16526203779648016,0.0015312262521717992,403.0,HZ5M02_Striatum,HZ5M02,Striatum,5M
InN,0.11979459561884767,1.6850242002636984e-12,1786.0,HZ5M02_Striatum,HZ5M02,Striatum,5M
MSN,0.10065847878059792,1.3805342494937248e-07,1780.0,HZ5M02_Striatum,HZ5M02,Striatum,5M
Astro,0.09087759008214152,0.17303422007954838,280.0,HZ5M02_Striatum,HZ5M02,Striatum,5M
Micro,0.08019476789164735,0.5452179708071203,91.0,HZ5M02_Striatum,HZ5M02,Striatum,5M
OPC,0.06637025234115378,0.7438888939713031,89.0,HZ5M02_Striatum,HZ5M02,Striatum,5M
Olig,0.06446223721661996,0.0022296896666864166,826.0,HZ5M02_Striatum,HZ5M02,Striatum,5M
Endo,-0.03002602173205014,0.9191049919018727,104.0,HZ5M02_Striatum,HZ5M02,Striatum,5M
Endo,0.4972653750700518,0.000928942312452838,172.0,HZ5M02_Thalamus,HZ5M02,Thalamus,5M
SMC,0.2713044983182495,0.10388597116678457,102.0,HZ5M02_Thalamus,HZ5M02,Thalamus,5M
ExN,0.2193274278845628,1.4629495113985148e-303,9850.0,HZ5M02_Thalamus,HZ5M02,Thalamus,5M
MSN,0.17068813138111016,0.02748265207277499,470.0,HZ5M02_Thalamus,HZ5M02,Thalamus,5M
Peri,0.16520689351190768,7.647238780859985e-06,924.0,HZ5M02_Thalamus,HZ5M02,Thalamus,5M
InN,0.1646558963341659,5.0346383034114657e-26,2909.0,HZ5M02_Thalamus,HZ5M02,Thalamus,5M
Micro,0.15306110257931288,0.0003024885446843288,517.0,HZ5M02_Thalamus,HZ5M02,Thalamus,5M
OPC,0.06339076142622717,0.385475034016454,348.0,HZ5M02_Thalamus,HZ5M02,Thalamus,5M
Astro,0.06202324960188021,0.0640225326598594,857.0,HZ5M02_Thalamus,HZ5M02,Thalamus,5M
Olig,0.03455640566345176,0.029981622085869034,1850.0,HZ5M02_Thalamus,HZ5M02,Thalamus,5M
Endo,0.2709548523075101,0.2409254953149459,111.0,HZ5M03_Basal forebrain,HZ5M03,Basal forebrain,5M
InN,0.21480319792991553,4.8135119218334504e-123,4566.0,HZ5M03_Basal forebrain,HZ5M03,Basal forebrain,5M
OPC,0.1554706075345401,0.22877816735640022,167.0,HZ5M03_Basal forebrain,HZ5M03,Basal forebrain,5M
Astro,0.13695944085400988,0.017090847902480125,361.0,HZ5M03_Basal forebrain,HZ5M03,Basal forebrain,5M
Peri,0.09671460803851639,7.67200198894454e-05,1236.0,HZ5M03_Basal forebrain,HZ5M03,Basal forebrain,5M
ExN,0.07737001048356186,0.0006603317993770069,1572.0,HZ5M03_Basal forebrain,HZ5M03,Basal forebrain,5M
Olig,0.044377450860222434,0.0052306042984673826,1377.0,HZ5M03_Basal forebrain,HZ5M03,Basal forebrain,5M
MSN,0.028093822533985246,0.8129458776626108,22.0,HZ5M03_Basal forebrain,HZ5M03,Basal forebrain,5M
SMC,0.02548984559773284,0.8260788324293616,78.0,HZ5M03_Basal forebrain,HZ5M03,Basal forebrain,5M
Micro,0.007271698816267071,0.8787364602093549,136.0,HZ5M03_Basal forebrain,HZ5M03,Basal forebrain,5M
Peri,0.3943259821373084,0.023928341960532926,29.0,HZ5M03_Hippocampal formation,HZ5M03,Hippocampal formation,5M
ExN,0.1604819744432376,0.3763734415182798,52.0,HZ5M03_Hippocampal formation,HZ5M03,Hippocampal formation,5M
Astro,-0.19092105814880034,0.7139797946599338,13.0,HZ5M03_Hippocampal formation,HZ5M03,Hippocampal formation,5M
InN,,,13.0,HZ5M03_Hippocampal formation,HZ5M03,Hippocampal formation,5M
SMC,0.30938832318447607,0.0019012098445240684,150.0,HZ5M03_Prefrontal cortex,HZ5M03,Prefrontal cortex,5M
Micro,0.28929131395991753,3.214095778256276e-23,878.0,HZ5M03_Prefrontal cortex,HZ5M03,Prefrontal cortex,5M
ExN,0.273180252433398,0.0,25786.0,HZ5M03_Prefrontal cortex,HZ5M03,Prefrontal cortex,5M
Peri,0.2054724196903077,4.219967689984778e-08,861.0,HZ5M03_Prefrontal cortex,HZ5M03,Prefrontal cortex,5M
InN,0.17194226787265227,1.627789616784566e-50,5288.0,HZ5M03_Prefrontal cortex,HZ5M03,Prefrontal cortex,5M
Astro,0.1433157160984112,4.671676561636919e-09,1367.0,HZ5M03_Prefrontal cortex,HZ5M03,Prefrontal cortex,5M
Olig,0.1074205692357625,3.492946984923459e-08,1260.0,HZ5M03_Prefrontal cortex,HZ5M03,Prefrontal cortex,5M
OPC,-0.017007017081328086,0.8428238821627774,420.0,HZ5M03_Prefrontal cortex,HZ5M03,Prefrontal cortex,5M
Endo,-0.05292693053818023,0.692816233324965,273.0,HZ5M03_Prefrontal cortex,HZ5M03,Prefrontal cortex,5M
MSN,-0.15174668370769182,0.6451812578441696,91.0,HZ5M03_Prefrontal cortex,HZ5M03,Prefrontal cortex,5M
SMC,0.3124352757649824,0.04135166524315555,135.0,HZ5M03_Striatum,HZ5M03,Striatum,5M
Micro,0.2522639212093973,1.2151253076818768e-06,465.0,HZ5M03_Striatum,HZ5M03,Striatum,5M
Peri,0.09579388562448456,6.692704381809991e-06,2157.0,HZ5M03_Striatum,HZ5M03,Striatum,5M
InN,0.08599079142148132,9.05220597004219e-20,5628.0,HZ5M03_Striatum,HZ5M03,Striatum,5M
Endo,0.08282726625203926,0.25404423487023253,534.0,HZ5M03_Striatum,HZ5M03,Striatum,5M
Astro,0.061332502725335365,0.013109208392964719,1426.0,HZ5M03_Striatum,HZ5M03,Striatum,5M
ExN,0.05342686533751406,1.8391776914567095e-12,8701.0,HZ5M03_Striatum,HZ5M03,Striatum,5M
Olig,0.052413173607288255,1.3226776481217005e-07,3763.0,HZ5M03_Striatum,HZ5M03,Striatum,5M
MSN,0.04623953449524755,1.4282999393927864e-17,12161.0,HZ5M03_Striatum,HZ5M03,Striatum,5M
OPC,0.0190050014041326,0.7515585057880886,517.0,HZ5M03_Striatum,HZ5M03,Striatum,5M
ExN,0.3452532577412472,0.36865992947178916,24.0,HZ5M04_Basal forebrain,HZ5M04,Basal forebrain,5M
Peri,0.032428078101749115,0.8546024668559279,27.0,HZ5M04_Basal forebrain,HZ5M04,Basal forebrain,5M
Olig,0.004475998496783749,0.8115017683508738,317.0,HZ5M04_Basal forebrain,HZ5M04,Basal forebrain,5M
Astro,0.0023354888134861644,0.8761491486997919,16.0,HZ5M04_Basal forebrain,HZ5M04,Basal forebrain,5M
Endo,-0.3487083964824552,0.7708860188821525,14.0,HZ5M04_Basal forebrain,HZ5M04,Basal forebrain,5M
InN,-0.5914776802317762,0.4280203440928433,18.0,HZ5M04_Basal forebrain,HZ5M04,Basal forebrain,5M
MSN,,,20.0,HZ5M04_Basal forebrain,HZ5M04,Basal forebrain,5M
ExN,0.05168282680002609,0.2990038785209591,315.0,HZ5M04_Entorhinal area,HZ5M04,Entorhinal area,5M
InN,0.027546397842482438,0.7945603432629685,90.0,HZ5M04_Entorhinal area,HZ5M04,Entorhinal area,5M
Peri,-0.02926694051703381,0.903814660108553,18.0,HZ5M04_Entorhinal area,HZ5M04,Entorhinal area,5M
Astro,-0.08707578034372336,0.6446690161467377,46.0,HZ5M04_Entorhinal area,HZ5M04,Entorhinal area,5M
Endo,0.49909530065076807,0.00013547434078081956,158.0,HZ5M04_Hippocampal formation,HZ5M04,Hippocampal formation,5M
SMC,0.20721668994748682,0.11171680666754441,101.0,HZ5M04_Hippocampal formation,HZ5M04,Hippocampal formation,5M
Olig,0.20143447125591835,7.197227804967236e-08,347.0,HZ5M04_Hippocampal formation,HZ5M04,Hippocampal formation,5M
ExN,0.11919851439385497,2.83604831445012e-70,6951.0,HZ5M04_Hippocampal formation,HZ5M04,Hippocampal formation,5M
Peri,0.11246764460530446,0.026579577295117885,398.0,HZ5M04_Hippocampal formation,HZ5M04,Hippocampal formation,5M
InN,0.09565720833268095,0.014733605675906987,696.0,HZ5M04_Hippocampal formation,HZ5M04,Hippocampal formation,5M
Micro,0.08986692990000013,0.2218615489527569,227.0,HZ5M04_Hippocampal formation,HZ5M04,Hippocampal formation,5M
OPC,0.038559742368248065,0.6999312555840855,151.0,HZ5M04_Hippocampal formation,HZ5M04,Hippocampal formation,5M
Astro,-0.006337085165789869,0.8563695077729712,877.0,HZ5M04_Hippocampal formation,HZ5M04,Hippocampal formation,5M
MSN,-0.10726551825303954,0.6182917455787867,116.0,HZ5M04_Hippocampal formation,HZ5M04,Hippocampal formation,5M
Peri,0.3187815299646579,4.881834980620305e-17,643.0,HZ5M04_Prefrontal cortex,HZ5M04,Prefrontal cortex,5M
Micro,0.3178811374779901,3.306573990357138e-15,443.0,HZ5M04_Prefrontal cortex,HZ5M04,Prefrontal cortex,5M
Endo,0.210933854100887,0.057460177162493575,207.0,HZ5M04_Prefrontal cortex,HZ5M04,Prefrontal cortex,5M
ExN,0.21045300423636612,0.0,22834.0,HZ5M04_Prefrontal cortex,HZ5M04,Prefrontal cortex,5M
OPC,0.17565042505149062,0.08431613400887225,219.0,HZ5M04_Prefrontal cortex,HZ5M04,Prefrontal cortex,5M
InN,0.15673775040373975,1.0515590800048174e-37,4416.0,HZ5M04_Prefrontal cortex,HZ5M04,Prefrontal cortex,5M
Astro,0.14980435837917105,1.4435118035771998e-06,856.0,HZ5M04_Prefrontal cortex,HZ5M04,Prefrontal cortex,5M
MSN,0.09387461490045725,0.14922676786183534,571.0,HZ5M04_Prefrontal cortex,HZ5M04,Prefrontal cortex,5M
SMC,0.03562335600440423,0.7776468536718015,99.0,HZ5M04_Prefrontal cortex,HZ5M04,Prefrontal cortex,5M
Olig,0.032025740447243926,0.07517097304574946,1036.0,HZ5M04_Prefrontal cortex,HZ5M04,Prefrontal cortex,5M
MSN,0.35896295546882995,0.4394930353022295,46.0,HZ5M04_Retrosplenial area,HZ5M04,Retrosplenial area,5M
Peri,0.28125830351332354,1.206570722179317e-08,301.0,HZ5M04_Retrosplenial area,HZ5M04,Retrosplenial area,5M
