,Moran's I,P-value,num_cell,sample_region,sample,region,month
Peri,0.2606595809904072,6.979306376826471e-07,493.0,HZ12M01_Basal forebrain,HZ12M01,Basal forebrain,12M
OPC,0.14084978282873262,0.226629415321965,200.0,HZ12M01_Basal forebrain,HZ12M01,Basal forebrain,12M
Endo,0.12471261043055455,0.20901459232011843,231.0,HZ12M01_Basal forebrain,HZ12M01,Basal forebrain,12M
InN,0.09418946619044496,2.360708951483918e-17,3295.0,HZ12M01_Basal forebrain,HZ12M01,Basal forebrain,12M
ExN,0.07357464109636068,0.009198271372312584,1130.0,HZ12M01_Basal forebrain,HZ12M01,Basal forebrain,12M
Olig,0.06856865713784888,0.01198751314794898,549.0,HZ12M01_Basal forebrain,HZ12M01,Basal forebrain,12M
Astro,0.06673590418501243,0.0030095469351268484,1276.0,HZ12M01_Basal forebrain,HZ12M01,Basal forebrain,12M
SMC,0.0638865639866932,0.0004979780540568938,1760.0,HZ12M01_Basal forebrain,HZ12M01,Basal forebrain,12M
Micro,0.057743776977057425,0.1372231641639083,421.0,HZ12M01_Basal forebrain,HZ12M01,Basal forebrain,12M
Astro,0.17908023280863997,0.38697726028585855,20.0,HZ12M01_Hippocampal formation,HZ12M01,Hippocampal formation,12M
Olig,0.1558312496465366,0.4258071859950261,25.0,HZ12M01_Hippocampal formation,HZ12M01,Hippocampal formation,12M
ExN,0.035122911860914666,0.7811190628816763,47.0,HZ12M01_Hippocampal formation,HZ12M01,Hippocampal formation,12M
SMC,0.17387703373749194,6.449093203188691e-07,1204.0,HZ12M01_Prefrontal cortex,HZ12M01,Prefrontal cortex,12M
Micro,0.14533512979245228,3.631472004410346e-27,2666.0,HZ12M01_Prefrontal cortex,HZ12M01,Prefrontal cortex,12M
Astro,0.13548888860020916,4.998771480017928e-51,6061.0,HZ12M01_Prefrontal cortex,HZ12M01,Prefrontal cortex,12M
ExN,0.1080047965550104,7.961684126574218e-203,21788.0,HZ12M01_Prefrontal cortex,HZ12M01,Prefrontal cortex,12M
Olig,0.07599582628591761,5.3685785140109616e-05,1402.0,HZ12M01_Prefrontal cortex,HZ12M01,Prefrontal cortex,12M
InN,0.060412843879210525,0.0006860259768648525,2905.0,HZ12M01_Prefrontal cortex,HZ12M01,Prefrontal cortex,12M
Peri,0.0417614873648142,0.4886558531529831,528.0,HZ12M01_Prefrontal cortex,HZ12M01,Prefrontal cortex,12M
OPC,0.026943795688386573,0.7141776920131437,513.0,HZ12M01_Prefrontal cortex,HZ12M01,Prefrontal cortex,12M
Endo,0.009954786083246507,0.8267796890056058,842.0,HZ12M01_Prefrontal cortex,HZ12M01,Prefrontal cortex,12M
SMC,0.1285426011303453,8.172366032461443e-12,2936.0,HZ12M01_Striatum,HZ12M01,Striatum,12M
Micro,0.09098830355951314,4.4614418605188173e-11,2907.0,HZ12M01_Striatum,HZ12M01,Striatum,12M
Endo,0.06575978850917205,0.007965231590141428,2255.0,HZ12M01_Striatum,HZ12M01,Striatum,12M
InN,0.06308590692117955,2.4644999861267335e-05,3879.0,HZ12M01_Striatum,HZ12M01,Striatum,12M
ExN,0.05273649472417052,1.2047489773831064e-09,7426.0,HZ12M01_Striatum,HZ12M01,Striatum,12M
Astro,0.046779474448468424,1.9078622484706602e-10,8335.0,HZ12M01_Striatum,HZ12M01,Striatum,12M
Peri,0.0403681446717369,0.1531151861466481,1827.0,HZ12M01_Striatum,HZ12M01,Striatum,12M
MSN,0.02567335225064401,0.001845661762578243,6872.0,HZ12M01_Striatum,HZ12M01,Striatum,12M
Olig,0.016823592954613338,0.09043028885159195,3807.0,HZ12M01_Striatum,HZ12M01,Striatum,12M
OPC,-0.03211237203205151,0.5341196061811292,915.0,HZ12M01_Striatum,HZ12M01,Striatum,12M
SMC,0.5337998143320404,0.24590322973931789,22.0,HZ12M02_Entorhinal area,HZ12M02,Entorhinal area,12M
Olig,0.22559677194247574,0.23026988534299475,24.0,HZ12M02_Entorhinal area,HZ12M02,Entorhinal area,12M
Astro,0.13215332898415139,0.005874386254159604,324.0,HZ12M02_Entorhinal area,HZ12M02,Entorhinal area,12M
ExN,0.03318540710284779,0.10210031248352124,1062.0,HZ12M02_Entorhinal area,HZ12M02,Entorhinal area,12M
InN,0.026761946284389087,0.7883475500913679,110.0,HZ12M02_Entorhinal area,HZ12M02,Entorhinal area,12M
Micro,0.020817577295627117,0.6768941233455487,186.0,HZ12M02_Entorhinal area,HZ12M02,Entorhinal area,12M
MSN,-0.15210285285980785,0.3747231555046996,73.0,HZ12M02_Entorhinal area,HZ12M02,Entorhinal area,12M
OPC,-0.21573398309177677,0.6156193376464847,42.0,HZ12M02_Entorhinal area,HZ12M02,Entorhinal area,12M
Peri,-0.3059127531083039,0.24771931816028048,41.0,HZ12M02_Entorhinal area,HZ12M02,Entorhinal area,12M
Endo,-1.0935597987866672,0.05931174474117814,22.0,HZ12M02_Entorhinal area,HZ12M02,Entorhinal area,12M
MSN,0.08720823108299866,0.31053342216969226,371.0,HZ12M02_Hippocampal formation,HZ12M02,Hippocampal formation,12M
Endo,0.08216657267601866,0.29267327751018823,379.0,HZ12M02_Hippocampal formation,HZ12M02,Hippocampal formation,12M
Micro,0.07733262220374457,0.0003628671617957857,1314.0,HZ12M02_Hippocampal formation,HZ12M02,Hippocampal formation,12M
SMC,0.07160265253412894,0.013127715586372242,867.0,HZ12M02_Hippocampal formation,HZ12M02,Hippocampal formation,12M
Peri,0.07053227266017867,0.1404035891852788,616.0,HZ12M02_Hippocampal formation,HZ12M02,Hippocampal formation,12M
Astro,0.05649960115837727,1.7416777884032446e-07,3687.0,HZ12M02_Hippocampal formation,HZ12M02,Hippocampal formation,12M
ExN,0.04212993858428176,3.488195995320776e-23,13003.0,HZ12M02_Hippocampal formation,HZ12M02,Hippocampal formation,12M
Olig,0.020043726252228306,0.3340172999459925,1057.0,HZ12M02_Hippocampal formation,HZ12M02,Hippocampal formation,12M
InN,0.012675423953168261,0.7156307363385482,828.0,HZ12M02_Hippocampal formation,HZ12M02,Hippocampal formation,12M
OPC,-0.06765567408047488,0.4841092717469603,305.0,HZ12M02_Hippocampal formation,HZ12M02,Hippocampal formation,12M
SMC,0.1521951445255822,0.007213116540672457,670.0,HZ12M02_Prefrontal cortex,HZ12M02,Prefrontal cortex,12M
ExN,0.11504684310394268,1.2427128510610234e-180,17047.0,HZ12M02_Prefrontal cortex,HZ12M02,Prefrontal cortex,12M
MSN,0.07586039156040929,0.11341007750703966,848.0,HZ12M02_Prefrontal cortex,HZ12M02,Prefrontal cortex,12M
Micro,0.07434639092348136,5.516892384737489e-07,2107.0,HZ12M02_Prefrontal cortex,HZ12M02,Prefrontal cortex,12M
Astro,0.07251034190095297,6.503511061058054e-08,3577.0,HZ12M02_Prefrontal cortex,HZ12M02,Prefrontal cortex,12M
InN,0.06697755097180659,9.20644692835288e-07,3982.0,HZ12M02_Prefrontal cortex,HZ12M02,Prefrontal cortex,12M
Endo,0.05975076569379821,0.33661536189614294,581.0,HZ12M02_Prefrontal cortex,HZ12M02,Prefrontal cortex,12M
Olig,0.03123661387386556,0.06949547683535814,1460.0,HZ12M02_Prefrontal cortex,HZ12M02,Prefrontal cortex,12M
OPC,0.022611937944676815,0.7441611458104744,493.0,HZ12M02_Prefrontal cortex,HZ12M02,Prefrontal cortex,12M
Peri,-0.011431448948579807,0.8416267063713262,764.0,HZ12M02_Prefrontal cortex,HZ12M02,Prefrontal cortex,12M
OPC,0.24272609253273103,0.049343508516922936,176.0,HZ12M02_Retrosplenial area,HZ12M02,Retrosplenial area,12M
SMC,0.21714696172515172,2.849056111031784e-06,461.0,HZ12M02_Retrosplenial area,HZ12M02,Retrosplenial area,12M
Olig,0.10165412697341497,3.5856406016819803e-06,852.0,HZ12M02_Retrosplenial area,HZ12M02,Retrosplenial area,12M
ExN,0.0905793498673515,6.075901527073618e-18,3607.0,HZ12M02_Retrosplenial area,HZ12M02,Retrosplenial area,12M
Micro,0.07555432433558158,0.009909531597811787,606.0,HZ12M02_Retrosplenial area,HZ12M02,Retrosplenial area,12M
InN,0.07014341568480569,0.0014155185238528846,1434.0,HZ12M02_Retrosplenial area,HZ12M02,Retrosplenial area,12M
Astro,0.056986802572260166,0.008425263745667416,1349.0,HZ12M02_Retrosplenial area,HZ12M02,Retrosplenial area,12M
Peri,0.03347078346757437,0.5914877438731679,348.0,HZ12M02_Retrosplenial area,HZ12M02,Retrosplenial area,12M
MSN,-0.0023582322552743256,0.9773475693368039,147.0,HZ12M02_Retrosplenial area,HZ12M02,Retrosplenial area,12M
Endo,-0.09657984218534213,0.5369767284253771,165.0,HZ12M02_Retrosplenial area,HZ12M02,Retrosplenial area,12M
OPC,0.5303761238658753,1.0208499716685802e-07,182.0,HZ12M02_Striatum,HZ12M02,Striatum,12M
Micro,0.5273910160001561,1.1807329784853476e-13,208.0,HZ12M02_Striatum,HZ12M02,Striatum,12M
SMC,0.4257797060880238,1.432962893142935e-20,337.0,HZ12M02_Striatum,HZ12M02,Striatum,12M
Astro,0.2805494281879901,5.4415399517264e-32,1086.0,HZ12M02_Striatum,HZ12M02,Striatum,12M
Peri,0.23623772012585523,0.0017811879518283779,240.0,HZ12M02_Striatum,HZ12M02,Striatum,12M
ExN,0.22571229881588947,0.00030382472077749326,306.0,HZ12M02_Striatum,HZ12M02,Striatum,12M
InN,0.16352513499825802,0.0007821546418078601,318.0,HZ12M02_Striatum,HZ12M02,Striatum,12M
MSN,0.15145240603372495,0.0022814547213759607,373.0,HZ12M02_Striatum,HZ12M02,Striatum,12M
Endo,0.140715363974395,0.0036889851776740184,356.0,HZ12M02_Striatum,HZ12M02,Striatum,12M
Olig,0.036271356345336944,0.3369598671347762,301.0,HZ12M02_Striatum,HZ12M02,Striatum,12M
MSN,0.21752427381452122,0.001850481963536768,621.0,HZ12M02_Thalamus,HZ12M02,Thalamus,12M
SMC,0.18896041519697004,4.784599307445081e-13,2032.0,HZ12M02_Thalamus,HZ12M02,Thalamus,12M
InN,0.17568246544921512,6.442638316567865e-62,5268.0,HZ12M02_Thalamus,HZ12M02,Thalamus,12M
ExN,0.12116623130681253,2.0411737955782875e-71,9715.0,HZ12M02_Thalamus,HZ12M02,Thalamus,12M
Micro,0.10173908448161394,2.7747087344065146e-15,3481.0,HZ12M02_Thalamus,HZ12M02,Thalamus,12M
Peri,0.09623873076685731,0.001006236092905878,1818.0,HZ12M02_Thalamus,HZ12M02,Thalamus,12M
OPC,0.08765919992849512,0.014646786489380514,1283.0,HZ12M02_Thalamus,HZ12M02,Thalamus,12M
Astro,0.08724611861288524,1.3188788991758422e-38,9607.0,HZ12M02_Thalamus,HZ12M02,Thalamus,12M
Endo,0.0300847069533685,0.5635014795810578,877.0,HZ12M02_Thalamus,HZ12M02,Thalamus,12M
Olig,0.025163266160120684,0.04312311359626641,3303.0,HZ12M02_Thalamus,HZ12M02,Thalamus,12M
Endo,0.09794059757939075,0.11306860503682957,484.0,HZ12M03_Basal forebrain,HZ12M03,Basal forebrain,12M
Micro,0.07585471961013965,0.0027914500403105258,1076.0,HZ12M03_Basal forebrain,HZ12M03,Basal forebrain,12M
Olig,0.05012903182223573,8.15285563540956e-05,2339.0,HZ12M03_Basal forebrain,HZ12M03,Basal forebrain,12M
Astro,0.04317575432488477,0.0001646428645971925,3447.0,HZ12M03_Basal forebrain,HZ12M03,Basal forebrain,12M
MSN,0.014083423257994979,0.8390143534166219,36.0,HZ12M03_Basal forebrain,HZ12M03,Basal forebrain,12M
SMC,0.013125972048327371,0.6446067695262302,1165.0,HZ12M03_Basal forebrain,HZ12M03,Basal forebrain,12M
InN,0.012726125647411856,0.29668640758145226,3249.0,HZ12M03_Basal forebrain,HZ12M03,Basal forebrain,12M
ExN,-0.005745500614005206,0.7462522973459058,2282.0,HZ12M03_Basal forebrain,HZ12M03,Basal forebrain,12M
Peri,-0.0071492410424115775,0.8844502582737894,841.0,HZ12M03_Basal forebrain,HZ12M03,Basal forebrain,12M
OPC,-0.02815713596909982,0.6174986326798477,592.0,HZ12M03_Basal forebrain,HZ12M03,Basal forebrain,12M
Astro,0.3082516672992906,0.12100208516717946,36.0,HZ12M03_Hippocampal formation,HZ12M03,Hippocampal formation,12M
ExN,0.01040166409457145,0.8486390141955472,42.0,HZ12M03_Hippocampal formation,HZ12M03,Hippocampal formation,12M
SMC,-0.05863420710913411,0.9993414165305139,18.0,HZ12M03_Hippocampal formation,HZ12M03,Hippocampal formation,12M
Olig,-0.07877651085901356,0.49475301184347387,53.0,HZ12M03_Hippocampal formation,HZ12M03,Hippocampal formation,12M
SMC,0.32993680865099956,4.7760874665072254e-74,2888.0,HZ12M03_Prefrontal cortex,HZ12M03,Prefrontal cortex,12M
Astro,0.15355650132570903,1.1347756369617379e-73,7158.0,HZ12M03_Prefrontal cortex,HZ12M03,Prefrontal cortex,12M
Peri,0.14147769286817433,1.8655840516221758e-05,1122.0,HZ12M03_Prefrontal cortex,HZ12M03,Prefrontal cortex,12M
OPC,0.11358603314854053,0.021342421138542362,897.0,HZ12M03_Prefrontal cortex,HZ12M03,Prefrontal cortex,12M
ExN,0.11337869395868165,0.0,30170.0,HZ12M03_Prefrontal cortex,HZ12M03,Prefrontal cortex,12M
Endo,0.0963973372007983,0.010587699385625137,1100.0,HZ12M03_Prefrontal cortex,HZ12M03,Prefrontal cortex,12M
InN,0.090824856895336,2.720448903367417e-20,7022.0,HZ12M03_Prefrontal cortex,HZ12M03,Prefrontal cortex,12M
Micro,0.0815594736802218,9.695467751501133e-18,4406.0,HZ12M03_Prefrontal cortex,HZ12M03,Prefrontal cortex,12M
Olig,0.05005398684353707,0.007390827369268874,1598.0,HZ12M03_Prefrontal cortex,HZ12M03,Prefrontal cortex,12M
SMC,0.13030371806565333,1.5980572982952043e-14,3732.0,HZ12M03_Striatum,HZ12M03,Striatum,12M
Endo,0.09509428249941271,0.0005337093771786429,1985.0,HZ12M03_Striatum,HZ12M03,Striatum,12M
Peri,0.08017553982716284,0.002280382019649809,2007.0,HZ12M03_Striatum,HZ12M03,Striatum,12M
Micro,0.061164787620959386,1.0208567780435887e-07,3853.0,HZ12M03_Striatum,HZ12M03,Striatum,12M
Astro,0.0594745924143524,6.819509524010892e-19,9714.0,HZ12M03_Striatum,HZ12M03,Striatum,12M
InN,0.05307292362035436,5.258396688078394e-09,7380.0,HZ12M03_Striatum,HZ12M03,Striatum,12M
ExN,0.047292897916674466,3.020868606887101e-12,10488.0,HZ12M03_Striatum,HZ12M03,Striatum,12M
OPC,0.046950773019344805,0.26225983458511903,1212.0,HZ12M03_Striatum,HZ12M03,Striatum,12M
Olig,0.02695761587304072,0.006982359592708468,4139.0,HZ12M03_Striatum,HZ12M03,Striatum,12M
MSN,0.005075001657264628,0.4487528439667089,8901.0,HZ12M03_Striatum,HZ12M03,Striatum,12M
MSN,0.61320900471968,0.001621010294823432,54.0,HZ12M04_Entorhinal area,HZ12M04,Entorhinal area,12M
SMC,0.4224747131177916,0.00228074073804083,82.0,HZ12M04_Entorhinal area,HZ12M04,Entorhinal area,12M
Astro,0.1558341504912903,1.666046298011672e-05,414.0,HZ12M04_Entorhinal area,HZ12M04,Entorhinal area,12M
OPC,0.11997246827217625,0.42886795339399286,64.0,HZ12M04_Entorhinal area,HZ12M04,Entorhinal area,12M
Micro,0.11174229651317207,0.01760350296023279,242.0,HZ12M04_Entorhinal area,HZ12M04,Entorhinal area,12M
Peri,0.024705315644813455,0.8175689544156314,47.0,HZ12M04_Entorhinal area,HZ12M04,Entorhinal area,12M
ExN,-0.013135017688289426,0.5891314162752765,880.0,HZ12M04_Entorhinal area,HZ12M04,Entorhinal area,12M
InN,-0.023901880193746672,0.7042291168536614,313.0,HZ12M04_Entorhinal area,HZ12M04,Entorhinal area,12M
Olig,-0.03719233976522958,0.9558065231633526,20.0,HZ12M04_Entorhinal area,HZ12M04,Entorhinal area,12M
Endo,-0.05225935491837523,0.8858554265867963,53.0,HZ12M04_Entorhinal area,HZ12M04,Entorhinal area,12M
Peri,0.08755941500084936,0.038208505574015846,555.0,HZ12M04_Hippocampal formation,HZ12M04,Hippocampal formation,12M
SMC,0.07233468011173119,0.01201175406694051,914.0,HZ12M04_Hippocampal formation,HZ12M04,Hippocampal formation,12M
ExN,0.05358257581777838,2.0951650325489785e-31,11306.0,HZ12M04_Hippocampal formation,HZ12M04,Hippocampal formation,12M
Micro,0.04638117141786533,0.026485819156934008,1179.0,HZ12M04_Hippocampal formation,HZ12M04,Hippocampal formation,12M
Astro,0.03397035510819441,0.00043793860904749264,3770.0,HZ12M04_Hippocampal formation,HZ12M04,Hippocampal formation,12M
InN,0.019440547930567455,0.5448383593402198,822.0,HZ12M04_Hippocampal formation,HZ12M04,Hippocampal formation,12M
OPC,-0.021721957864047205,0.8636559313806759,240.0,HZ12M04_Hippocampal formation,HZ12M04,Hippocampal formation,12M
MSN,-0.025004762434127647,0.8448332091436916,245.0,HZ12M04_Hippocampal formation,HZ12M04,Hippocampal formation,12M
Endo,-0.029381371341560495,0.7318925348971852,291.0,HZ12M04_Hippocampal formation,HZ12M04,Hippocampal formation,12M
Olig,-0.03531055097679155,0.3243127368118486,442.0,HZ12M04_Hippocampal formation,HZ12M04,Hippocampal formation,12M
SMC,0.34962250960226104,5.48020782902227e-34,1449.0,HZ12M04_Prefrontal cortex,HZ12M04,Prefrontal cortex,12M
ExN,0.18476191951507792,0.0,20851.0,HZ12M04_Prefrontal cortex,HZ12M04,Prefrontal cortex,12M
MSN,0.10874958621300551,0.014938473816706634,909.0,HZ12M04_Prefrontal cortex,HZ12M04,Prefrontal cortex,12M
Astro,0.09522601176194943,2.1331966945800292e-15,4138.0,HZ12M04_Prefrontal cortex,HZ12M04,Prefrontal cortex,12M
Endo,0.0872066422897459,0.047376228201385415,821.0,HZ12M04_Prefrontal cortex,HZ12M04,Prefrontal cortex,12M
InN,0.07465622137922734,5.446007768865774e-13,5673.0,HZ12M04_Prefrontal cortex,HZ12M04,Prefrontal cortex,12M
Peri,0.07406239390857447,0.08913225680384007,753.0,HZ12M04_Prefrontal cortex,HZ12M04,Prefrontal cortex,12M
OPC,0.0708872402964824,0.2163276650391326,687.0,HZ12M04_Prefrontal cortex,HZ12M04,Prefrontal cortex,12M
Micro,0.04523173092712969,0.0006894716930600574,2558.0,HZ12M04_Prefrontal cortex,HZ12M04,Prefrontal cortex,12M
Olig,-0.055543913055055315,0.00033101891526501393,1767.0,HZ12M04_Prefrontal cortex,HZ12M04,Prefrontal cortex,12M
MSN,0.3434260931376348,0.05119553822209572,104.0,HZ12M04_Retrosplenial area,HZ12M04,Retrosplenial area,12M
OPC,0.18024870286922842,0.11642478844069114,175.0,HZ12M04_Retrosplenial area,HZ12M04,Retrosplenial area,12M
Endo,0.16455171888371087,0.13625906850012987,167.0,HZ12M04_Retrosplenial area,HZ12M04,Retrosplenial area,12M
SMC,0.10403280373568422,0.004055420962168327,713.0,HZ12M04_Retrosplenial area,HZ12M04,Retrosplenial area,12M
ExN,0.08576936719428802,9.492256235539635e-17,3547.0,HZ12M04_Retrosplenial area,HZ12M04,Retrosplenial area,12M
Olig,0.07302627374078502,5.5092425262350915e-05,1086.0,HZ12M04_Retrosplenial area,HZ12M04,Retrosplenial area,12M
Astro,0.057044483743852195,0.002251880366531897,1466.0,HZ12M04_Retrosplenial area,HZ12M04,Retrosplenial area,12M
Micro,0.034504762163410696,0.16817633381272468,743.0,HZ12M04_Retrosplenial area,HZ12M04,Retrosplenial area,12M
InN,0.02293165791795566,0.24155887138000476,1619.0,HZ12M04_Retrosplenial area,HZ12M04,Retrosplenial area,12M
Peri,-0.07720272600978637,0.35311255801629937,259.0,HZ12M04_Retrosplenial area,HZ12M04,Retrosplenial area,12M
Micro,0.5738400692126736,2.288761091945977e-53,609.0,HZ12M04_Striatum,HZ12M04,Striatum,12M
Astro,0.45629022252308,1.5191436546075782e-209,2410.0,HZ12M04_Striatum,HZ12M04,Striatum,12M
OPC,0.27969368482405793,7.805140007058455e-11,637.0,HZ12M04_Striatum,HZ12M04,Striatum,12M
Endo,0.26459090411184866,5.45219397576599e-13,762.0,HZ12M04_Striatum,HZ12M04,Striatum,12M
SMC,0.23983933884751568,2.033135524893835e-08,629.0,HZ12M04_Striatum,HZ12M04,Striatum,12M
Peri,0.22825624446780357,0.00019828520248545736,394.0,HZ12M04_Striatum,HZ12M04,Striatum,12M
Olig,0.15734702606752732,7.920024974419799e-09,648.0,HZ12M04_Striatum,HZ12M04,Striatum,12M
InN,0.10582227073111299,5.4658693934507097e-08,1725.0,HZ12M04_Striatum,HZ12M04,Striatum,12M
MSN,0.09179073821866299,0.00019034177021783402,990.0,HZ12M04_Striatum,HZ12M04,Striatum,12M
ExN,0.08197394372765102,3.327340158169754e-05,1589.0,HZ12M04_Striatum,HZ12M04,Striatum,12M
ExN,0.15925473731613818,8.977268266749789e-115,8946.0,HZ12M04_Thalamus,HZ12M04,Thalamus,12M
InN,0.15776344390826935,2.6398079205246996e-61,5902.0,HZ12M04_Thalamus,HZ12M04,Thalamus,12M
SMC,0.12583864786928703,3.008653855016115e-09,2551.0,HZ12M04_Thalamus,HZ12M04,Thalamus,12M
OPC,0.11503094848142141,0.00047450640676433795,1335.0,HZ12M04_Thalamus,HZ12M04,Thalamus,12M
Endo,0.09684445516181299,0.054038957600924385,814.0,HZ12M04_Thalamus,HZ12M04,Thalamus,12M
Astro,0.09111129140871008,7.235846751783964e-41,8542.0,HZ12M04_Thalamus,HZ12M04,Thalamus,12M
MSN,0.06842457201786643,0.42079763900854017,418.0,HZ12M04_Thalamus,HZ12M04,Thalamus,12M
Peri,0.04498408478677669,0.13305631464091608,1494.0,HZ12M04_Thalamus,HZ12M04,Thalamus,12M
Micro,0.03504608380500834,0.006247488712350788,2987.0,HZ12M04_Thalamus,HZ12M04,Thalamus,12M
Olig,0.01352112739903919,0.3271939475657758,2413.0,HZ12M04_Thalamus,HZ12M04,Thalamus,12M
OPC,0.1732669357704291,0.01490870543981345,361.0,HZ12M05_Basal forebrain,HZ12M05,Basal forebrain,12M
Peri,0.15357891856663608,0.0009791907447601247,620.0,HZ12M05_Basal forebrain,HZ12M05,Basal forebrain,12M
InN,0.13551843773751487,1.2672415043950412e-34,3592.0,HZ12M05_Basal forebrain,HZ12M05,Basal forebrain,12M
Endo,0.10690083745422996,0.10338841593505874,378.0,HZ12M05_Basal forebrain,HZ12M05,Basal forebrain,12M
SMC,0.056203762870143455,0.011555992444635744,1507.0,HZ12M05_Basal forebrain,HZ12M05,Basal forebrain,12M
ExN,0.04531285288892769,0.01604811217904752,1826.0,HZ12M05_Basal forebrain,HZ12M05,Basal forebrain,12M
Olig,0.0443789194331299,0.06433198243993002,875.0,HZ12M05_Basal forebrain,HZ12M05,Basal forebrain,12M
Astro,0.042758567577984165,0.0019606387652898985,2393.0,HZ12M05_Basal forebrain,HZ12M05,Basal forebrain,12M
Micro,0.030231960674992564,0.2792224498689314,728.0,HZ12M05_Basal forebrain,HZ12M05,Basal forebrain,12M
MSN,-0.14016295356230174,0.6587632884890015,35.0,HZ12M05_Basal forebrain,HZ12M05,Basal forebrain,12M
Astro,0.11586984727330768,0.27595127340639425,34.0,HZ12M05_Hippocampal formation,HZ12M05,Hippocampal formation,12M
ExN,0.08519963401079812,0.5078912025638378,53.0,HZ12M05_Hippocampal formation,HZ12M05,Hippocampal formation,12M
Olig,0.011935485714522421,0.7592604605419708,49.0,HZ12M05_Hippocampal formation,HZ12M05,Hippocampal formation,12M
SMC,0.297997150705724,2.9876331281039186e-26,1723.0,HZ12M05_Prefrontal cortex,HZ12M05,Prefrontal cortex,12M
Peri,0.20144852249779793,8.607271793663642e-09,1118.0,HZ12M05_Prefrontal cortex,HZ12M05,Prefrontal cortex,12M
Astro,0.12009330746611488,1.3514756247300164e-49,7670.0,HZ12M05_Prefrontal cortex,HZ12M05,Prefrontal cortex,12M
ExN,0.11788368528631073,0.0,27933.0,HZ12M05_Prefrontal cortex,HZ12M05,Prefrontal cortex,12M
InN,0.0772393493317376,4.3731787978261434e-11,5353.0,HZ12M05_Prefrontal cortex,HZ12M05,Prefrontal cortex,12M
Olig,0.06543135497359175,2.029116607298396e-05,2355.0,HZ12M05_Prefrontal cortex,HZ12M05,Prefrontal cortex,12M
Micro,0.06283408590847626,2.386317172595015e-12,5012.0,HZ12M05_Prefrontal cortex,HZ12M05,Prefrontal cortex,12M
Endo,0.029841574717039115,0.3904086453707871,1327.0,HZ12M05_Prefrontal cortex,HZ12M05,Prefrontal cortex,12M
OPC,0.015997983140630757,0.7134989484592027,1034.0,HZ12M05_Prefrontal cortex,HZ12M05,Prefrontal cortex,12M
Peri,0.12025941614824028,7.063342283408293e-06,1724.0,HZ12M05_Striatum,HZ12M05,Striatum,12M
InN,0.1032629231788435,1.8801894473893175e-21,5659.0,HZ12M05_Striatum,HZ12M05,Striatum,12M
SMC,0.08863530780154043,4.242108563218558e-06,2808.0,HZ12M05_Striatum,HZ12M05,Striatum,12M
Astro,0.07519461937881591,4.383534685268869e-32,9988.0,HZ12M05_Striatum,HZ12M05,Striatum,12M
ExN,0.05064619425812491,1.9278329859806697e-10,8274.0,HZ12M05_Striatum,HZ12M05,Striatum,12M
OPC,0.024754123697892958,0.5520171425575013,1073.0,HZ12M05_Striatum,HZ12M05,Striatum,12M
Olig,0.01862433345877784,0.024196028961301515,5296.0,HZ12M05_Striatum,HZ12M05,Striatum,12M
Micro,0.018410818678346593,0.09699920519201415,3669.0,HZ12M05_Striatum,HZ12M05,Striatum,12M
MSN,0.015772009650827538,0.0271835119493853,8367.0,HZ12M05_Striatum,HZ12M05,Striatum,12M
Endo,-0.013123199752624756,0.6255644227816228,2059.0,HZ12M05_Striatum,HZ12M05,Striatum,12M
Endo,0.8590111001741738,0.01136455057491095,22.0,HZ12M06_Entorhinal area,HZ12M06,Entorhinal area,12M
MSN,0.5460994945439703,0.18327353964128823,28.0,HZ12M06_Entorhinal area,HZ12M06,Entorhinal area,12M
Astro,0.2625274727497707,1.465342372187971e-08,302.0,HZ12M06_Entorhinal area,HZ12M06,Entorhinal area,12M
SMC,0.2425145740519277,0.02139299944766591,85.0,HZ12M06_Entorhinal area,HZ12M06,Entorhinal area,12M
OPC,0.07374534848602467,0.6381429487165945,35.0,HZ12M06_Entorhinal area,HZ12M06,Entorhinal area,12M
Micro,0.052050214877300945,0.13082959804626507,288.0,HZ12M06_Entorhinal area,HZ12M06,Entorhinal area,12M
ExN,0.04539624565414865,0.061405268564854336,787.0,HZ12M06_Entorhinal area,HZ12M06,Entorhinal area,12M
InN,-0.03856028883868504,0.6701108272688445,190.0,HZ12M06_Entorhinal area,HZ12M06,Entorhinal area,12M
Peri,-0.0779894757009804,0.8762751496386709,29.0,HZ12M06_Entorhinal area,HZ12M06,Entorhinal area,12M
Olig,-0.11580316712371228,0.7611232914485548,21.0,HZ12M06_Entorhinal area,HZ12M06,Entorhinal area,12M
Peri,0.2562743883002197,2.5391114937396966e-05,379.0,HZ12M06_Hippocampal formation,HZ12M06,Hippocampal formation,12M
SMC,0.24563103281745322,1.3552262431974787e-05,327.0,HZ12M06_Hippocampal formation,HZ12M06,Hippocampal formation,12M
Micro,0.1407202495312297,5.0235441599676516e-09,943.0,HZ12M06_Hippocampal formation,HZ12M06,Hippocampal formation,12M
Olig,0.10474078195492327,0.0017174080023299658,481.0,HZ12M06_Hippocampal formation,HZ12M06,Hippocampal formation,12M
MSN,0.07723847476698448,0.32373589426104465,288.0,HZ12M06_Hippocampal formation,HZ12M06,Hippocampal formation,12M
ExN,0.04343957216872469,2.168144623988347e-20,10836.0,HZ12M06_Hippocampal formation,HZ12M06,Hippocampal formation,12M
