,Moran's I,P-value,num_cell,sample_region,sample,region,month
Olig,0.18065210085169012,3.5650603474313115e-30,1199.0,HZ4MP202_Retrosplenial area,HZ4MP202,Retrosplenial area,4M
ExN,0.13831860539068652,9.687049723317982e-38,3687.0,HZ4MP202_Retrosplenial area,HZ4MP202,Retrosplenial area,4M
InN,0.12979524200043,2.068449223270928e-09,1356.0,HZ4MP202_Retrosplenial area,HZ4MP202,Retrosplenial area,4M
Micro,0.12898184320281578,0.00019934709747700788,538.0,HZ4MP202_Retrosplenial area,HZ4MP202,Retrosplenial area,4M
Peri,0.08422085031101509,0.12039153333256526,266.0,HZ4MP202_Retrosplenial area,HZ4MP202,Retrosplenial area,4M
Astro,0.07890477306606336,0.0006960152471520253,904.0,HZ4MP202_Retrosplenial area,HZ4MP202,Retrosplenial area,4M
Endo,0.047267133151447434,0.3949117000914204,277.0,HZ4MP202_Retrosplenial area,HZ4MP202,Retrosplenial area,4M
OPC,-0.020045775468071736,0.9517939770760975,88.0,HZ4MP202_Retrosplenial area,HZ4MP202,Retrosplenial area,4M
SMC,0.26975439561670383,3.61433805639065e-11,522.0,HZ4MP202_Striatum,HZ4MP202,Striatum,4M
Astro,0.16630366729130605,5.865951134974248e-20,1601.0,HZ4MP202_Striatum,HZ4MP202,Striatum,4M
ExN,0.14178424448722793,0.0021036881318794963,455.0,HZ4MP202_Striatum,HZ4MP202,Striatum,4M
OPC,0.11046263493550201,0.12408261593769057,278.0,HZ4MP202_Striatum,HZ4MP202,Striatum,4M
InN,0.10961190703091542,1.1951256020065383e-31,3889.0,HZ4MP202_Striatum,HZ4MP202,Striatum,4M
Peri,0.08884921206986941,0.006341035161987172,873.0,HZ4MP202_Striatum,HZ4MP202,Striatum,4M
MSN,0.0789326930761681,7.372831149019224e-15,4003.0,HZ4MP202_Striatum,HZ4MP202,Striatum,4M
Olig,0.06530144744403955,2.6294464984076182e-05,1366.0,HZ4MP202_Striatum,HZ4MP202,Striatum,4M
Micro,0.03219919236644618,0.4103495887465288,458.0,HZ4MP202_Striatum,HZ4MP202,Striatum,4M
Endo,-0.0011010808751936564,0.9870013798334164,521.0,HZ4MP202_Striatum,HZ4MP202,Striatum,4M
MSN,0.4055574539921326,0.27125284311285724,47.0,HZ4MP202_Thalamus,HZ4MP202,Thalamus,4M
InN,0.37108683460462344,1.6590278302558134e-191,3328.0,HZ4MP202_Thalamus,HZ4MP202,Thalamus,4M
OPC,0.3349765361777663,7.426294536260637e-13,690.0,HZ4MP202_Thalamus,HZ4MP202,Thalamus,4M
ExN,0.30181034033921195,0.0,8996.0,HZ4MP202_Thalamus,HZ4MP202,Thalamus,4M
Peri,0.25064529338961344,1.7031153591102924e-48,2704.0,HZ4MP202_Thalamus,HZ4MP202,Thalamus,4M
Micro,0.2036697332540869,3.3678896946949545e-41,2134.0,HZ4MP202_Thalamus,HZ4MP202,Thalamus,4M
Astro,0.19868868457238215,7.3178581438867e-88,4702.0,HZ4MP202_Thalamus,HZ4MP202,Thalamus,4M
Endo,0.14874147803414023,4.706827285547763e-08,1378.0,HZ4MP202_Thalamus,HZ4MP202,Thalamus,4M
SMC,0.11304025786560311,0.001875345663125895,711.0,HZ4MP202_Thalamus,HZ4MP202,Thalamus,4M
Olig,0.11173981822556564,6.759934835629215e-69,7675.0,HZ4MP202_Thalamus,HZ4MP202,Thalamus,4M
MSN,0.33577850775875345,0.002051784423883854,105.0,HZ5M01_Basal forebrain,HZ5M01,Basal forebrain,5M
Astro,0.073317100238993,0.02886720672080518,722.0,HZ5M01_Basal forebrain,HZ5M01,Basal forebrain,5M
Peri,0.050817827912207764,0.09777271522409649,1036.0,HZ5M01_Basal forebrain,HZ5M01,Basal forebrain,5M
SMC,0.050577171272691165,0.6675128557325778,100.0,HZ5M01_Basal forebrain,HZ5M01,Basal forebrain,5M
Olig,0.04195143118245187,0.02126688085797116,1511.0,HZ5M01_Basal forebrain,HZ5M01,Basal forebrain,5M
InN,0.036223251821404394,8.219572728656071e-05,4792.0,HZ5M01_Basal forebrain,HZ5M01,Basal forebrain,5M
ExN,0.009742785032704357,0.570357279953905,1999.0,HZ5M01_Basal forebrain,HZ5M01,Basal forebrain,5M
OPC,-0.03296704731242044,0.7780805935181325,253.0,HZ5M01_Basal forebrain,HZ5M01,Basal forebrain,5M
Micro,-0.0821678954662566,0.21705931839347392,310.0,HZ5M01_Basal forebrain,HZ5M01,Basal forebrain,5M
Endo,-0.08667888821320278,0.44197664486294874,202.0,HZ5M01_Basal forebrain,HZ5M01,Basal forebrain,5M
InN,1.1756690491701842,0.16997509307726288,12.0,HZ5M01_Hippocampal formation,HZ5M01,Hippocampal formation,5M
ExN,0.13954673273720952,0.26488187653155915,61.0,HZ5M01_Hippocampal formation,HZ5M01,Hippocampal formation,5M
Peri,-0.03197840524356074,0.9175502188310798,17.0,HZ5M01_Hippocampal formation,HZ5M01,Hippocampal formation,5M
MSN,0.35415200481883846,0.19528642155813458,143.0,HZ5M01_Prefrontal cortex,HZ5M01,Prefrontal cortex,5M
Micro,0.23707535049252215,3.173641155167968e-16,1030.0,HZ5M01_Prefrontal cortex,HZ5M01,Prefrontal cortex,5M
ExN,0.10144832597498817,0.0,36852.0,HZ5M01_Prefrontal cortex,HZ5M01,Prefrontal cortex,5M
InN,0.09219420724836377,4.991173748453151e-24,8406.0,HZ5M01_Prefrontal cortex,HZ5M01,Prefrontal cortex,5M
SMC,0.09066222349612733,0.2151847321816196,258.0,HZ5M01_Prefrontal cortex,HZ5M01,Prefrontal cortex,5M
OPC,0.08445571767795511,0.24944441081297275,475.0,HZ5M01_Prefrontal cortex,HZ5M01,Prefrontal cortex,5M
Endo,0.07184638078382663,0.5569670815651566,268.0,HZ5M01_Prefrontal cortex,HZ5M01,Prefrontal cortex,5M
Astro,0.07133142158777944,0.005463688969500191,1561.0,HZ5M01_Prefrontal cortex,HZ5M01,Prefrontal cortex,5M
Olig,0.026971271204461213,0.16299160908551624,1846.0,HZ5M01_Prefrontal cortex,HZ5M01,Prefrontal cortex,5M
Peri,0.02553453738149006,0.46049018464313063,1055.0,HZ5M01_Prefrontal cortex,HZ5M01,Prefrontal cortex,5M
SMC,0.3708526343355684,5.96853799649204e-14,445.0,HZ5M01_Striatum,HZ5M01,Striatum,5M
Micro,0.22430489580449522,3.1848106828590395e-19,1534.0,HZ5M01_Striatum,HZ5M01,Striatum,5M
InN,0.14863308580811949,4.877329469544274e-50,7218.0,HZ5M01_Striatum,HZ5M01,Striatum,5M
Peri,0.12414593607079148,3.3952332805678543e-09,2850.0,HZ5M01_Striatum,HZ5M01,Striatum,5M
ExN,0.0857966440302478,9.676757525816181e-48,13213.0,HZ5M01_Striatum,HZ5M01,Striatum,5M
Olig,0.08559080695878216,8.255307364291501e-24,6323.0,HZ5M01_Striatum,HZ5M01,Striatum,5M
Endo,0.08330255643959705,0.15751796160048204,858.0,HZ5M01_Striatum,HZ5M01,Striatum,5M
Astro,0.05155036086743641,0.0015750534674230279,2913.0,HZ5M01_Striatum,HZ5M01,Striatum,5M
OPC,0.025897216205758092,0.5494970003164615,1025.0,HZ5M01_Striatum,HZ5M01,Striatum,5M
MSN,0.01631074350706991,0.0011264009620581528,14651.0,HZ5M01_Striatum,HZ5M01,Striatum,5M
Micro,0.1812566933831149,0.46405971149795044,24.0,HZ5M02_Entorhinal area,HZ5M02,Entorhinal area,5M
Astro,0.09825115700012586,0.18421277373848355,120.0,HZ5M02_Entorhinal area,HZ5M02,Entorhinal area,5M
ExN,0.03775845989782942,0.35293918810510005,394.0,HZ5M02_Entorhinal area,HZ5M02,Entorhinal area,5M
Peri,0.013447298934932203,0.8365491726034702,47.0,HZ5M02_Entorhinal area,HZ5M02,Entorhinal area,5M
InN,-0.0017722874380356915,0.9672188196214666,216.0,HZ5M02_Entorhinal area,HZ5M02,Entorhinal area,5M
Olig,-0.1902599765022575,0.7189896098486679,12.0,HZ5M02_Entorhinal area,HZ5M02,Entorhinal area,5M
MSN,-0.21897426169480774,0.5722860959599144,30.0,HZ5M02_Entorhinal area,HZ5M02,Entorhinal area,5M
SMC,-0.22487014207124256,0.7362142152508255,13.0,HZ5M02_Entorhinal area,HZ5M02,Entorhinal area,5M
Endo,-0.40698403349395296,0.5333405238552105,16.0,HZ5M02_Entorhinal area,HZ5M02,Entorhinal area,5M
OPC,-0.6618893267838907,0.26912545265704446,21.0,HZ5M02_Entorhinal area,HZ5M02,Entorhinal area,5M
Olig,0.09190258747057271,0.005565964768588833,568.0,HZ5M02_Hippocampal formation,HZ5M02,Hippocampal formation,5M
Astro,0.08363337805940167,0.0005186143731998283,1138.0,HZ5M02_Hippocampal formation,HZ5M02,Hippocampal formation,5M
Peri,0.08094389804344143,0.1712973557153401,471.0,HZ5M02_Hippocampal formation,HZ5M02,Hippocampal formation,5M
SMC,0.060643162912040326,0.7646717053132991,87.0,HZ5M02_Hippocampal formation,HZ5M02,Hippocampal formation,5M
InN,0.060634171855808876,0.029370152774744713,1248.0,HZ5M02_Hippocampal formation,HZ5M02,Hippocampal formation,5M
OPC,0.05986977555169918,0.6277123103161197,209.0,HZ5M02_Hippocampal formation,HZ5M02,Hippocampal formation,5M
ExN,0.024195895389382795,1.8049347786091595e-05,9072.0,HZ5M02_Hippocampal formation,HZ5M02,Hippocampal formation,5M
MSN,-0.008047787865675367,0.9284587651253883,496.0,HZ5M02_Hippocampal formation,HZ5M02,Hippocampal formation,5M
Endo,-0.030055942503617296,0.8397154376986062,189.0,HZ5M02_Hippocampal formation,HZ5M02,Hippocampal formation,5M
Micro,-0.037395000764766734,0.5320635882300493,429.0,HZ5M02_Hippocampal formation,HZ5M02,Hippocampal formation,5M
Micro,0.20106424075731874,4.008797810970418e-06,528.0,HZ5M02_Prefrontal cortex,HZ5M02,Prefrontal cortex,5M
NA,0.1658321962741274,0.29343135397432774,31.0,HZ5M02_Prefrontal cortex,HZ5M02,Prefrontal cortex,5M
Endo,0.13131920673461173,0.3469358688018819,218.0,HZ5M02_Prefrontal cortex,HZ5M02,Prefrontal cortex,5M
SMC,0.12816189397436545,0.04866799004109152,316.0,HZ5M02_Prefrontal cortex,HZ5M02,Prefrontal cortex,5M
Peri,0.11083864315305186,0.0040100687240848965,795.0,HZ5M02_Prefrontal cortex,HZ5M02,Prefrontal cortex,5M
OPC,0.0749703328984901,0.5196812294215196,235.0,HZ5M02_Prefrontal cortex,HZ5M02,Prefrontal cortex,5M
Olig,0.06999845819074711,0.06339519062806036,460.0,HZ5M02_Prefrontal cortex,HZ5M02,Prefrontal cortex,5M
InN,0.05369151947870754,0.0001255684270965677,3753.0,HZ5M02_Prefrontal cortex,HZ5M02,Prefrontal cortex,5M
ExN,0.052412445972217385,7.117609774567087e-36,15662.0,HZ5M02_Prefrontal cortex,HZ5M02,Prefrontal cortex,5M
Astro,-0.009828281212038159,0.7401929547986192,1109.0,HZ5M02_Prefrontal cortex,HZ5M02,Prefrontal cortex,5M
MSN,-0.022694829428982002,0.6321069937178461,908.0,HZ5M02_Prefrontal cortex,HZ5M02,Prefrontal cortex,5M
Micro,0.28264433800499095,0.004181176315777857,89.0,HZ5M02_Retrosplenial area,HZ5M02,Retrosplenial area,5M
Endo,0.21937410557145312,0.6067201515441968,30.0,HZ5M02_Retrosplenial area,HZ5M02,Retrosplenial area,5M
Peri,0.1262318604166408,0.09027600001500437,195.0,HZ5M02_Retrosplenial area,HZ5M02,Retrosplenial area,5M
Olig,0.11283086505334133,0.0046105925508862534,318.0,HZ5M02_Retrosplenial area,HZ5M02,Retrosplenial area,5M
MSN,0.11067014564190676,0.4693622115751388,122.0,HZ5M02_Retrosplenial area,HZ5M02,Retrosplenial area,5M
SMC,0.09997840614308795,0.2869501808127759,97.0,HZ5M02_Retrosplenial area,HZ5M02,Retrosplenial area,5M
InN,0.08274384314938989,0.0001878411597048041,1372.0,HZ5M02_Retrosplenial area,HZ5M02,Retrosplenial area,5M
Astro,0.081341576299001,0.22748124615036958,202.0,HZ5M02_Retrosplenial area,HZ5M02,Retrosplenial area,5M
ExN,0.05928928484017626,4.768083741688302e-10,3970.0,HZ5M02_Retrosplenial area,HZ5M02,Retrosplenial area,5M
OPC,-0.12537428914430673,0.6904190218693336,56.0,HZ5M02_Retrosplenial area,HZ5M02,Retrosplenial area,5M
SMC,0.2009349139678257,0.0677488920336177,85.0,HZ5M02_Striatum,HZ5M02,Striatum,5M
Peri,0.1888789404278833,0.000300567916515821,403.0,HZ5M02_Striatum,HZ5M02,Striatum,5M
ExN,0.14291893511676335,4.216161451759151e-07,1057.0,HZ5M02_Striatum,HZ5M02,Striatum,5M
Micro,0.13058259618393567,0.3478423107484565,91.0,HZ5M02_Striatum,HZ5M02,Striatum,5M
MSN,0.10361295202562976,5.907471935311721e-08,1780.0,HZ5M02_Striatum,HZ5M02,Striatum,5M
InN,0.08786587022086403,2.1503695839679947e-07,1786.0,HZ5M02_Striatum,HZ5M02,Striatum,5M
Astro,0.07383809990891813,0.2641051215218142,280.0,HZ5M02_Striatum,HZ5M02,Striatum,5M
Olig,0.05763959166327456,0.006141364170103985,826.0,HZ5M02_Striatum,HZ5M02,Striatum,5M
OPC,0.019355088289472255,0.8972723924427908,89.0,HZ5M02_Striatum,HZ5M02,Striatum,5M
Endo,-0.08739262544527313,0.6977770599284232,104.0,HZ5M02_Striatum,HZ5M02,Striatum,5M
Endo,0.3062038378003445,0.0400000300449235,172.0,HZ5M02_Thalamus,HZ5M02,Thalamus,5M
InN,0.14919508046852162,1.1527703870018877e-21,2909.0,HZ5M02_Thalamus,HZ5M02,Thalamus,5M
ExN,0.10284118196357882,2.3672924437623853e-68,9850.0,HZ5M02_Thalamus,HZ5M02,Thalamus,5M
Micro,0.0772383886169472,0.06494042004027745,517.0,HZ5M02_Thalamus,HZ5M02,Thalamus,5M
OPC,0.05823743402754111,0.4234971671561256,348.0,HZ5M02_Thalamus,HZ5M02,Thalamus,5M
Peri,0.030225985158197695,0.3994924364967677,924.0,HZ5M02_Thalamus,HZ5M02,Thalamus,5M
Olig,0.018071525898469516,0.24975454896849825,1850.0,HZ5M02_Thalamus,HZ5M02,Thalamus,5M
Astro,0.010774629714256351,0.7263217927533041,857.0,HZ5M02_Thalamus,HZ5M02,Thalamus,5M
MSN,0.000970961309467077,0.9684234915557911,470.0,HZ5M02_Thalamus,HZ5M02,Thalamus,5M
SMC,-0.03546663375909351,0.8824578917411459,102.0,HZ5M02_Thalamus,HZ5M02,Thalamus,5M
SMC,0.4039391394784956,0.017266712686991745,78.0,HZ5M03_Basal forebrain,HZ5M03,Basal forebrain,5M
OPC,0.2216426027646299,0.08976324447867551,167.0,HZ5M03_Basal forebrain,HZ5M03,Basal forebrain,5M
InN,0.17649428747884008,9.814592245300162e-84,4566.0,HZ5M03_Basal forebrain,HZ5M03,Basal forebrain,5M
Astro,0.15371164785119365,0.007570685943276063,361.0,HZ5M03_Basal forebrain,HZ5M03,Basal forebrain,5M
ExN,0.125197033725309,3.939772276315235e-08,1572.0,HZ5M03_Basal forebrain,HZ5M03,Basal forebrain,5M
Olig,0.11612584247871517,4.670973883533714e-13,1377.0,HZ5M03_Basal forebrain,HZ5M03,Basal forebrain,5M
Peri,0.11043949086750089,6.454130984909851e-06,1236.0,HZ5M03_Basal forebrain,HZ5M03,Basal forebrain,5M
Endo,0.05710790413525429,0.7816234743585252,111.0,HZ5M03_Basal forebrain,HZ5M03,Basal forebrain,5M
Micro,0.030055735097675947,0.6969927883243028,136.0,HZ5M03_Basal forebrain,HZ5M03,Basal forebrain,5M
MSN,-0.042085251100029974,0.986201341032445,22.0,HZ5M03_Basal forebrain,HZ5M03,Basal forebrain,5M
Peri,0.3214253311093316,0.06073037282003045,29.0,HZ5M03_Hippocampal formation,HZ5M03,Hippocampal formation,5M
ExN,0.1913296430505202,0.3001455568878164,52.0,HZ5M03_Hippocampal formation,HZ5M03,Hippocampal formation,5M
Astro,-0.2689700025365584,0.5271230917112419,13.0,HZ5M03_Hippocampal formation,HZ5M03,Hippocampal formation,5M
InN,,,13.0,HZ5M03_Hippocampal formation,HZ5M03,Hippocampal formation,5M
Micro,0.23798622784383236,3.022587439359065e-16,878.0,HZ5M03_Prefrontal cortex,HZ5M03,Prefrontal cortex,5M
SMC,0.23642499500560557,0.016918170857745527,150.0,HZ5M03_Prefrontal cortex,HZ5M03,Prefrontal cortex,5M
ExN,0.22003822113805588,0.0,25786.0,HZ5M03_Prefrontal cortex,HZ5M03,Prefrontal cortex,5M
Peri,0.1865401889502286,6.385526893955862e-07,861.0,HZ5M03_Prefrontal cortex,HZ5M03,Prefrontal cortex,5M
InN,0.12306762645908911,9.851182495658854e-27,5288.0,HZ5M03_Prefrontal cortex,HZ5M03,Prefrontal cortex,5M
Astro,0.12013525043894345,8.846218729252961e-07,1367.0,HZ5M03_Prefrontal cortex,HZ5M03,Prefrontal cortex,5M
Olig,0.04656084533223564,0.015810267911181293,1260.0,HZ5M03_Prefrontal cortex,HZ5M03,Prefrontal cortex,5M
Endo,0.03293924325056229,0.7689922850119294,273.0,HZ5M03_Prefrontal cortex,HZ5M03,Prefrontal cortex,5M
MSN,-0.025141195248773073,0.96336040433757,91.0,HZ5M03_Prefrontal cortex,HZ5M03,Prefrontal cortex,5M
OPC,-0.07457686167822382,0.32755567205876024,420.0,HZ5M03_Prefrontal cortex,HZ5M03,Prefrontal cortex,5M
Micro,0.47016565484252515,2.0657233149634152e-19,465.0,HZ5M03_Striatum,HZ5M03,Striatum,5M
SMC,0.38880222581903395,0.011504873089408185,135.0,HZ5M03_Striatum,HZ5M03,Striatum,5M
Peri,0.07775142849619518,0.0002530511051605493,2157.0,HZ5M03_Striatum,HZ5M03,Striatum,5M
InN,0.07588046124632301,9.583666878675786e-16,5628.0,HZ5M03_Striatum,HZ5M03,Striatum,5M
OPC,0.05659644607181025,0.3762446817347944,517.0,HZ5M03_Striatum,HZ5M03,Striatum,5M
ExN,0.053262518957516165,2.1477940494414754e-12,8701.0,HZ5M03_Striatum,HZ5M03,Striatum,5M
Olig,0.04898442380947557,8.12692136153087e-07,3763.0,HZ5M03_Striatum,HZ5M03,Striatum,5M
Astro,0.0403739629672624,0.10045670406177917,1426.0,HZ5M03_Striatum,HZ5M03,Striatum,5M
MSN,0.03572641403349548,4.2177478105521493e-11,12161.0,HZ5M03_Striatum,HZ5M03,Striatum,5M
Endo,-0.023316393176281917,0.7728070757898929,534.0,HZ5M03_Striatum,HZ5M03,Striatum,5M
Peri,0.21214681831337492,0.517100671104339,27.0,HZ5M04_Basal forebrain,HZ5M04,Basal forebrain,5M
Astro,0.15392986248391816,0.6183054410432747,16.0,HZ5M04_Basal forebrain,HZ5M04,Basal forebrain,5M
ExN,0.1362272727138309,0.6777102514971658,24.0,HZ5M04_Basal forebrain,HZ5M04,Basal forebrain,5M
Olig,0.029118468814187125,0.31361346182538596,317.0,HZ5M04_Basal forebrain,HZ5M04,Basal forebrain,5M
Endo,-0.09858547138245397,0.9814818766094817,14.0,HZ5M04_Basal forebrain,HZ5M04,Basal forebrain,5M
InN,-0.5744074040488202,0.44297247042670707,18.0,HZ5M04_Basal forebrain,HZ5M04,Basal forebrain,5M
MSN,,,20.0,HZ5M04_Basal forebrain,HZ5M04,Basal forebrain,5M
InN,0.10587750962305303,0.43167653409783857,90.0,HZ5M04_Entorhinal area,HZ5M04,Entorhinal area,5M
ExN,-0.00024640571425549947,0.9556458208606368,315.0,HZ5M04_Entorhinal area,HZ5M04,Entorhinal area,5M
Astro,-0.07870008127743332,0.6879636096735372,46.0,HZ5M04_Entorhinal area,HZ5M04,Entorhinal area,5M
Peri,-0.10061806242718364,0.8643185118160579,18.0,HZ5M04_Entorhinal area,HZ5M04,Entorhinal area,5M
Endo,0.5220869974843939,6.610765196782891e-05,158.0,HZ5M04_Hippocampal formation,HZ5M04,Hippocampal formation,5M
Micro,0.3479729085168687,4.98361172939598e-06,227.0,HZ5M04_Hippocampal formation,HZ5M04,Hippocampal formation,5M
InN,0.2316246963252333,4.7960814634835096e-09,696.0,HZ5M04_Hippocampal formation,HZ5M04,Hippocampal formation,5M
SMC,0.2115357190771584,0.10477147192019291,101.0,HZ5M04_Hippocampal formation,HZ5M04,Hippocampal formation,5M
Olig,0.11377657639957171,0.0021019385611232818,347.0,HZ5M04_Hippocampal formation,HZ5M04,Hippocampal formation,5M
ExN,0.0962800442765532,1.6726942578797046e-46,6951.0,HZ5M04_Hippocampal formation,HZ5M04,Hippocampal formation,5M
OPC,0.06144874438053891,0.5615975721197256,151.0,HZ5M04_Hippocampal formation,HZ5M04,Hippocampal formation,5M
Peri,0.041637692168142074,0.3944325182744831,398.0,HZ5M04_Hippocampal formation,HZ5M04,Hippocampal formation,5M
Astro,-0.003380507582820189,0.9378290006173914,877.0,HZ5M04_Hippocampal formation,HZ5M04,Hippocampal formation,5M
MSN,-0.06464345126707056,0.7773168485995394,116.0,HZ5M04_Hippocampal formation,HZ5M04,Hippocampal formation,5M
Micro,0.2916642195451222,4.705100823153531e-13,443.0,HZ5M04_Prefrontal cortex,HZ5M04,Prefrontal cortex,5M
Peri,0.2645801649529349,3.1693360510749665e-12,643.0,HZ5M04_Prefrontal cortex,HZ5M04,Prefrontal cortex,5M
OPC,0.19819305610594815,0.05212868826472888,219.0,HZ5M04_Prefrontal cortex,HZ5M04,Prefrontal cortex,5M
ExN,0.17893680654350563,0.0,22834.0,HZ5M04_Prefrontal cortex,HZ5M04,Prefrontal cortex,5M
Endo,0.15918116420099027,0.14869269871054774,207.0,HZ5M04_Prefrontal cortex,HZ5M04,Prefrontal cortex,5M
InN,0.14371272625603676,5.610185139101813e-32,4416.0,HZ5M04_Prefrontal cortex,HZ5M04,Prefrontal cortex,5M
Astro,0.11808048295021085,0.0001410531354763462,856.0,HZ5M04_Prefrontal cortex,HZ5M04,Prefrontal cortex,5M
MSN,0.1029386049136079,0.1143428591566921,571.0,HZ5M04_Prefrontal cortex,HZ5M04,Prefrontal cortex,5M
Olig,0.029674028023777596,0.09841634988472917,1036.0,HZ5M04_Prefrontal cortex,HZ5M04,Prefrontal cortex,5M
SMC,0.009386531308818708,0.9039155080366669,99.0,HZ5M04_Prefrontal cortex,HZ5M04,Prefrontal cortex,5M
Endo,0.40403756553345577,0.3286513351633926,36.0,HZ5M04_Retrosplenial area,HZ5M04,Retrosplenial area,5M
MSN,0.23955098136334277,0.5955017933562289,46.0,HZ5M04_Retrosplenial area,HZ5M04,Retrosplenial area,5M
Peri,0.1483087492871405,0.002393012001436059,301.0,HZ5M04_Retrosplenial area,HZ5M04,Retrosplenial area,5M
ExN,0.11310630876168261,4.110499233421262e-29,3947.0,HZ5M04_Retrosplenial area,HZ5M04,Retrosplenial area,5M
Astro,0.08874188126514461,0.11786606760687164,212.0,HZ5M04_Retrosplenial area,HZ5M04,Retrosplenial area,5M
OPC,0.06023232721888544,0.9184791794022175,27.0,HZ5M04_Retrosplenial area,HZ5M04,Retrosplenial area,5M
InN,0.0386582130334504,0.05602374866162814,1452.0,HZ5M04_Retrosplenial area,HZ5M04,Retrosplenial area,5M
Olig,0.03348577725559594,0.11256435777538269,566.0,HZ5M04_Retrosplenial area,HZ5M04,Retrosplenial area,5M
Micro,0.007538102577797897,0.8016895964517983,142.0,HZ5M04_Retrosplenial area,HZ5M04,Retrosplenial area,5M
SMC,-0.08499181044848865,0.7936420324119845,48.0,HZ5M04_Retrosplenial area,HZ5M04,Retrosplenial area,5M
Peri,0.20672337185767276,1.1355625372178543e-06,552.0,HZ5M04_Striatum,HZ5M04,Striatum,5M
Micro,0.13981065670501966,0.22109817958154987,125.0,HZ5M04_Striatum,HZ5M04,Striatum,5M
InN,0.12470248486228624,5.383132352764859e-21,2693.0,HZ5M04_Striatum,HZ5M04,Striatum,5M
ExN,0.11941135727930324,2.751138298312609e-17,2569.0,HZ5M04_Striatum,HZ5M04,Striatum,5M
MSN,0.10630128661237519,7.799282600373319e-17,3247.0,HZ5M04_Striatum,HZ5M04,Striatum,5M
Endo,0.08943557302922855,0.5721505223124452,155.0,HZ5M04_Striatum,HZ5M04,Striatum,5M
Astro,0.08373770316479613,0.07473236749685606,429.0,HZ5M04_Striatum,HZ5M04,Striatum,5M
Olig,0.056578779812487066,0.0008846487067331787,1082.0,HZ5M04_Striatum,HZ5M04,Striatum,5M
OPC,-0.1460325187186204,0.504849807783609,121.0,HZ5M04_Striatum,HZ5M04,Striatum,5M
SMC,-0.15731716799321896,0.4279504806340798,61.0,HZ5M04_Striatum,HZ5M04,Striatum,5M
SMC,0.3859076373771587,0.0023807121507991194,138.0,HZ5M04_Thalamus,HZ5M04,Thalamus,5M
InN,0.3480372058791412,3.1197811332767215e-190,3941.0,HZ5M04_Thalamus,HZ5M04,Thalamus,5M
Endo,0.2790643366099795,0.03228394756772483,203.0,HZ5M04_Thalamus,HZ5M04,Thalamus,5M
ExN,0.180969369600234,5.576006809879129e-249,11442.0,HZ5M04_Thalamus,HZ5M04,Thalamus,5M
Peri,0.13685547394107414,2.6333142261806907e-09,1563.0,HZ5M04_Thalamus,HZ5M04,Thalamus,5M
Astro,0.1264692790572594,6.258662729371281e-05,863.0,HZ5M04_Thalamus,HZ5M04,Thalamus,5M
Olig,0.09693859071174661,8.53318084040829e-14,2234.0,HZ5M04_Thalamus,HZ5M04,Thalamus,5M
Micro,0.09056800240596119,0.0011077352038196592,701.0,HZ5M04_Thalamus,HZ5M04,Thalamus,5M
OPC,0.07046982297357983,0.30554143556783964,420.0,HZ5M04_Thalamus,HZ5M04,Thalamus,5M
MSN,-0.0020333006732811618,0.9818572076578823,101.0,HZ5M04_Thalamus,HZ5M04,Thalamus,5M
SMC,0.29250283139003375,0.007550997039402627,139.0,HZ5M05_Basal forebrain,HZ5M05,Basal forebrain,5M
Micro,0.19390111911813737,0.022052842948334202,153.0,HZ5M05_Basal forebrain,HZ5M05,Basal forebrain,5M
Endo,0.18728105738278308,0.28021146932388097,133.0,HZ5M05_Basal forebrain,HZ5M05,Basal forebrain,5M
Olig,0.13385886520124077,5.286757661610771e-15,1357.0,HZ5M05_Basal forebrain,HZ5M05,Basal forebrain,5M
Astro,0.1002990047284795,0.02863002568096219,477.0,HZ5M05_Basal forebrain,HZ5M05,Basal forebrain,5M
InN,0.06560795535109756,6.963239785879242e-14,4652.0,HZ5M05_Basal forebrain,HZ5M05,Basal forebrain,5M
Peri,0.05614528665009663,0.020697780434914166,1259.0,HZ5M05_Basal forebrain,HZ5M05,Basal forebrain,5M
ExN,0.03595795346764333,0.1114852701551599,1549.0,HZ5M05_Basal forebrain,HZ5M05,Basal forebrain,5M
MSN,0.017903975636902266,0.8847190951373727,17.0,HZ5M05_Basal forebrain,HZ5M05,Basal forebrain,5M
OPC,0.01582929437124098,0.8613193581251266,213.0,HZ5M05_Basal forebrain,HZ5M05,Basal forebrain,5M
Peri,-0.05760604573486041,0.9325942215066971,12.0,HZ5M05_Hippocampal formation,HZ5M05,Hippocampal formation,5M
ExN,-0.14650800438983713,0.5182288351875574,42.0,HZ5M05_Hippocampal formation,HZ5M05,Hippocampal formation,5M
InN,-0.47395661638571707,0.4718638524290495,12.0,HZ5M05_Hippocampal formation,HZ5M05,Hippocampal formation,5M
Micro,0.3264925016320111,5.649061424517899e-22,775.0,HZ5M05_Prefrontal cortex,HZ5M05,Prefrontal cortex,5M
Peri,0.18139868913108803,0.00010822052236319938,720.0,HZ5M05_Prefrontal cortex,HZ5M05,Prefrontal cortex,5M
OPC,0.17837288526486614,0.01825681830188053,418.0,HZ5M05_Prefrontal cortex,HZ5M05,Prefrontal cortex,5M
ExN,0.1590469741555116,0.0,25678.0,HZ5M05_Prefrontal cortex,HZ5M05,Prefrontal cortex,5M
