,Moran's I,P-value,num_cell,sample_region,sample,region,month,slice_no,slice,celltype,structure
ExN,0.21072462736675426,1.56568776286034e-174,7054.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M,6,hippo,ExN,Thalamus
Endo,0.14504009532099568,0.00015492025242202264,928.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M,6,hippo,Endo,Thalamus
InN,0.13130434721592454,6.8570176115348646e-15,2495.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M,6,hippo,InN,Thalamus
Peri,0.11105581782440171,5.195325561662067e-05,1565.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M,6,hippo,Peri,Thalamus
Micro,0.11099353615295204,6.627713675453371e-12,2288.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M,6,hippo,Micro,Thalamus
Astro,0.0654478217456722,1.156117507758829e-09,4553.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M,6,hippo,Astro,Thalamus
Olig,0.028489058809232682,0.0002022725195901501,6442.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M,6,hippo,Olig,Thalamus
SMC,0.22610465279259703,1.051641839512317e-05,293.0,HZ6MP101_Basal forebrain,HZ6MP101,Basal forebrain,6M,1,ctx,SMC,Basal forebrain
Olig,0.19908809313954431,7.618427013424163e-65,2583.0,HZ6MP101_Basal forebrain,HZ6MP101,Basal forebrain,6M,1,ctx,Olig,Basal forebrain
InN,0.15172429528454795,1.1623215904249812e-47,3906.0,HZ6MP101_Basal forebrain,HZ6MP101,Basal forebrain,6M,1,ctx,InN,Basal forebrain
Micro,0.10747755978957646,0.0008827309865713938,650.0,HZ6MP101_Basal forebrain,HZ6MP101,Basal forebrain,6M,1,ctx,Micro,Basal forebrain
Astro,0.0343440842225969,0.027722328211594725,2093.0,HZ6MP101_Basal forebrain,HZ6MP101,Basal forebrain,6M,1,ctx,Astro,Basal forebrain
SMC,0.36207172391827336,3.656934921008741e-38,1105.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M,1,ctx,SMC,Prefrontal cortex
ExN,0.356150697329604,0.0,26760.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M,1,ctx,ExN,Prefrontal cortex
InN,0.32145821880319364,1.2321289652473564e-283,6870.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M,1,ctx,InN,Prefrontal cortex
Micro,0.3193516298415827,4.73066056477191e-238,4547.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M,1,ctx,Micro,Prefrontal cortex
Astro,0.3111032119877586,8.13971684464198e-288,6821.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M,1,ctx,Astro,Prefrontal cortex
OPC,0.2510782566413708,0.00018018495717514837,416.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M,1,ctx,OPC,Prefrontal cortex
Peri,0.23397300811595687,1.199613209790122e-28,2121.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M,1,ctx,Peri,Prefrontal cortex
Olig,0.18836662217935657,7.199609288866297e-104,4831.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M,1,ctx,Olig,Prefrontal cortex
Endo,0.171188156273158,2.044913794753976e-11,1894.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M,1,ctx,Endo,Prefrontal cortex
Micro,0.3414832123222728,4.460698489641791e-122,2508.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M,1,ctx,Micro,Striatum
OPC,0.1663846073334362,0.0005199451057957168,800.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M,1,ctx,OPC,Striatum
Olig,0.16594489816967842,1.0117294038783764e-168,8803.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M,1,ctx,Olig,Striatum
InN,0.16455898894842538,2.6042697282292404e-93,7121.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M,1,ctx,InN,Striatum
Astro,0.15967757565015372,1.0822809243635282e-82,6819.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M,1,ctx,Astro,Striatum
SMC,0.12925700663781028,1.4767481950751517e-06,805.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M,1,ctx,SMC,Striatum
ExN,0.10929930601853592,4.004036997617845e-13,4105.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M,1,ctx,ExN,Striatum
Peri,0.10252486857837109,1.3256375452734936e-08,2851.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M,1,ctx,Peri,Striatum
Endo,0.08270744010147459,6.686540726428923e-06,2831.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M,1,ctx,Endo,Striatum
MSN,0.06772940654203384,4.168690833214904e-48,14965.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M,1,ctx,MSN,Striatum
Micro,0.48755632512331426,3.650255266112412e-05,41.0,HZ6MP102_Entorhinal area,HZ6MP102,Entorhinal area,6M,2,hippo,Micro,Entorhinal area
Astro,0.48676022464027563,3.548532563588266e-09,121.0,HZ6MP102_Entorhinal area,HZ6MP102,Entorhinal area,6M,2,hippo,Astro,Entorhinal area
InN,0.4308029175657617,0.0010706694006859061,79.0,HZ6MP102_Entorhinal area,HZ6MP102,Entorhinal area,6M,2,hippo,InN,Entorhinal area
ExN,0.1355251310165657,0.01461935800627865,267.0,HZ6MP102_Entorhinal area,HZ6MP102,Entorhinal area,6M,2,hippo,ExN,Entorhinal area
OPC,0.34044607206820626,9.732465011682998e-05,127.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M,2,hippo,OPC,Hippocampal formation
SMC,0.3028264127064944,7.887006619773924e-19,413.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M,2,hippo,SMC,Hippocampal formation
Micro,0.24006641194161615,2.4905345996645895e-19,633.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M,2,hippo,Micro,Hippocampal formation
InN,0.14827313745713278,0.0005853911496208284,415.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M,2,hippo,InN,Hippocampal formation
Peri,0.11485780455238075,0.003726410906804235,468.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M,2,hippo,Peri,Hippocampal formation
ExN,0.09306074761217545,7.479031888511376e-57,8464.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M,2,hippo,ExN,Hippocampal formation
Astro,0.07035299901944217,2.0088191281084287e-11,2680.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M,2,hippo,Astro,Hippocampal formation
Olig,0.049062122011123775,0.04250268682398557,652.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M,2,hippo,Olig,Hippocampal formation
Olig,0.35942859830205726,7.693397494728392e-128,1415.0,HZ6MP102_Retrosplenial area,HZ6MP102,Retrosplenial area,6M,2,hippo,Olig,Retrosplenial area
ExN,0.20488814192303656,1.79287499023616e-51,3009.0,HZ6MP102_Retrosplenial area,HZ6MP102,Retrosplenial area,6M,2,hippo,ExN,Retrosplenial area
Micro,0.19186740950254844,3.2085995425131866e-14,639.0,HZ6MP102_Retrosplenial area,HZ6MP102,Retrosplenial area,6M,2,hippo,Micro,Retrosplenial area
Endo,0.1480463616534981,0.006918974664754999,312.0,HZ6MP102_Retrosplenial area,HZ6MP102,Retrosplenial area,6M,2,hippo,Endo,Retrosplenial area
Peri,0.14721976254500643,0.00813975369093343,309.0,HZ6MP102_Retrosplenial area,HZ6MP102,Retrosplenial area,6M,2,hippo,Peri,Retrosplenial area
InN,0.13352856990417167,2.8415005461235567e-08,1288.0,HZ6MP102_Retrosplenial area,HZ6MP102,Retrosplenial area,6M,2,hippo,InN,Retrosplenial area
Astro,0.08134824718997498,0.00016617525425770044,1034.0,HZ6MP102_Retrosplenial area,HZ6MP102,Retrosplenial area,6M,2,hippo,Astro,Retrosplenial area
ExN,0.47240998020277414,1.0233230564201746e-51,685.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M,2,hippo,ExN,Striatum
SMC,0.26745108037051063,5.0652748153538214e-12,314.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M,2,hippo,SMC,Striatum
InN,0.24241798562036715,2.9772396299546355e-123,3256.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M,2,hippo,InN,Striatum
Micro,0.2239716963969945,3.066486519692254e-05,337.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M,2,hippo,Micro,Striatum
Astro,0.1816725929834896,3.859631558482669e-18,1322.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M,2,hippo,Astro,Striatum
Endo,0.16909440541516652,0.010950659227472697,338.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M,2,hippo,Endo,Striatum
Olig,0.16420520033579286,1.3795397234604998e-20,1035.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M,2,hippo,Olig,Striatum
Peri,0.13694986331393053,0.026861808574853943,341.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M,2,hippo,Peri,Striatum
MSN,0.13264060042352235,1.3304542481037522e-26,3183.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M,2,hippo,MSN,Striatum
ExN,0.6595948028597589,0.0,8544.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M,2,hippo,ExN,Thalamus
Endo,0.5345562563603179,3.4811258337529567e-51,919.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M,2,hippo,Endo,Thalamus
InN,0.5157101508711645,1.7313952682222092e-247,2187.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M,2,hippo,InN,Thalamus
Peri,0.49272842336850564,1.4017332860793825e-99,1579.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M,2,hippo,Peri,Thalamus
OPC,0.42518433877346273,2.4216863244351473e-14,512.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M,2,hippo,OPC,Thalamus
Astro,0.3286383281880179,2.6216635348772206e-202,4090.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M,2,hippo,Astro,Thalamus
Olig,0.2392727479749499,2.7092178710735668e-205,5056.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M,2,hippo,Olig,Thalamus
Micro,0.2172676012496061,1.3807567089336214e-79,2579.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M,2,hippo,Micro,Thalamus
SMC,0.09912996608379027,0.011338730030351013,294.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M,2,hippo,SMC,Thalamus
Astro,0.5792402197716541,3.854865345760422e-25,173.0,HZ6MP202_Entorhinal area,HZ6MP202,Entorhinal area,6M,2,hippo,Astro,Entorhinal area
SMC,0.3153409976646395,0.04410381371243589,38.0,HZ6MP202_Entorhinal area,HZ6MP202,Entorhinal area,6M,2,hippo,SMC,Entorhinal area
ExN,0.09332249976040888,0.02033533652751076,392.0,HZ6MP202_Entorhinal area,HZ6MP202,Entorhinal area,6M,2,hippo,ExN,Entorhinal area
Micro,0.22360501738694083,2.670707870685046e-18,828.0,HZ6MP202_Hippocampal formation,HZ6MP202,Hippocampal formation,6M,2,hippo,Micro,Hippocampal formation
Olig,0.19972847730762058,1.7414564076872284e-18,844.0,HZ6MP202_Hippocampal formation,HZ6MP202,Hippocampal formation,6M,2,hippo,Olig,Hippocampal formation
InN,0.19588672170650234,4.660396023453118e-05,362.0,HZ6MP202_Hippocampal formation,HZ6MP202,Hippocampal formation,6M,2,hippo,InN,Hippocampal formation
ExN,0.12792166078953107,6.311489458978582e-114,8315.0,HZ6MP202_Hippocampal formation,HZ6MP202,Hippocampal formation,6M,2,hippo,ExN,Hippocampal formation
Peri,0.12302020617589828,0.0006716967085485007,752.0,HZ6MP202_Hippocampal formation,HZ6MP202,Hippocampal formation,6M,2,hippo,Peri,Hippocampal formation
SMC,0.1094359202829784,0.02709808026189632,392.0,HZ6MP202_Hippocampal formation,HZ6MP202,Hippocampal formation,6M,2,hippo,SMC,Hippocampal formation
Astro,0.0889616712809404,1.5136904780615164e-17,3129.0,HZ6MP202_Hippocampal formation,HZ6MP202,Hippocampal formation,6M,2,hippo,Astro,Hippocampal formation
SMC,0.39854756389411555,2.19192133212613e-23,402.0,HZ6MP202_Retrosplenial area,HZ6MP202,Retrosplenial area,6M,2,hippo,SMC,Retrosplenial area
Olig,0.31706022640615855,6.457935667498184e-35,710.0,HZ6MP202_Retrosplenial area,HZ6MP202,Retrosplenial area,6M,2,hippo,Olig,Retrosplenial area
Astro,0.2575953516611173,3.2884451677301917e-31,1111.0,HZ6MP202_Retrosplenial area,HZ6MP202,Retrosplenial area,6M,2,hippo,Astro,Retrosplenial area
ExN,0.19256930220760723,2.479613485455901e-62,3361.0,HZ6MP202_Retrosplenial area,HZ6MP202,Retrosplenial area,6M,2,hippo,ExN,Retrosplenial area
Micro,0.13888389315734814,7.101836777089583e-09,720.0,HZ6MP202_Retrosplenial area,HZ6MP202,Retrosplenial area,6M,2,hippo,Micro,Retrosplenial area
InN,0.05219566038679083,0.0030213422965895908,1722.0,HZ6MP202_Retrosplenial area,HZ6MP202,Retrosplenial area,6M,2,hippo,InN,Retrosplenial area
OPC,0.43967029412006925,0.01347380969433687,112.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M,2,hippo,OPC,Striatum
Peri,0.3816521022515734,8.309375011223674e-16,616.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M,2,hippo,Peri,Striatum
Astro,0.35914218290163785,5.463489909598425e-53,1285.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M,2,hippo,Astro,Striatum
SMC,0.2703135366256611,7.771566247996921e-20,570.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M,2,hippo,SMC,Striatum
Micro,0.2560957022681952,3.617004206844269e-06,339.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M,2,hippo,Micro,Striatum
MSN,0.18107794266005348,5.149875013854911e-46,2995.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M,2,hippo,MSN,Striatum
InN,0.17186398630359864,2.675420178480913e-57,3095.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M,2,hippo,InN,Striatum
Olig,0.17172140892845375,4.151377727149096e-27,1505.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M,2,hippo,Olig,Striatum
ExN,0.1571759697222129,0.0030476028373285207,463.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M,2,hippo,ExN,Striatum
Endo,0.1156419589060766,0.0419933641672501,473.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M,2,hippo,Endo,Striatum
OPC,0.6620419124621112,4.192245764720129e-16,365.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M,2,hippo,OPC,Thalamus
Endo,0.6103828453685829,7.28686391913127e-55,1033.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M,2,hippo,Endo,Thalamus
Peri,0.5208144915082871,1.6968771451778814e-78,1561.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M,2,hippo,Peri,Thalamus
InN,0.4966883708910594,3.243011768063134e-176,2099.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M,2,hippo,InN,Thalamus
ExN,0.4050485461904827,0.0,10488.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M,2,hippo,ExN,Thalamus
Astro,0.2933712649637056,6.686285354252707e-212,5524.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M,2,hippo,Astro,Thalamus
Olig,0.24689146646623425,9.941190271365767e-225,5969.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M,2,hippo,Olig,Thalamus
SMC,0.19070777601381259,3.012041995167753e-05,391.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M,2,hippo,SMC,Thalamus
Micro,0.16214483644687594,1.0008289923255394e-50,3238.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M,2,hippo,Micro,Thalamus
Endo,0.4625239111739021,1.7315864103078654e-05,237.0,HZ8M01_Basal forebrain,HZ8M01,Basal forebrain,8M,1,ctx,Endo,Basal forebrain
InN,0.32210243905118074,3.918034923713359e-187,3622.0,HZ8M01_Basal forebrain,HZ8M01,Basal forebrain,8M,1,ctx,InN,Basal forebrain
ExN,0.16201774796849733,1.5525253683495725e-09,1288.0,HZ8M01_Basal forebrain,HZ8M01,Basal forebrain,8M,1,ctx,ExN,Basal forebrain
Micro,0.15550027147554596,1.5631335759207394e-08,762.0,HZ8M01_Basal forebrain,HZ8M01,Basal forebrain,8M,1,ctx,Micro,Basal forebrain
Astro,0.1155579684566315,0.00046556348793494283,767.0,HZ8M01_Basal forebrain,HZ8M01,Basal forebrain,8M,1,ctx,Astro,Basal forebrain
SMC,0.11469381344809844,3.4512929259927423e-12,2097.0,HZ8M01_Basal forebrain,HZ8M01,Basal forebrain,8M,1,ctx,SMC,Basal forebrain
Peri,0.11201723058011442,5.048051603517955e-07,1467.0,HZ8M01_Basal forebrain,HZ8M01,Basal forebrain,8M,1,ctx,Peri,Basal forebrain
Olig,0.08255522637881385,3.4208457204634754e-06,1270.0,HZ8M01_Basal forebrain,HZ8M01,Basal forebrain,8M,1,ctx,Olig,Basal forebrain
Endo,0.3199034615488227,1.7356299283573146e-12,919.0,HZ8M01_Prefrontal cortex,HZ8M01,Prefrontal cortex,8M,1,ctx,Endo,Prefrontal cortex
SMC,0.26364165781443955,3.442770051849367e-41,2444.0,HZ8M01_Prefrontal cortex,HZ8M01,Prefrontal cortex,8M,1,ctx,SMC,Prefrontal cortex
Peri,0.1632766362583437,5.425963256070793e-15,2199.0,HZ8M01_Prefrontal cortex,HZ8M01,Prefrontal cortex,8M,1,ctx,Peri,Prefrontal cortex
Astro,0.12332151842080445,6.110820354275295e-19,3345.0,HZ8M01_Prefrontal cortex,HZ8M01,Prefrontal cortex,8M,1,ctx,Astro,Prefrontal cortex
ExN,0.11136694046331756,3.716677297607831e-264,26164.0,HZ8M01_Prefrontal cortex,HZ8M01,Prefrontal cortex,8M,1,ctx,ExN,Prefrontal cortex
Micro,0.06882664465009038,2.2269140333396257e-16,4965.0,HZ8M01_Prefrontal cortex,HZ8M01,Prefrontal cortex,8M,1,ctx,Micro,Prefrontal cortex
InN,0.06123159962445081,3.179594942524261e-07,4826.0,HZ8M01_Prefrontal cortex,HZ8M01,Prefrontal cortex,8M,1,ctx,InN,Prefrontal cortex
Olig,0.04572255634297199,0.00034295446056946546,2753.0,HZ8M01_Prefrontal cortex,HZ8M01,Prefrontal cortex,8M,1,ctx,Olig,Prefrontal cortex
SMC,0.2139654960167038,3.769872031686534e-88,5533.0,HZ8M01_Striatum,HZ8M01,Striatum,8M,1,ctx,SMC,Striatum
Peri,0.09986446923517785,5.7006777437743065e-12,4101.0,HZ8M01_Striatum,HZ8M01,Striatum,8M,1,ctx,Peri,Striatum
Astro,0.08966997997509997,1.2434228396827166e-14,4205.0,HZ8M01_Striatum,HZ8M01,Striatum,8M,1,ctx,Astro,Striatum
Micro,0.07046705371020101,3.8414075852071514e-13,4288.0,HZ8M01_Striatum,HZ8M01,Striatum,8M,1,ctx,Micro,Striatum
Olig,0.06598383132871598,7.142320984247361e-24,6906.0,HZ8M01_Striatum,HZ8M01,Striatum,8M,1,ctx,Olig,Striatum
InN,0.06556671298267941,9.70751690204094e-12,6585.0,HZ8M01_Striatum,HZ8M01,Striatum,8M,1,ctx,InN,Striatum
ExN,0.03480289274496528,0.0006163576952685882,6419.0,HZ8M01_Striatum,HZ8M01,Striatum,8M,1,ctx,ExN,Striatum
MSN,0.02891020857722955,8.458899542426727e-08,11634.0,HZ8M01_Striatum,HZ8M01,Striatum,8M,1,ctx,MSN,Striatum
SMC,0.7005366093800619,2.2160393020772278e-14,126.0,HZ8M02_Entorhinal area,HZ8M02,Entorhinal area,8M,2,hippo,SMC,Entorhinal area
Olig,0.5879599655814485,0.005538783703157617,24.0,HZ8M02_Entorhinal area,HZ8M02,Entorhinal area,8M,2,hippo,Olig,Entorhinal area
Peri,0.37380533443541053,0.003995619151866772,87.0,HZ8M02_Entorhinal area,HZ8M02,Entorhinal area,8M,2,hippo,Peri,Entorhinal area
Astro,0.22897410398562307,0.00014988139417226754,178.0,HZ8M02_Entorhinal area,HZ8M02,Entorhinal area,8M,2,hippo,Astro,Entorhinal area
InN,0.216373881480604,0.001061517564505004,221.0,HZ8M02_Entorhinal area,HZ8M02,Entorhinal area,8M,2,hippo,InN,Entorhinal area
ExN,0.06292004629013534,0.003976227356872392,903.0,HZ8M02_Entorhinal area,HZ8M02,Entorhinal area,8M,2,hippo,ExN,Entorhinal area
SMC,0.32515590040619136,5.694625965776312e-67,1690.0,HZ8M02_Hippocampal formation,HZ8M02,Hippocampal formation,8M,2,hippo,SMC,Hippocampal formation
Olig,0.298202250850124,1.6878370742868918e-25,643.0,HZ8M02_Hippocampal formation,HZ8M02,Hippocampal formation,8M,2,hippo,Olig,Hippocampal formation
Endo,0.19569591176715267,0.0021228864293893934,425.0,HZ8M02_Hippocampal formation,HZ8M02,Hippocampal formation,8M,2,hippo,Endo,Hippocampal formation
Micro,0.1863681965966534,4.1884559684117485e-24,1411.0,HZ8M02_Hippocampal formation,HZ8M02,Hippocampal formation,8M,2,hippo,Micro,Hippocampal formation
Astro,0.13585017630212032,2.0332947510022615e-16,1833.0,HZ8M02_Hippocampal formation,HZ8M02,Hippocampal formation,8M,2,hippo,Astro,Hippocampal formation
Peri,0.10034680350266874,0.0001712484499943157,1181.0,HZ8M02_Hippocampal formation,HZ8M02,Hippocampal formation,8M,2,hippo,Peri,Hippocampal formation
InN,0.08264298696848801,0.04524019649397665,630.0,HZ8M02_Hippocampal formation,HZ8M02,Hippocampal formation,8M,2,hippo,InN,Hippocampal formation
ExN,0.059786012519652,6.776398213457524e-45,13270.0,HZ8M02_Hippocampal formation,HZ8M02,Hippocampal formation,8M,2,hippo,ExN,Hippocampal formation
Olig,0.18706367784920883,2.384578217933846e-24,1082.0,HZ8M02_Retrosplenial area,HZ8M02,Retrosplenial area,8M,2,hippo,Olig,Retrosplenial area
SMC,0.16012006617704314,5.197326685408914e-07,815.0,HZ8M02_Retrosplenial area,HZ8M02,Retrosplenial area,8M,2,hippo,SMC,Retrosplenial area
InN,0.08852343814544178,0.00027361857290687336,1341.0,HZ8M02_Retrosplenial area,HZ8M02,Retrosplenial area,8M,2,hippo,InN,Retrosplenial area
ExN,0.07303257249278357,1.1722221497925754e-14,4547.0,HZ8M02_Retrosplenial area,HZ8M02,Retrosplenial area,8M,2,hippo,ExN,Retrosplenial area
Micro,0.04340953774232992,0.014085089190691598,1293.0,HZ8M02_Retrosplenial area,HZ8M02,Retrosplenial area,8M,2,hippo,Micro,Retrosplenial area
SMC,0.6528574260494429,4.766564490973147e-35,444.0,HZ8M02_Striatum,HZ8M02,Striatum,8M,2,hippo,SMC,Striatum
Micro,0.4300754358282436,8.459408491400633e-26,495.0,HZ8M02_Striatum,HZ8M02,Striatum,8M,2,hippo,Micro,Striatum
Astro,0.28322871687978696,2.3390475684509882e-42,1584.0,HZ8M02_Striatum,HZ8M02,Striatum,8M,2,hippo,Astro,Striatum
Endo,0.2790839021309877,2.479636814061033e-05,391.0,HZ8M02_Striatum,HZ8M02,Striatum,8M,2,hippo,Endo,Striatum
Peri,0.2095323765733802,2.108405121974592e-07,708.0,HZ8M02_Striatum,HZ8M02,Striatum,8M,2,hippo,Peri,Striatum
Olig,0.2078869830281151,1.8157587947280076e-52,2155.0,HZ8M02_Striatum,HZ8M02,Striatum,8M,2,hippo,Olig,Striatum
ExN,0.18157519677566766,7.600746360755068e-15,1267.0,HZ8M02_Striatum,HZ8M02,Striatum,8M,2,hippo,ExN,Striatum
MSN,0.14423209461902567,2.067038249381515e-10,1335.0,HZ8M02_Striatum,HZ8M02,Striatum,8M,2,hippo,MSN,Striatum
InN,0.12081639210383859,3.091810007301052e-18,2156.0,HZ8M02_Striatum,HZ8M02,Striatum,8M,2,hippo,InN,Striatum
MSN,0.6411257872103668,1.5190192803523682e-10,404.0,HZ8M02_Thalamus,HZ8M02,Thalamus,8M,2,hippo,MSN,Thalamus
ExN,0.4602452866488949,0.0,11122.0,HZ8M02_Thalamus,HZ8M02,Thalamus,8M,2,hippo,ExN,Thalamus
InN,0.3944339847420573,2.6202954852686418e-250,4218.0,HZ8M02_Thalamus,HZ8M02,Thalamus,8M,2,hippo,InN,Thalamus
SMC,0.2829997387150023,2.2758349685618476e-59,2717.0,HZ8M02_Thalamus,HZ8M02,Thalamus,8M,2,hippo,SMC,Thalamus
Peri,0.2631446633463428,7.751400104534742e-64,3459.0,HZ8M02_Thalamus,HZ8M02,Thalamus,8M,2,hippo,Peri,Thalamus
OPC,0.22969696131208728,7.756314661846441e-09,1002.0,HZ8M02_Thalamus,HZ8M02,Thalamus,8M,2,hippo,OPC,Thalamus
Endo,0.19659491046443428,0.000756362150993093,676.0,HZ8M02_Thalamus,HZ8M02,Thalamus,8M,2,hippo,Endo,Thalamus
Micro,0.14464213629374723,1.5661439369888119e-53,4679.0,HZ8M02_Thalamus,HZ8M02,Thalamus,8M,2,hippo,Micro,Thalamus
Olig,0.08709332450604199,3.3846816361574725e-19,4328.0,HZ8M02_Thalamus,HZ8M02,Thalamus,8M,2,hippo,Olig,Thalamus
Astro,0.07915339056473585,2.2935141515136571e-10,3878.0,HZ8M02_Thalamus,HZ8M02,Thalamus,8M,2,hippo,Astro,Thalamus
Micro,0.20449522010770207,2.837360748721198e-12,803.0,HZ8M03_Basal forebrain,HZ8M03,Basal forebrain,8M,3,ctx,Micro,Basal forebrain
InN,0.08942419965380533,1.1635571612373467e-12,2999.0,HZ8M03_Basal forebrain,HZ8M03,Basal forebrain,8M,3,ctx,InN,Basal forebrain
ExN,0.08746874853837906,0.0005179835268882842,1381.0,HZ8M03_Basal forebrain,HZ8M03,Basal forebrain,8M,3,ctx,ExN,Basal forebrain
Peri,0.065199674873143,0.000983897012093603,1770.0,HZ8M03_Basal forebrain,HZ8M03,Basal forebrain,8M,3,ctx,Peri,Basal forebrain
Endo,0.21414338430961788,3.3853476634578304e-06,823.0,HZ8M03_Prefrontal cortex,HZ8M03,Prefrontal cortex,8M,3,ctx,Endo,Prefrontal cortex
Micro,0.17783477159261554,1.3148099539341743e-97,5055.0,HZ8M03_Prefrontal cortex,HZ8M03,Prefrontal cortex,8M,3,ctx,Micro,Prefrontal cortex
ExN,0.15818740607561704,0.0,25797.0,HZ8M03_Prefrontal cortex,HZ8M03,Prefrontal cortex,8M,3,ctx,ExN,Prefrontal cortex
SMC,0.1521327605923762,2.397791122360012e-22,3252.0,HZ8M03_Prefrontal cortex,HZ8M03,Prefrontal cortex,8M,3,ctx,SMC,Prefrontal cortex
Peri,0.14426177797249354,5.036324539739609e-10,2017.0,HZ8M03_Prefrontal cortex,HZ8M03,Prefrontal cortex,8M,3,ctx,Peri,Prefrontal cortex
Astro,0.128941053408121,1.8004642415845637e-19,3109.0,HZ8M03_Prefrontal cortex,HZ8M03,Prefrontal cortex,8M,3,ctx,Astro,Prefrontal cortex
InN,0.1196028635957814,2.666209267582042e-31,6114.0,HZ8M03_Prefrontal cortex,HZ8M03,Prefrontal cortex,8M,3,ctx,InN,Prefrontal cortex
Olig,0.08152129163395617,1.7185591925377178e-12,3146.0,HZ8M03_Prefrontal cortex,HZ8M03,Prefrontal cortex,8M,3,ctx,Olig,Prefrontal cortex
Micro,0.18016672234746633,4.086257945972878e-40,2942.0,HZ8M03_Striatum,HZ8M03,Striatum,8M,3,ctx,Micro,Striatum
